"ONTOLOGY" "ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"GO:0032102" "BP" "GO:0032102" "negative regulation of response to external stimulus" "18/410" "429/28564" 5.65235957446766e-05 0.00647203876520966 0.00526083869028882 "Cnr2/Cd200r1/Ifi204/Calcrl/Serpine2/Mapkbp1/Arg1/Nt5e/Dusp1/Tnfrsf1a/Bbs2/Fcgr2b/Sema4a/Ffar4/Sh2d1b1/Sirpa/Serpinb9/Oas1a" 18
"GO:0061082" "BP" "GO:0061082" "myeloid leukocyte cytokine production" "7/410" "69/28564" 5.98339485227395e-05 0.00647203876520966 0.00526083869028882 "Gprc5b/Nod1/Hmox1/Fcer1g/Cd36/Axl/Mapkapk2" 7
"GO:0006195" "BP" "GO:0006195" "purine nucleotide catabolic process" "6/410" "49/28564" 6.99810496649204e-05 0.00717121598408421 0.00582916942776774 "Pde2a/Nudt15/Nt5e/Xdh/Nudt7/Dnph1" 6
"GO:0035456" "BP" "GO:0035456" "response to interferon-beta" "7/410" "71/28564" 7.19639366331289e-05 0.00718532228844625 0.00584063582876703 "Ifi204/Ifitm2/Ifitm3/Ifitm6/Ifit1/Tgtp2/Oas1a" 7
"GO:1903706" "BP" "GO:1903706" "regulation of hemopoiesis" "18/410" "447/28564" 9.51243734085492e-05 0.00861428628029978 0.00700217847832331 "Ccr2/Ctla4/Ccl9/Foxo3/Adam8/Zfp36l2/Lmo2/Lag3/C1qc/Jun/Anxa1/Pira6/Tmem64/Axl/Hspa1a/Il15ra/Sox12/Zbtb46" 18
"GO:0072523" "BP" "GO:0072523" "purine-containing compound catabolic process" "6/410" "55/28564" 0.000134944951794704 0.0119426282338313 0.00970764282408313 "Pde2a/Nudt15/Nt5e/Xdh/Nudt7/Dnph1" 6
"GO:0098885" "BP" "GO:0098885" "modification of postsynaptic actin cytoskeleton" "4/410" "20/28564" 0.000168914408360134 0.0139947384288162 0.0113757139068068 "Sptb/Itsn1/Ptk2/Pfn2" 4
"GO:0001933" "BP" "GO:0001933" "negative regulation of protein phosphorylation" "15/410" "354/28564" 0.000208328347756423 0.0162246117232702 0.0131882808779697 "Ddit4/Pid1/Errfi1/Sorl1/Socs4/Inca1/Xdh/Dusp1/Mllt1/Ldlrad4/Jun/Slfn1/Sh2d1b1/Sirpa/Pkib" 15
"GO:0050777" "BP" "GO:0050777" "negative regulation of immune response" "11/410" "207/28564" 0.0002167665042781 0.0162958811757499 0.0132462127146974 "Ccr2/Ctla4/Ifi204/Hmox1/Arg1/Wdr41/Fcgr2b/Anxa1/Sh2d1b1/Serpinb9/Oas1a" 11
"GO:0034341" "BP" "GO:0034341" "response to type II interferon" "9/410" "146/28564" 0.000271618128606718 0.0185558068911326 0.0150832079911431 "Ccl9/Ifitm2/Ifitm3/Ifitm6/Arg1/Ccl22/Sirpa/Mrc1/Rab20" 9
"GO:0030705" "BP" "GO:0030705" "cytoskeleton-dependent intracellular transport" "11/410" "213/28564" 0.000277193981510858 0.0186102304138497 0.0151274465045944 "Mapt/Trak2/Ift80/Ssx2ip/Hdac6/Bbs1/Myo1f/Trim46/Myo19/Kif1c/Bicd1" 11
"GO:0042326" "BP" "GO:0042326" "negative regulation of phosphorylation" "16/410" "405/28564" 0.000284380362221755 0.0187691039066358 0.0152565878537166 "Ddit4/Pid1/Errfi1/Sorl1/Socs4/Mapt/Inca1/Xdh/Dusp1/Mllt1/Ldlrad4/Jun/Slfn1/Sh2d1b1/Sirpa/Pkib" 16
"GO:0018108" "BP" "GO:0018108" "peptidyl-tyrosine phosphorylation" "14/410" "326/28564" 0.000293600878867666 0.0190477139550218 0.0154830578387129 "Gprc5b/Errfi1/Wee1/Bst1/Socs4/Ptk2/Dyrk2/Tnfrsf1a/Ifnar1/Itga5/Cd36/Sh2d1b1/Ttk/Osm" 14
"GO:0009151" "BP" "GO:0009151" "purine deoxyribonucleotide metabolic process" "4/410" "23/28564" 0.000298384835967213 0.0190477139550218 0.0154830578387129 "Nudt15/Xdh/Adk/Dnph1" 4
"GO:0006979" "BP" "GO:0006979" "response to oxidative stress" "16/410" "408/28564" 0.000308541810774048 0.0193018143923991 0.0156896050274225 "Hmox1/Slc4a11/Nudt15/Mapt/Foxo3/Ptgs1/Stox1/Hdac6/Gclc/Jun/Anxa1/Cd36/Ngfr/Sirpa/Axl/Trpm2" 16
"GO:0051048" "BP" "GO:0051048" "negative regulation of secretion" "11/410" "218/28564" 0.000337864746445977 0.0200591993299217 0.0163052502865608 "Ccr2/Hmox1/Tifab/Gabbr1/Wdr41/Ptgs1/Tnfrsf1a/Anxa1/Ffar4/Osm/Ptprv" 11
"GO:0006911" "BP" "GO:0006911" "phagocytosis, engulfment" "6/410" "65/28564" 0.000340874741176408 0.0200591993299217 0.0163052502865608 "Clec7a/Fcer1g/Fcgr2b/Elmo1/Cd36/Sirpa" 6
"GO:2000106" "BP" "GO:2000106" "regulation of leukocyte apoptotic process" "8/410" "120/28564" 0.000349152213862964 0.0200591993299217 0.0163052502865608 "Cd3g/Adam8/Fcer1g/Hsh2d/Fcgr2b/Anxa1/Serpinb9/Axl" 8
"GO:0000280" "BP" "GO:0000280" "nuclear division" "17/410" "456/28564" 0.000362475589613931 0.0200591993299217 0.0163052502865608 "Arhgef10/Rec8/Ccnb2/Kifc5b/Ncaph/Cdca5/Aurka/Esr1/Tpx2/Ttk/Hspa1a/Cenpk/Osm/Kif11/Fignl1/Rad51ap1/Pdxp" 17
"GO:0051225" "BP" "GO:0051225" "spindle assembly" "8/410" "123/28564" 0.000412338294193777 0.0214166290488312 0.0174086458383574 "Arhgef10/Ccnb2/Kifc5b/Aurka/Haus8/Tpx2/Hspa1a/Kif11" 8
"GO:0001558" "BP" "GO:0001558" "regulation of cell growth" "17/410" "464/28564" 0.000441561721931801 0.0220853166686233 0.0179521929074555 "Trim40/Extl3/Serpine2/Ptk2/Mapt/Shtn1/Rrad/Jade1/Bcl11a/Mag/Sema4a/Slc44a4/Dnph1/Hspa1a/Trim46/Dcbld2/Limk1" 17
"GO:0002246" "BP" "GO:0002246" "wound healing involved in inflammatory response" "3/410" "11/28564" 0.000444629912215365 0.0220853166686233 0.0179521929074555 "Ccr2/Clec10a/Hmox1" 3
"GO:0000302" "BP" "GO:0000302" "response to reactive oxygen species" "10/410" "191/28564" 0.000467146813229301 0.0221837767160353 0.018032226795642 "Hmox1/Nudt15/Foxo3/Hdac6/Jun/Anxa1/Cd36/Sirpa/Axl/Trpm2" 10
"GO:0050771" "BP" "GO:0050771" "negative regulation of axonogenesis" "6/410" "70/28564" 0.000509544862963568 0.023343149369178 0.0189746303768601 "Ptk2/Trak2/Bcl11a/Mag/Sema4a/Trim46" 6
"GO:0045926" "BP" "GO:0045926" "negative regulation of growth" "12/410" "267/28564" 0.000523999796889651 0.0237262233614919 0.019286014556269 "Trim40/Serpine2/Ptk2/Tcf7l2/Rrad/Bbs2/Bcl11a/Mag/Sema4a/Hspa1a/Trim46/Dcbld2" 12
"GO:0062197" "BP" "GO:0062197" "cellular response to chemical stress" "14/410" "347/28564" 0.000546683255610554 0.024190734060767 0.0196635950911595 "Hmox1/Slc4a11/Mapt/Tifab/Foxo3/Stox1/Hdac6/Jun/Anxa1/Cd36/Ngfr/Sirpa/Axl/Trpm2" 14
"GO:0036230" "BP" "GO:0036230" "granulocyte activation" "5/410" "47/28564" 0.000555594049945924 0.0243088003425778 0.0197595660341501 "Ccr2/Pram1/Fcer1g/Anxa1/Myo1f" 5
"GO:0006898" "BP" "GO:0006898" "receptor-mediated endocytosis" "12/410" "273/28564" 0.000637394743318949 0.0269784253313477 0.0219295880224265 "Pacsin1/Calcrl/Sorl1/Ifitm3/Ahi1/Itsn1/Cd14/Fcer1g/Fcgr2b/Cd36/Mrc1/Bicd1" 12
"GO:0010977" "BP" "GO:0010977" "negative regulation of neuron projection development" "9/410" "165/28564" 0.000663471806005354 0.0277802065869339 0.0225813211166735 "Ptk2/Cyth2/Trak2/Bcl11a/Mag/Sema4a/Ngfr/Trim46/Il15ra" 9
"GO:0099024" "BP" "GO:0099024" "plasma membrane invagination" "6/410" "74/28564" 0.000686178874456075 0.0281261109171785 0.0228624916951736 "Clec7a/Fcer1g/Fcgr2b/Elmo1/Cd36/Sirpa" 6
"GO:0010507" "BP" "GO:0010507" "negative regulation of autophagy" "6/410" "75/28564" 0.000736954589144479 0.0294518232053019 0.0239401055276249 "Hmox1/Ptk2/Mtmr9/Bmf/Foxk2/Slc7a5" 6
"GO:0007018" "BP" "GO:0007018" "microtubule-based movement" "16/410" "443/28564" 0.000750416893847587 0.0294518232053019 0.0239401055276249 "Dnah8/Mapt/Pltp/Trak2/Kifc5b/Ift80/Ssx2ip/Kif3c/Hdac6/Bbs2/Bbs1/Trim46/Ccr6/Kif1c/Kif11/Bicd1" 16
"GO:0010721" "BP" "GO:0010721" "negative regulation of cell development" "13/410" "318/28564" 0.000756338551754029 0.0294518232053019 0.0239401055276249 "Ctla4/Sorl1/Ptk2/Trak2/Lag3/C1qc/Bcl11a/Mag/Sema4a/Anxa1/Pira6/Trim46/Zbtb46" 13
"GO:0140014" "BP" "GO:0140014" "mitotic nuclear division" "12/410" "280/28564" 0.000795025334801864 0.0301999715681646 0.0245482427771392 "Arhgef10/Kifc5b/Ncaph/Cdca5/Aurka/Esr1/Tpx2/Ttk/Hspa1a/Cenpk/Kif11/Pdxp" 12
"GO:0048806" "BP" "GO:0048806" "genitalia development" "5/410" "51/28564" 0.000811878130822508 0.0301999715681646 0.0245482427771392 "Tcf7l2/Tifab/Lgr4/Esr1/Axl" 5
"GO:0002704" "BP" "GO:0002704" "negative regulation of leukocyte mediated immunity" "6/410" "77/28564" 0.000847179447549272 0.0301999715681646 0.0245482427771392 "Ccr2/Hmox1/Arg1/Fcgr2b/Sh2d1b1/Serpinb9" 6
"GO:0140888" "BP" "GO:0140888" "interferon-mediated signaling pathway" "6/410" "77/28564" 0.000847179447549272 0.0301999715681646 0.0245482427771392 "Ifitm2/Ifitm3/Ifitm6/Arg1/Ifnar1/Oas1a" 6
"GO:0002696" "BP" "GO:0002696" "positive regulation of leukocyte activation" "15/410" "408/28564" 0.00091005487420718 0.0310855585979189 0.0252680979385133 "Cd209a/Lgals8/Ccr2/Cd300lb/Bst1/Adam8/Clec7a/Fcer1g/Adk/Anxa1/Sirpa/Axl/Il15ra/Nfatc2/Sox12" 15
"GO:0044782" "BP" "GO:0044782" "cilium organization" "15/410" "408/28564" 0.00091005487420718 0.0310855585979189 0.0252680979385133 "Ehd3/Unc119b/Ahi1/Tapt1/Dnah8/Spag1/Ift80/Ssx2ip/Aurka/Hdac6/Bbs2/Bbs1/Rpgrip1/Arl6/Dusp23" 15
"GO:0098792" "BP" "GO:0098792" "xenophagy" "3/410" "14/28564" 0.00094995937138148 0.0316165965141836 0.0256997555532534 "Lgals8/Nod1/Wipi2" 3
"GO:0042594" "BP" "GO:0042594" "response to starvation" "10/410" "210/28564" 0.000970740709414921 0.0316662341485981 0.0257401038263549 "Ifi204/Mios/Wipi2/Tcf7l2/Foxo3/Bmf/Jun/Pik3c2b/Slc34a1/Foxk2" 10
"GO:0016358" "BP" "GO:0016358" "dendrite development" "13/410" "327/28564" 0.000975846969140158 0.0316662341485981 0.0257401038263549 "Pacsin1/Wls/Itsn1/Cyth2/Dip2a/Trak2/Nsmf/Rapgef4/Hdac6/Bbs1/Bcl11a/Fcgr2b/Ngfr" 13
"GO:0002237" "BP" "GO:0002237" "response to molecule of bacterial origin" "15/410" "414/28564" 0.00105277074446812 0.0330603974109586 0.0268733584772126 "Cnr2/Cd300lb/Pde2a/Upf1/Cd14/Tifab/Ifnar1/Fcgr2b/Cd36/Sirpa/Axl/Mrc1/Cmpk2/Mapkapk2/Scimp" 15
"GO:0001780" "BP" "GO:0001780" "neutrophil homeostasis" "4/410" "32/28564" 0.00109441476627912 0.03354988742718 0.0272712436119077 "Ccr2/Fcgr2b/Anxa1/Axl" 4
"GO:0051654" "BP" "GO:0051654" "establishment of mitochondrion localization" "4/410" "32/28564" 0.00109441476627912 0.03354988742718 0.0272712436119077 "Mapt/Trak2/Hdac6/Myo19" 4
"GO:0002262" "BP" "GO:0002262" "myeloid cell homeostasis" "10/410" "214/28564" 0.00111950829099432 0.03354988742718 0.0272712436119077 "Hba-a1/Ccr2/Hmox1/Foxo3/Lmo2/Fcer1g/Fcgr2b/Anxa1/Axl/Hspa1a" 10
"GO:0009170" "BP" "GO:0009170" "purine deoxyribonucleoside monophosphate metabolic process" "3/410" "15/28564" 0.00117485608729528 0.03354988742718 0.0272712436119077 "Xdh/Adk/Dnph1" 3
"GO:0046085" "BP" "GO:0046085" "adenosine metabolic process" "3/410" "15/28564" 0.00117485608729528 0.03354988742718 0.0272712436119077 "Nt5e/Xdh/Adk" 3
"GO:0043523" "BP" "GO:0043523" "regulation of neuron apoptotic process" "12/410" "294/28564" 0.00120891566495484 0.0341124463719866 0.0277285232991549 "Hmox1/Itsn1/Nsmf/Thap11/Adam8/Tnfrsf1a/Gclc/Jun/Mag/Ngfr/Esr1/Axl" 12
"GO:0051100" "BP" "GO:0051100" "negative regulation of binding" "9/410" "180/28564" 0.0012271129327081 0.034376818417017 0.0279434198307707 "Ifi204/Tdg/Tfip11/Sorl1/Hmox1/Aurka/Habp4/Jun/Pex19" 9
"GO:0031345" "BP" "GO:0031345" "negative regulation of cell projection organization" "10/410" "219/28564" 0.00133115191399304 0.036762450731127 0.0298825965313705 "Ptk2/Cyth2/Trak2/Pfn2/Bcl11a/Mag/Sema4a/Ngfr/Trim46/Il15ra" 10
"GO:0006887" "BP" "GO:0006887" "exocytosis" "14/410" "382/28564" 0.00137370255065107 0.0375762931677459 0.0305441336348531 "Ccr2/Ncs1/Scamp1/Hmox1/Itsn1/Pfn2/Wdr41/Doc2g/Rapgef4/Pram1/Cacnb4/Fcer1g/Anxa1/Myo1f" 14
"GO:0006692" "BP" "GO:0006692" "prostanoid metabolic process" "5/410" "58/28564" 0.00145920448510924 0.0378846422926466 0.0307947772210927 "Ptgs1/Tnfrsf1a/Anxa1/Gstm1/Ptgr1" 5
"GO:0006693" "BP" "GO:0006693" "prostaglandin metabolic process" "5/410" "58/28564" 0.00145920448510924 0.0378846422926466 0.0307947772210927 "Ptgs1/Tnfrsf1a/Anxa1/Gstm1/Ptgr1" 5
"GO:0001649" "BP" "GO:0001649" "osteoblast differentiation" "10/410" "224/28564" 0.00157428935174445 0.0396102148058591 0.0321974200311459 "Ifi204/Fndc3b/Ptk2/Gabbr1/Ift80/Smad1/Lgr4/Ffar4/Tmem64/Fignl1" 10
"GO:0071216" "BP" "GO:0071216" "cellular response to biotic stimulus" "13/410" "345/28564" 0.00157667778503034 0.0396102148058591 0.0321974200311459 "Cd300lb/Pde2a/Upf1/Cd14/Tifab/Clec7a/Fcgr2b/Cd36/Sirpa/Axl/Mrc1/Cmpk2/Scimp" 13
"GO:0098657" "BP" "GO:0098657" "import into cell" "11/410" "264/28564" 0.00162298575709425 0.040090719922765 0.0325880017321532 "Slc15a2/Slc43a1/Arg1/Neurl3/Kcnj5/Slc18a1/Kcnj1/Slc34a1/Cd36/Trpm2/Slc7a5" 11
"GO:1990778" "BP" "GO:1990778" "protein localization to cell periphery" "14/410" "389/28564" 0.00162669074160166 0.040090719922765 0.0325880017321532 "Pid1/Pacsin1/Ehd3/Sorl1/Ift80/Cnst/Rapgef4/Tnfrsf1a/Pram1/Bbs2/Bbs1/Fcer1g/Rangrf/Arl6" 14
"GO:0071887" "BP" "GO:0071887" "leukocyte apoptotic process" "8/410" "152/28564" 0.00164009774429248 0.0401669221149365 0.0326499431783348 "Cd3g/Adam8/Fcer1g/Hsh2d/Fcgr2b/Anxa1/Serpinb9/Axl" 8
"GO:0060632" "BP" "GO:0060632" "regulation of microtubule-based movement" "5/410" "60/28564" 0.00169911782453939 0.0410344319852706 0.0333551042034192 "Mapt/Bbs2/Bbs1/Trim46/Ccr6" 5
"GO:0043254" "BP" "GO:0043254" "regulation of protein-containing complex assembly" "15/410" "435/28564" 0.00170994834942799 0.0410344319852706 0.0333551042034192 "Sptb/Tfip11/Sorl1/Mapt/Bmf/Pfn2/Hdac6/Baiap2l1/Ldlrad4/Cd36/Esr1/Rangrf/Stxbp6/Hspa1a/Lefty1" 15
"GO:0002443" "BP" "GO:0002443" "leukocyte mediated immunity" "16/410" "480/28564" 0.00171767139537728 0.0410344319852706 0.0333551042034192 "Ccr2/Cd300lb/Il21r/Hmox1/Arg1/Lag3/C1qc/Pram1/Fcer1g/Fcgr2b/Sh2d1b1/Serpinb9/Myo1f/Ccr6/Scimp/Il2rb" 16
"GO:0032886" "BP" "GO:0032886" "regulation of microtubule-based process" "11/410" "268/28564" 0.00182653485529475 0.0419228637156032 0.0340772716981101 "Mapt/Hdac6/Bbs2/Bbs1/Mid1/Rangrf/Tpx2/Hspa1a/Trim46/Ccr6/Bicd1" 11
"GO:1902903" "BP" "GO:1902903" "regulation of supramolecular fiber organization" "14/410" "394/28564" 0.0018302226069986 0.0419228637156032 0.0340772716981101 "Sptb/Arhgef10/Lima1/Mapt/Pfn2/Hdac6/Baiap2l1/Mid1/Rangrf/Tpx2/Hspa1a/Limk1/Dlc1/Pdxp" 14
"GO:0035023" "BP" "GO:0035023" "regulation of Rho protein signal transduction" "6/410" "90/28564" 0.00190428198904721 0.0428628558690743 0.0348413504171888 "Arhgef10/Lpar2/Ngfr/Gpr35/Dlc1/Eps8l1" 6
"GO:0050792" "BP" "GO:0050792" "regulation of viral process" "9/410" "194/28564" 0.00205351112901353 0.0456745720801583 0.0371268721771784 "Cd209a/Ifi204/Ifitm2/Ifitm3/Ifitm6/Axl/Ppih/Trim13/Oas1a" 9
"GO:0051092" "BP" "GO:0051092" "positive regulation of NF-kappaB transcription factor activity" "8/410" "158/28564" 0.00209148451576723 0.0456745720801583 0.0371268721771784 "Nod1/Rhebl1/Rtkn2/Lrrfip2/Adam8/Cd36/Hspa1a/Trim13" 8
"GO:0044342" "BP" "GO:0044342" "type B pancreatic cell proliferation" "4/410" "38/28564" 0.00209957586090096 0.0456745720801583 0.0371268721771784 "Errfi1/Sgpp2/Adk/Ptprv" 4
"GO:0009991" "BP" "GO:0009991" "response to extracellular stimulus" "15/410" "447/28564" 0.00221964119096512 0.0474871486706024 0.0386002368157493 "Ifi204/Sorl1/Mios/Wipi2/Mapt/Slc25a25/Tcf7l2/Foxo3/Bmf/Bbs2/Jun/Pik3c2b/Slc34a1/Axl/Foxk2" 15
"GO:0031110" "BP" "GO:0031110" "regulation of microtubule polymerization or depolymerization" "6/410" "94/28564" 0.00237421504651201 0.0479876890417114 0.0390071043030914 "Mapt/Hdac6/Mid1/Rangrf/Tpx2/Hspa1a" 6
"GO:0031252" "CC" "GO:0031252" "cell leading edge" "22/413" "412/28585" 1.84943505408873e-07 6.30018852132218e-05 5.19232183315822e-05 "Pacsin1/Lima1/Cyth3/Wls/Itsn1/Ptk2/Mapt/Cyth2/Plekhg5/Gabbr1/Ssx2ip/Hdac6/Shtn1/Itga5/Ngfr/Tubb3/Scimp/Limk1/Dlc1/Eps8l1/Pdxp/Antxr1" 22
"GO:0031253" "CC" "GO:0031253" "cell projection membrane" "19/413" "325/28585" 3.25591138052826e-07 6.30018852132218e-05 5.19232183315822e-05 "Pacsin1/Ehd3/Lima1/Wls/Mapt/Gabbr1/Bbs2/Bbs1/Itga5/Pex19/Slc34a1/Cd36/Ngfr/Scimp/Dlc1/Eps8l1/Slc7a5/Pdxp/Antxr1" 19
"GO:0031256" "CC" "GO:0031256" "leading edge membrane" "11/413" "159/28585" 2.14233319685069e-05 0.00276360982393739 0.00227763845138863 "Pacsin1/Wls/Mapt/Gabbr1/Itga5/Ngfr/Scimp/Dlc1/Eps8l1/Pdxp/Antxr1" 11
"GO:0045121" "CC" "GO:0045121" "membrane raft" "17/413" "390/28585" 6.15352550783942e-05 0.00446232349891602 0.00367763911375372 "Gprc5b/Pde2a/Hmox1/Cd14/Mapt/Gabbr1/Hdac6/Tnfrsf1a/Fcer1g/Mall/Fcgr2b/Slc34a1/Cd36/Ngfr/Rangrf/Hspa1a/Dlc1" 17
"GO:0098857" "CC" "GO:0098857" "membrane microdomain" "17/413" "391/28585" 6.34968404320711e-05 0.00446232349891602 0.00367763911375372 "Gprc5b/Pde2a/Hmox1/Cd14/Mapt/Gabbr1/Hdac6/Tnfrsf1a/Fcer1g/Mall/Fcgr2b/Slc34a1/Cd36/Ngfr/Rangrf/Hspa1a/Dlc1" 17
