"ONTOLOGY" "ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"GO:0019221" "BP" "GO:0019221" "cytokine-mediated signaling pathway" "10/160" "429/28564" 0.000161883052124904 0.0263818369706788 0.0222368205924201 "Fcer1g/Ifnar1/Ccl22/Axl/Hspa1a/Gpr35/Il15ra/Osm/Il2rb/Oas1a" 10
"GO:0034614" "BP" "GO:0034614" "cellular response to reactive oxygen species" "6/160" "146/28564" 0.00017870690115554 0.0263818369706788 0.0222368205924201 "Jun/Anxa1/Cd36/Sirpa/Axl/Trpm2" 6
"GO:0035457" "BP" "GO:0035457" "cellular response to interferon-alpha" "3/160" "20/28564" 0.000183327384514828 0.0263818369706788 0.0222368205924201 "Ifnar1/Axl/Oas1a" 3
"GO:1902107" "BP" "GO:1902107" "positive regulation of leukocyte differentiation" "7/160" "211/28564" 0.000195099862560484 0.0263818369706788 0.0222368205924201 "Jun/Anxa1/Tmem64/Axl/Il15ra/Sox12/Zbtb46" 7
"GO:1903708" "BP" "GO:1903708" "positive regulation of hemopoiesis" "7/160" "211/28564" 0.000195099862560484 0.0263818369706788 0.0222368205924201 "Jun/Anxa1/Tmem64/Axl/Il15ra/Sox12/Zbtb46" 7
"GO:0071887" "BP" "GO:0071887" "leukocyte apoptotic process" "6/160" "152/28564" 0.000222303236429899 0.0284782146037039 0.0240038231469182 "Fcer1g/Hsh2d/Fcgr2b/Anxa1/Serpinb9/Axl" 6
"GO:0000280" "BP" "GO:0000280" "nuclear division" "10/160" "456/28564" 0.000263793403517361 0.0321036572080628 0.027059649655544 "Esr1/Tpx2/Ttk/Hspa1a/Cenpk/Osm/Kif11/Fignl1/Rad51ap1/Pdxp" 10
"GO:0070374" "BP" "GO:0070374" "positive regulation of ERK1 and ERK2 cascade" "7/160" "228/28564" 0.000312463970510183 0.0362160621057993 0.0305259287480875 "Jun/Ccl22/Ffar4/Cd36/Esr1/Scimp/Dstyk" 7
"GO:0045088" "BP" "GO:0045088" "regulation of innate immune response" "9/160" "385/28564" 0.00033763664377494 0.0365574078358708 0.0308136435030542 "Cd36/Sh2d1b1/Esr1/Serpinb9/Myo1f/Hspa1a/Mapkapk2/Scimp/Oas1a" 9
"GO:0010977" "BP" "GO:0010977" "negative regulation of neuron projection development" "6/160" "165/28564" 0.000345447978728443 0.0365574078358708 0.0308136435030542 "Bcl11a/Mag/Sema4a/Ngfr/Trim46/Il15ra" 6
"GO:0042759" "BP" "GO:0042759" "long-chain fatty acid biosynthetic process" "3/160" "26/28564" 0.000407927924811334 0.0397158627596315 0.0334758537034649 "Gstm4/Elovl6/Gstm1" 3
"GO:0002764" "BP" "GO:0002764" "immune response-regulating signaling pathway" "9/160" "402/28564" 0.000461532419153052 0.0418112623881024 0.035242031913857 "Fcer1g/Cd36/Sh2d1b1/Esr1/Hspa1a/Mapkapk2/Scimp/Nfatc2/Oas1a" 9
"GO:0010517" "BP" "GO:0010517" "regulation of phospholipase activity" "4/160" "64/28564" 0.000463806115233675 0.0418112623881024 0.035242031913857 "Anxa1/Esr1/Bicd1/Dlc1" 4
"GO:0002237" "BP" "GO:0002237" "response to molecule of bacterial origin" "9/160" "414/28564" 0.000569780237563824 0.0449899516771112 0.0379212973310945 "Ifnar1/Fcgr2b/Cd36/Sirpa/Axl/Mrc1/Cmpk2/Mapkapk2/Scimp" 9
"GO:0002224" "BP" "GO:0002224" "toll-like receptor signaling pathway" "4/160" "68/28564" 0.000584255337263883 0.0449899516771112 0.0379212973310945 "Cd36/Esr1/Mapkapk2/Scimp" 4
"GO:0061082" "BP" "GO:0061082" "myeloid leukocyte cytokine production" "4/160" "69/28564" 0.000617527111363474 0.0449899516771112 0.0379212973310945 "Fcer1g/Cd36/Axl/Mapkapk2" 4
"GO:0050771" "BP" "GO:0050771" "negative regulation of axonogenesis" "4/160" "70/28564" 0.00065212080809303 0.0449899516771112 0.0379212973310945 "Bcl11a/Mag/Sema4a/Trim46" 4
"GO:0002221" "BP" "GO:0002221" "pattern recognition receptor signaling pathway" "6/160" "189/28564" 0.000707454947721378 0.0449899516771112 0.0379212973310945 "Cd36/Esr1/Hspa1a/Mapkapk2/Scimp/Oas1a" 6
"GO:0000302" "BP" "GO:0000302" "response to reactive oxygen species" "6/160" "191/28564" 0.000747356862752528 0.0449899516771112 0.0379212973310945 "Jun/Anxa1/Cd36/Sirpa/Axl/Trpm2" 6
"GO:0001780" "BP" "GO:0001780" "neutrophil homeostasis" "3/160" "32/28564" 0.000759269279681814 0.0449899516771112 0.0379212973310945 "Fcgr2b/Anxa1/Axl" 3
"GO:0035455" "BP" "GO:0035455" "response to interferon-alpha" "3/160" "32/28564" 0.000759269279681814 0.0449899516771112 0.0379212973310945 "Ifnar1/Axl/Oas1a" 3
"GO:0002718" "BP" "GO:0002718" "regulation of cytokine production involved in immune response" "5/160" "127/28564" 0.000760048616558513 0.0449899516771112 0.0379212973310945 "Fcer1g/Cd36/Axl/Mapkapk2/Scimp" 5
"GO:0099518" "BP" "GO:0099518" "vesicle cytoskeletal trafficking" "4/160" "74/28564" 0.000804298981016447 0.0449899516771112 0.0379212973310945 "Myo1f/Trim46/Myo19/Kif1c" 4
"GO:0061387" "BP" "GO:0061387" "regulation of extent of cell growth" "5/160" "129/28564" 0.000815510021756203 0.0449899516771112 0.0379212973310945 "Bcl11a/Mag/Sema4a/Trim46/Limk1" 5
"GO:0032886" "BP" "GO:0032886" "regulation of microtubule-based process" "7/160" "268/28564" 0.000815995024496123 0.0449899516771112 0.0379212973310945 "Mid1/Rangrf/Tpx2/Hspa1a/Trim46/Ccr6/Bicd1" 7
"GO:1904646" "BP" "GO:1904646" "cellular response to amyloid-beta" "3/160" "33/28564" 0.000831778071269517 0.0449899516771112 0.0379212973310945 "Fcgr2b/Cd36/Ngfr" 3
"GO:0070371" "BP" "GO:0070371" "ERK1 and ERK2 cascade" "8/160" "353/28564" 0.000881515085809412 0.0466436460621763 0.0393151693877013 "Jun/Ccl22/Ffar4/Cd36/Esr1/Sirpa/Scimp/Dstyk" 8
"GO:0002438" "BP" "GO:0002438" "acute inflammatory response to antigenic stimulus" "3/160" "34/28564" 0.000908540107054941 0.0468736264312755 0.0395090160941729 "Fcer1g/Fcgr2b/Serpinb9" 3
"GO:0002758" "BP" "GO:0002758" "innate immune response-activating signaling pathway" "6/160" "200/28564" 0.000948907327987702 0.0468736264312755 0.0395090160941729 "Cd36/Esr1/Hspa1a/Mapkapk2/Scimp/Oas1a" 6
"GO:0140014" "BP" "GO:0140014" "mitotic nuclear division" "7/160" "280/28564" 0.00105243677905417 0.0485695832263923 0.0409385104477095 "Esr1/Tpx2/Ttk/Hspa1a/Cenpk/Kif11/Pdxp" 7
"GO:0031349" "BP" "GO:0031349" "positive regulation of defense response" "9/160" "452/28564" 0.00105759569063221 0.0485695832263923 0.0409385104477095 "Fcer1g/Cd36/Sh2d1b1/Esr1/Hspa1a/Mapkapk2/Osm/Scimp/Oas1a" 9
"GO:0030308" "BP" "GO:0030308" "negative regulation of cell growth" "6/160" "208/28564" 0.00116103788233248 0.0497599883195986 0.0419418835077186 "Bcl11a/Mag/Sema4a/Hspa1a/Trim46/Dcbld2" 6
"GO:0007020" "BP" "GO:0007020" "microtubule nucleation" "3/160" "37/28564" 0.0011652914273694 0.0497599883195986 0.0419418835077186 "Rangrf/Tpx2/Hspa1a" 3
"GO:0031253" "CC" "GO:0031253" "cell projection membrane" "11/159" "325/28585" 2.24739691699056e-06 0.000465211161817046 0.000404531445058301 "Itga5/Pex19/Slc34a1/Cd36/Ngfr/Scimp/Dlc1/Eps8l1/Slc7a5/Pdxp/Antxr1" 11
"GO:0031256" "CC" "GO:0031256" "leading edge membrane" "7/159" "159/28585" 3.17190187509556e-05 0.00328291844072391 0.00285471168758601 "Itga5/Ngfr/Scimp/Dlc1/Eps8l1/Pdxp/Antxr1" 7
"GO:0045171" "CC" "GO:0045171" "intercellular bridge" "5/159" "98/28585" 0.000223822892497278 0.0148574450382911 0.012919517424601 "Tubb2a/Gstm4/Tubb3/Tpx2/Gstm1" 5
"GO:0045121" "CC" "GO:0045121" "membrane raft" "9/159" "390/28585" 0.000352263375068945 0.0148574450382911 0.012919517424601 "Fcer1g/Mall/Fcgr2b/Slc34a1/Cd36/Ngfr/Rangrf/Hspa1a/Dlc1" 9
"GO:0098857" "CC" "GO:0098857" "membrane microdomain" "9/159" "391/28585" 0.000358875484016693 0.0148574450382911 0.012919517424601 "Fcer1g/Mall/Fcgr2b/Slc34a1/Cd36/Ngfr/Rangrf/Hspa1a/Dlc1" 9
"GO:0072686" "CC" "GO:0072686" "mitotic spindle" "6/159" "177/28585" 0.000483220674022756 0.015474096061537 0.0134557357056844 "Tubb2a/Haus8/Slc34a1/Tubb3/Tpx2/Kif11" 6
"GO:0031252" "CC" "GO:0031252" "cell leading edge" "9/159" "412/28585" 0.000523278610776614 0.015474096061537 0.0134557357056844 "Itga5/Ngfr/Tubb3/Scimp/Limk1/Dlc1/Eps8l1/Pdxp/Antxr1" 9
"GO:0005874" "CC" "GO:0005874" "microtubule" "9/159" "441/28585" 0.000847492016874485 0.0194923163881132 0.0169498403374897 "Tubb2a/Haus8/Mid1/Tubb3/Tpx2/Nav1/Kif1c/Kif11/Bicd1" 9
"GO:0001726" "CC" "GO:0001726" "ruffle" "5/159" "154/28585" 0.00173730061988456 0.0359621228316105 0.0312714111579221 "Itga5/Scimp/Dlc1/Eps8l1/Pdxp" 5
"GO:0015629" "CC" "GO:0015629" "actin cytoskeleton" "9/159" "500/28585" 0.00201059867878048 0.0378358115006873 0.0329007056527715 "Anxa1/Axl/Myo1f/Klhl2/Myo19/Dlc1/Dgkh/Pdxp/Afap1" 9
"GO:0140375" "MF" "GO:0140375" "immune receptor activity" "7/157" "132/28171" 9.6066180036488e-06 0.003583268515361 0.00308422999064514 "Fcer1g/Ifnar1/Fcgr2b/Gpr35/Il15ra/Ccr6/Il2rb" 7
"GO:0001227" "MF" "GO:0001227" "DNA-binding transcription repressor activity, RNA polymerase II-specific" "8/157" "315/28171" 0.000404782439104658 0.041030419608712 0.0353161506438751 "Bcl11a/Jun/Bhlhe40/Bach1/Foxk2/Nfatc2/Elk3/Zbtb46" 8
"GO:0001217" "MF" "GO:0001217" "DNA-binding transcription repressor activity" "8/157" "319/28171" 0.000440004499825329 0.041030419608712 0.0353161506438751 "Bcl11a/Jun/Bhlhe40/Bach1/Foxk2/Nfatc2/Elk3/Zbtb46" 8
"GO:0005496" "MF" "GO:0005496" "steroid binding" "5/157" "120/28171" 0.000574127452281838 0.0428299079402251 0.0368650258833601 "Osbpl6/Esr1/Paqr7/Gstm1/Pgrmc2" 5
