"ONTOLOGY" "ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"GO:0002696" "BP" "GO:0002696" "positive regulation of leukocyte activation" "12/204" "408/28564" 4.08638211967816e-05 0.00941032522384182 0.00762105042816651 "Adk/Fcer1g/Anxa1/Sirpa/Axl/Il15ra/Nfatc2/Tnfsf9/Jund/Pik3r6/Slamf1/Wnt10b" 12
"GO:0032635" "BP" "GO:0032635" "interleukin-6 production" "8/204" "179/28564" 4.63909210574609e-05 0.00941032522384182 0.00762105042816651 "Fcer1g/Cd36/Sirpa/Cd300ld/Scimp/Mapkapk2/Tnfsf9/Slamf1" 8
"GO:0050766" "BP" "GO:0050766" "positive regulation of phagocytosis" "6/204" "91/28564" 4.96125281464013e-05 0.00941032522384182 0.00762105042816651 "Fcer1g/Fcgr2b/Cd36/Sirpa/Il15ra/Il2rb" 6
"GO:0010948" "BP" "GO:0010948" "negative regulation of cell cycle process" "10/204" "300/28564" 6.45072004719418e-05 0.00941032522384182 0.00762105042816651 "Slfn1/Esr1/Nek2/Ptprv/Osm/Lcmt1/Ndc80/Cdc6/Spdl1/Ttk" 10
"GO:0032609" "BP" "GO:0032609" "type II interferon production" "7/204" "139/28564" 6.5817938256924e-05 0.00941032522384182 0.00762105042816651 "Ifnar1/Sirpa/Axl/Sh2d1b1/Tnfsf9/Slc7a5/Slamf1" 7
"GO:0019221" "BP" "GO:0019221" "cytokine-mediated signaling pathway" "12/204" "429/28564" 6.60555853620706e-05 0.00941032522384182 0.00762105042816651 "Fcer1g/Ifnar1/Ccl22/Axl/Hspa1a/Il15ra/Gpr35/Il2rb/Osm/Oas1a/Ccrl2/Csf2rb2" 12
"GO:0050867" "BP" "GO:0050867" "positive regulation of cell activation" "12/204" "430/28564" 6.7532367737454e-05 0.00941032522384182 0.00762105042816651 "Adk/Fcer1g/Anxa1/Sirpa/Axl/Il15ra/Nfatc2/Tnfsf9/Jund/Pik3r6/Slamf1/Wnt10b" 12
"GO:0045839" "BP" "GO:0045839" "negative regulation of mitotic nuclear division" "5/204" "60/28564" 7.02263076406106e-05 0.00941032522384182 0.00762105042816651 "Esr1/Lcmt1/Ndc80/Spdl1/Ttk" 5
"GO:1904646" "BP" "GO:1904646" "cellular response to amyloid-beta" "4/204" "33/28564" 8.78770448008585e-05 0.0103035835029007 0.00834446499973065 "Fcgr2b/Cd36/Ngfr/Cacnb1" 4
"GO:0030308" "BP" "GO:0030308" "negative regulation of cell growth" "8/204" "208/28564" 0.000132292326318321 0.0143181002407598 0.0115956634202091 "Bcl11a/Sema4a/Mag/Hspa1a/Trim46/Ulk1/Acvrl1/Dcbld2" 8
"GO:0050771" "BP" "GO:0050771" "negative regulation of axonogenesis" "5/204" "70/28564" 0.000146894435421601 0.0153096644917179 0.0123986921125834 "Bcl11a/Sema4a/Mag/Trim46/Ulk1" 5
"GO:0002697" "BP" "GO:0002697" "regulation of immune effector process" "12/204" "472/28564" 0.000161553491661109 0.0158667504779839 0.0128498540324076 "Fcer1g/Fcgr2b/Anxa1/Cd36/Serpinb9/Axl/Sh2d1b1/Scimp/Mapkapk2/Pik3r6/Raet1d/Slamf1" 12
"GO:1904645" "BP" "GO:1904645" "response to amyloid-beta" "4/204" "39/28564" 0.000170820174239081 0.0158667504779839 0.0128498540324076 "Fcgr2b/Cd36/Ngfr/Cacnb1" 4
"GO:0098813" "BP" "GO:0098813" "nuclear chromosome segregation" "10/204" "338/28564" 0.000171276265619911 0.0158667504779839 0.0128498540324076 "Hspa1a/Nek2/Tpx2/Lcmt1/Cenpk/Ndc80/Cdc6/Spdl1/Kif11/Ttk" 10
"GO:1901990" "BP" "GO:1901990" "regulation of mitotic cell cycle phase transition" "10/204" "342/28564" 0.000188287767080201 0.0158667504779839 0.0128498540324076 "Anxa1/Slfn1/Ptprv/Mblac1/Lcmt1/Ndc80/Cdc6/Wnt10b/Spdl1/Ttk" 10
"GO:0002443" "BP" "GO:0002443" "leukocyte mediated immunity" "12/204" "480/28564" 0.00018855661632565 0.0158667504779839 0.0128498540324076 "Fcer1g/Fcgr2b/Myo1f/Serpinb9/Sh2d1b1/Scimp/Ccr6/Il2rb/Pik3r6/Csf2rb2/Raet1d/Slamf1" 12
"GO:0010977" "BP" "GO:0010977" "negative regulation of neuron projection development" "7/204" "165/28564" 0.000191709138682109 0.0158667504779839 0.0128498540324076 "Bcl11a/Sema4a/Ngfr/Mag/Trim46/Il15ra/Ulk1" 7
"GO:2000106" "BP" "GO:2000106" "regulation of leukocyte apoptotic process" "6/204" "120/28564" 0.000229117878578903 0.0178544298332636 0.0144595969734096 "Fcer1g/Fcgr2b/Anxa1/Hsh2d/Serpinb9/Axl" 6
"GO:0070374" "BP" "GO:0070374" "positive regulation of ERK1 and ERK2 cascade" "8/204" "228/28564" 0.000247294973115736 0.0178544298332636 0.0144595969734096 "Jun/Cd36/Ccl22/Ffar4/Esr1/Scimp/Dstyk/Slamf1" 8
"GO:0051225" "BP" "GO:0051225" "spindle assembly" "6/204" "123/28564" 0.000261875113595282 0.0178544298332636 0.0144595969734096 "Haus8/Hspa1a/Nek2/Tpx2/Ndc80/Kif11" 6
"GO:0030595" "BP" "GO:0030595" "leukocyte chemotaxis" "8/204" "230/28564" 0.000262290864186624 0.0178544298332636 0.0144595969734096 "Fcer1g/Anxa1/Ccl22/Gpr35/Ccr6/Trpm2/Slamf1/Cxcr3" 8
"GO:0034501" "BP" "GO:0034501" "protein localization to kinetochore" "3/204" "18/28564" 0.000270620244263232 0.0178544298332636 0.0144595969734096 "Ndc80/Spdl1/Ttk" 3
"GO:1903083" "BP" "GO:1903083" "protein localization to condensed chromosome" "3/204" "18/28564" 0.000270620244263232 0.0178544298332636 0.0144595969734096 "Ndc80/Spdl1/Ttk" 3
"GO:0007059" "BP" "GO:0007059" "chromosome segregation" "11/204" "429/28564" 0.000281336788115537 0.0178544298332636 0.0144595969734096 "Haus8/Hspa1a/Nek2/Tpx2/Lcmt1/Cenpk/Ndc80/Cdc6/Spdl1/Kif11/Ttk" 11
"GO:2000107" "BP" "GO:2000107" "negative regulation of leukocyte apoptotic process" "5/204" "81/28564" 0.000291863458539491 0.0178544298332636 0.0144595969734096 "Fcer1g/Fcgr2b/Hsh2d/Serpinb9/Axl" 5
"GO:0002718" "BP" "GO:0002718" "regulation of cytokine production involved in immune response" "6/204" "127/28564" 0.000311155561627758 0.0182414948004273 0.0147730655904407 "Fcer1g/Cd36/Axl/Scimp/Mapkapk2/Slamf1" 6
"GO:0035457" "BP" "GO:0035457" "cellular response to interferon-alpha" "3/204" "20/28564" 0.000374112121947717 0.0190295417730659 0.0154112736837196 "Ifnar1/Axl/Oas1a" 3
"GO:0002460" "BP" "GO:0002460" "adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains" "10/204" "373/28564" 0.000374924334215099 0.0190295417730659 0.0154112736837196 "Fcer1g/Fcgr2b/Sema4a/Anxa1/Serpinb9/Ccr6/Il2rb/Csf2rb2/Raet1d/Slamf1" 10
"GO:0071674" "BP" "GO:0071674" "mononuclear cell migration" "7/204" "185/28564" 0.00038429472824974 0.0190295417730659 0.0154112736837196 "Anxa1/Ccl22/Sirpa/Ccr6/Trpm2/Slamf1/Cxcr3" 7
"GO:0007094" "BP" "GO:0007094" "mitotic spindle assembly checkpoint signaling" "4/204" "48/28564" 0.000384343213366234 0.0190295417730659 0.0154112736837196 "Lcmt1/Ndc80/Spdl1/Ttk" 4
"GO:0044772" "BP" "GO:0044772" "mitotic cell cycle phase transition" "11/204" "450/28564" 0.000420743865597275 0.0191805773408172 0.0155335914199189 "Anxa1/Slfn1/Bach1/Ptprv/Mblac1/Lcmt1/Ndc80/Cdc6/Wnt10b/Spdl1/Ttk" 11
"GO:0051447" "BP" "GO:0051447" "negative regulation of meiotic cell cycle" "3/204" "21/28564" 0.000434173311862897 0.0191805773408172 0.0155335914199189 "Osm/Prkaca/Ttk" 3
"GO:0033046" "BP" "GO:0033046" "negative regulation of sister chromatid segregation" "4/204" "50/28564" 0.000449864287311278 0.0191805773408172 0.0155335914199189 "Lcmt1/Ndc80/Spdl1/Ttk" 4
"GO:0045088" "BP" "GO:0045088" "regulation of innate immune response" "10/204" "385/28564" 0.000479956439750658 0.0198617267861522 0.016085227431272 "Cd36/Esr1/Myo1f/Serpinb9/Sh2d1b1/Hspa1a/Scimp/Mapkapk2/Oas1a/Pik3r6" 10
"GO:0051985" "BP" "GO:0051985" "negative regulation of chromosome segregation" "4/204" "53/28564" 0.000562535087289611 0.0208286017846443 0.016868261273989 "Lcmt1/Ndc80/Spdl1/Ttk" 4
"GO:0048675" "BP" "GO:0048675" "axon extension" "6/204" "144/28564" 0.000606937254822096 0.0216906567664945 0.0175664055285454 "Sema4a/Mag/Trim46/Limk1/Ulk1/Raph1" 6
"GO:0034614" "BP" "GO:0034614" "cellular response to reactive oxygen species" "6/204" "146/28564" 0.000652559768657772 0.0223939413293045 0.0181359678965864 "Jun/Anxa1/Cd36/Sirpa/Axl/Trpm2" 6
"GO:0030098" "BP" "GO:0030098" "lymphocyte differentiation" "11/204" "478/28564" 0.000693000207998402 0.0227686200350686 0.0184394053701132 "Bcl11a/Fcer1g/Sema4a/Anxa1/Axl/Il15ra/Ccr6/Tnfsf9/Pik3r6/Slamf1/Wnt10b" 11
"GO:0072698" "BP" "GO:0072698" "protein localization to microtubule cytoskeleton" "4/204" "56/28564" 0.000693919866329169 0.0227686200350686 0.0184394053701132 "Mid1/Bicd1/Abhd17c/Ttk" 4
"GO:0045926" "BP" "GO:0045926" "negative regulation of growth" "8/204" "267/28564" 0.000703933881681227 0.0227686200350686 0.0184394053701132 "Bcl11a/Sema4a/Mag/Hspa1a/Trim46/Ulk1/Acvrl1/Dcbld2" 8
"GO:0032886" "BP" "GO:0032886" "regulation of microtubule-based process" "8/204" "268/28564" 0.000721232546061474 0.0229522999824501 0.0185881604990104 "Rangrf/Mid1/Hspa1a/Trim46/Ccr6/Tpx2/Bicd1/Ccdc40" 8
"GO:0002367" "BP" "GO:0002367" "cytokine production involved in immune response" "6/204" "149/28564" 0.000725925621335487 0.0229522999824501 0.0185881604990104 "Fcer1g/Cd36/Axl/Scimp/Mapkapk2/Slamf1" 6
"GO:0071887" "BP" "GO:0071887" "leukocyte apoptotic process" "6/204" "152/28564" 0.000805514446912279 0.0243733081033457 0.0197389788066223 "Fcer1g/Fcgr2b/Anxa1/Hsh2d/Serpinb9/Axl" 6
"GO:0042759" "BP" "GO:0042759" "long-chain fatty acid biosynthetic process" "3/204" "26/28564" 0.000826740396088767 0.0244889207851978 0.019832608947725 "Gstm4/Gstm1/Elovl6" 3
"GO:0031345" "BP" "GO:0031345" "negative regulation of cell projection organization" "7/204" "219/28564" 0.00104074123063172 0.0279232083710442 0.0226139027132423 "Bcl11a/Sema4a/Ngfr/Mag/Trim46/Il15ra/Ulk1" 7
"GO:0070371" "BP" "GO:0070371" "ERK1 and ERK2 cascade" "9/204" "353/28564" 0.00104191076011359 0.0279232083710442 0.0226139027132423 "Jun/Cd36/Ccl22/Ffar4/Sirpa/Esr1/Scimp/Dstyk/Slamf1" 9
"GO:0070663" "BP" "GO:0070663" "regulation of leukocyte proliferation" "8/204" "287/28564" 0.00112048454584724 0.0294676963739639 0.0238647224964021 "Adk/Fcgr2b/Anxa1/Slfn1/Nfatc2/Tnfsf9/Csf2rb2/Slamf1" 8
"GO:0060560" "BP" "GO:0060560" "developmental growth involved in morphogenesis" "8/204" "290/28564" 0.0011971234607729 0.0306245947146813 0.0248016487327592 "Bcl11a/Sema4a/Esr1/Mag/Trim46/Limk1/Ulk1/Raph1" 8
"GO:0006911" "BP" "GO:0006911" "phagocytosis, engulfment" "4/204" "65/28564" 0.00121680288946948 0.0308475975762804 0.024982249935528 "Fcer1g/Fcgr2b/Cd36/Sirpa" 4
"GO:1990845" "BP" "GO:1990845" "adaptive thermogenesis" "6/204" "168/28564" 0.0013499178462347 0.0336165382239331 0.0272247055155857 "Ckb/Cd36/Ffar4/Alpl/Wnt10b/Elovl6" 6
"GO:0002224" "BP" "GO:0002224" "toll-like receptor signaling pathway" "4/204" "68/28564" 0.00143950810831485 0.0352241375373737 0.0285266366544773 "Cd36/Esr1/Scimp/Mapkapk2" 4
"GO:0001780" "BP" "GO:0001780" "neutrophil homeostasis" "3/204" "32/28564" 0.00152828462438405 0.0364457028221755 0.0295159340926981 "Fcgr2b/Anxa1/Axl" 3
"GO:0035455" "BP" "GO:0035455" "response to interferon-alpha" "3/204" "32/28564" 0.00152828462438405 0.0364457028221755 0.0295159340926981 "Ifnar1/Axl/Oas1a" 3
"GO:0071346" "BP" "GO:0071346" "cellular response to type II interferon" "5/204" "118/28564" 0.0016115498222931 0.0381084134448132 0.0308624977024728 "Ccl22/Sirpa/Mrc1/Gbp8/Rab20" 5
"GO:0098900" "BP" "GO:0098900" "regulation of action potential" "4/204" "71/28564" 0.0016891605228852 0.038961456650811 0.0315533436759832 "Cd36/Rangrf/Gpr35/Jup" 4
"GO:0002438" "BP" "GO:0002438" "acute inflammatory response to antigenic stimulus" "3/204" "34/28564" 0.00182457886124947 0.0407489279012381 0.0330009459866758 "Fcer1g/Fcgr2b/Serpinb9" 3
"GO:0051403" "BP" "GO:0051403" "stress-activated MAPK cascade" "7/204" "243/28564" 0.00188662461815346 0.0408381667344912 0.0330732169903016 "Fcgr2b/Sirpa/Mid1/Scimp/Mapkapk2/Foxo1/Slamf1" 7
"GO:0099024" "BP" "GO:0099024" "plasma membrane invagination" "4/204" "74/28564" 0.00196738963367951 0.0419411699179859 0.0339664956691877 "Fcer1g/Fcgr2b/Cd36/Sirpa" 4
"GO:0099518" "BP" "GO:0099518" "vesicle cytoskeletal trafficking" "4/204" "74/28564" 0.00196738963367951 0.0419411699179859 0.0339664956691877 "Myo1f/Trim46/Myo19/Kif1c" 4
"GO:0033044" "BP" "GO:0033044" "regulation of chromosome organization" "7/204" "246/28564" 0.00202169407502572 0.0427747904294916 0.0346416119701677 "Pkib/Nek2/Lcmt1/Ndc80/Cdc6/Spdl1/Ttk" 7
"GO:0010721" "BP" "GO:0010721" "negative regulation of cell development" "8/204" "318/28564" 0.00213315683505426 0.0435877403920283 0.0352999880106016 "Bcl11a/Sema4a/Anxa1/Pira6/Mag/Trim46/Zbtb46/Ulk1" 8
"GO:0042060" "BP" "GO:0042060" "wound healing" "9/204" "392/28564" 0.00213394579150781 0.0435877403920283 0.0352999880106016 "Fcer1g/Pear1/Anxa1/Cd36/Axl/Elk3/Acvrl1/F5/Dcbld2" 9
"GO:0048145" "BP" "GO:0048145" "regulation of fibroblast proliferation" "5/204" "126/28564" 0.0021488390737629 0.0435877403920283 0.0352999880106016 "Jun/Ngfr/Esr1/Ptprv/Cdc6" 5
"GO:0046686" "BP" "GO:0046686" "response to cadmium ion" "3/204" "36/28564" 0.00215437293456757 0.0435877403920283 0.0352999880106016 "Jun/Slc34a1/Sord" 3
"GO:0035907" "BP" "GO:0035907" "dorsal aorta development" "2/204" "10/28564" 0.00219952350236959 0.0435877403920283 0.0352999880106016 "Ngfr/Acvrl1" 2
"GO:0044771" "BP" "GO:0044771" "meiotic cell cycle phase transition" "2/204" "10/28564" 0.00219952350236959 0.0435877403920283 0.0352999880106016 "Ndc80/Ttk" 2
"GO:0050870" "BP" "GO:0050870" "positive regulation of T cell activation" "7/204" "252/28564" 0.00231421134653333 0.0446454737755913 0.0361566044679442 "Adk/Anxa1/Sirpa/Tnfsf9/Pik3r6/Slamf1/Wnt10b" 7
"GO:0007020" "BP" "GO:0007020" "microtubule nucleation" "3/204" "37/28564" 0.0023322262420085 0.0446454737755913 0.0361566044679442 "Rangrf/Hspa1a/Tpx2" 3
"GO:0048640" "BP" "GO:0048640" "negative regulation of developmental growth" "5/204" "129/28564" 0.00238052705834578 0.0452621833931421 0.0366560532099475 "Bcl11a/Sema4a/Mag/Trim46/Ulk1" 5
"GO:0002764" "BP" "GO:0002764" "immune response-regulating signaling pathway" "9/204" "402/28564" 0.00252552014510785 0.0453960375580114 0.0367644564070979 "Fcer1g/Cd36/Esr1/Sh2d1b1/Hspa1a/Scimp/Mapkapk2/Nfatc2/Oas1a" 9
"GO:0000302" "BP" "GO:0000302" "response to reactive oxygen species" "6/204" "191/28564" 0.00257632328902123 0.0454262003454504 0.0367888840563723 "Jun/Anxa1/Cd36/Sirpa/Axl/Trpm2" 6
"GO:0001659" "BP" "GO:0001659" "temperature homeostasis" "6/204" "192/28564" 0.00264394595022147 0.0454262003454504 0.0367888840563723 "Cd36/Ffar4/Trpm2/Alpl/Wnt10b/Elovl6" 6
"GO:0010968" "BP" "GO:0010968" "regulation of microtubule nucleation" "2/204" "11/28564" 0.00267568904697695 0.0454262003454504 0.0367888840563723 "Rangrf/Hspa1a" 2
"GO:0045898" "BP" "GO:0045898" "regulation of RNA polymerase II transcription preinitiation complex assembly" "2/204" "11/28564" 0.00267568904697695 0.0454262003454504 0.0367888840563723 "Esr1/Wnt10b" 2
"GO:0060068" "BP" "GO:0060068" "vagina development" "2/204" "11/28564" 0.00267568904697695 0.0454262003454504 0.0367888840563723 "Esr1/Axl" 2
"GO:1904383" "BP" "GO:1904383" "response to sodium phosphate" "2/204" "11/28564" 0.00267568904697695 0.0454262003454504 0.0367888840563723 "Slc34a1/Alpl" 2
"GO:2000510" "BP" "GO:2000510" "positive regulation of dendritic cell chemotaxis" "2/204" "11/28564" 0.00267568904697695 0.0454262003454504 0.0367888840563723 "Ccr6/Slamf1" 2
"GO:0002831" "BP" "GO:0002831" "regulation of response to biotic stimulus" "10/204" "485/28564" 0.00268734651815697 0.0454262003454504 0.0367888840563723 "Cd36/Esr1/Myo1f/Serpinb9/Sh2d1b1/Hspa1a/Scimp/Mapkapk2/Oas1a/Pik3r6" 10
"GO:0033032" "BP" "GO:0033032" "regulation of myeloid cell apoptotic process" "3/204" "39/28564" 0.00271459264607308 0.0454262003454504 0.0367888840563723 "Fcer1g/Fcgr2b/Anxa1" 3
"GO:0046822" "BP" "GO:0046822" "regulation of nucleocytoplasmic transport" "5/204" "133/28564" 0.00271703305496173 0.0454262003454504 0.0367888840563723 "Cd36/Ptpn14/Prkaca/Jup/Efcab7" 5
"GO:0050670" "BP" "GO:0050670" "regulation of lymphocyte proliferation" "7/204" "260/28564" 0.00275381525877282 0.0455837419893337 0.0369164708064592 "Adk/Fcgr2b/Anxa1/Slfn1/Nfatc2/Tnfsf9/Slamf1" 7
"GO:0002274" "BP" "GO:0002274" "myeloid leukocyte activation" "7/204" "264/28564" 0.00299633393643016 0.048181049697797 0.0390199276533612 "Jun/Fcer1g/Anxa1/Myo1f/Tnfsf9/Jund/Slamf1" 7
"GO:0002237" "BP" "GO:0002237" "response to molecule of bacterial origin" "9/204" "414/28564" 0.00306850270734769 0.0490611739686159 0.0397327055108119 "Ifnar1/Fcgr2b/Cd36/Sirpa/Axl/Cmpk2/Mrc1/Scimp/Mapkapk2" 9
"GO:0001781" "BP" "GO:0001781" "neutrophil apoptotic process" "2/204" "12/28564" 0.0031957656165381 0.0496452278411112 0.0402057076557086 "Fcgr2b/Anxa1" 2
"GO:0002758" "BP" "GO:0002758" "innate immune response-activating signaling pathway" "6/204" "200/28564" 0.00323393698786882 0.0497284081085403 0.0402730720663561 "Cd36/Esr1/Hspa1a/Scimp/Mapkapk2/Oas1a" 6
"GO:0031253" "CC" "GO:0031253" "cell projection membrane" "11/202" "325/28585" 2.1926388220939e-05 0.00559122899633945 0.00496228786052831 "Pex19/Cd36/Itga5/Slc34a1/Ngfr/Scimp/Slc7a5/Eps8l1/Efcab7/Pdxp/Antxr1" 11
"GO:0045171" "CC" "GO:0045171" "intercellular bridge" "6/202" "98/28585" 7.09105740833937e-05 0.0090410981956327 0.00802409127785771 "Tubb2a/Gstm4/Tubb3/Gstm1/Tpx2/Cdc6" 6
"GO:0072686" "CC" "GO:0072686" "mitotic spindle" "7/202" "177/28585" 0.000276003894497646 0.0234603310322999 0.0208213464270154 "Tubb2a/Slc34a1/Haus8/Tubb3/Tpx2/Cdc6/Kif11" 7
"GO:0031256" "CC" "GO:0031256" "leading edge membrane" "6/202" "159/28585" 0.000963401040181728 0.0452743360873643 0.0401815573117991 "Itga5/Ngfr/Scimp/Eps8l1/Pdxp/Antxr1" 6
"GO:0005942" "CC" "GO:0005942" "phosphatidylinositol 3-kinase complex" "3/202" "30/28585" 0.00122632034607299 0.0452743360873643 0.0401815573117991 "Pik3c2b/Cish/Pik3r6" 3
"GO:0005874" "CC" "GO:0005874" "microtubule" "10/202" "441/28585" 0.00124282491220216 0.0452743360873643 0.0401815573117991 "Tubb2a/Haus8/Tubb3/Mid1/Nek2/Tpx2/Bicd1/Kif1c/Kif11/Nav1" 10
"GO:0140375" "MF" "GO:0140375" "immune receptor activity" "10/202" "132/28171" 4.19882668679684e-08 1.74251307502069e-05 1.52041724237696e-05 "Fcer1g/Ifnar1/Fcgr2b/Il15ra/Gpr35/Ccr6/Il2rb/Ccrl2/Csf2rb2/Cxcr3" 10
"GO:0001637" "MF" "GO:0001637" "G protein-coupled chemoattractant receptor activity" "4/202" "25/28171" 2.88455469032624e-05 0.00299272549121348 0.00261128108808481 "Gpr35/Ccr6/Ccrl2/Cxcr3" 4
"GO:0004950" "MF" "GO:0004950" "chemokine receptor activity" "4/202" "25/28171" 2.88455469032624e-05 0.00299272549121348 0.00261128108808481 "Gpr35/Ccr6/Ccrl2/Cxcr3" 4
"GO:0004674" "MF" "GO:0004674" "protein serine/threonine kinase activity" "11/202" "442/28171" 0.000373762488232844 0.0271510870023028 0.0236904855517873 "Rps6kl1/Mapkapk2/Camkk1/Nek2/Limk1/Alpk3/Prkaca/Ulk1/Dstyk/Acvrl1/Ttk" 11
"GO:0019955" "MF" "GO:0019955" "cytokine binding" "6/202" "135/28171" 0.000440272581774487 0.0271510870023028 0.0236904855517873 "Ifnar1/Cd36/Ccr6/Il2rb/Acvrl1/Cxcr3" 6
"GO:0001227" "MF" "GO:0001227" "DNA-binding transcription repressor activity, RNA polymerase II-specific" "9/202" "315/28171" 0.000478060364006986 0.0271510870023028 0.0236904855517873 "Bcl11a/Jun/Bhlhe40/Bach1/Foxk2/Elk3/Foxo1/Nfatc2/Zbtb46" 9
"GO:0001217" "MF" "GO:0001217" "DNA-binding transcription repressor activity" "9/202" "319/28171" 0.000523394448237162 0.0271510870023028 0.0236904855517873 "Bcl11a/Jun/Bhlhe40/Bach1/Foxk2/Elk3/Foxo1/Nfatc2/Zbtb46" 9
