"ONTOLOGY" "ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"GO:0002367" "BP" "GO:0002367" "cytokine production involved in immune response" "10/370" "149/28564" 2.61166800236161e-05 0.00382139262105551 0.00301743873620221 "Gprc5b/Nod1/Ccr2/Hmox1/Fcer1g/Cd36/Axl/Scimp/Mapkapk2/Slamf1" 10
"GO:0031098" "BP" "GO:0031098" "stress-activated protein kinase signaling cascade" "13/370" "255/28564" 3.18508461442955e-05 0.00431519982206789 0.00340735757582639 "Nod1/Ccr2/Rell1/Errfi1/Mapkbp1/Ptk2/Fcgr2b/Sirpa/Mid1/Scimp/Mapkapk2/Foxo1/Slamf1" 13
"GO:0051225" "BP" "GO:0051225" "spindle assembly" "9/370" "123/28564" 3.35036046131563e-05 0.00433755854907339 0.00342501241940013 "Arhgef10/Ccnb2/Aurka/Haus8/Hspa1a/Nek2/Tpx2/Ndc80/Kif11" 9
"GO:0050771" "BP" "GO:0050771" "negative regulation of axonogenesis" "7/370" "70/28564" 3.43874242545457e-05 0.00433755854907339 0.00342501241940013 "Trak2/Ptk2/Bcl11a/Sema4a/Mag/Trim46/Ulk1" 7
"GO:0050727" "BP" "GO:0050727" "regulation of inflammatory response" "16/370" "377/28564" 3.82298492340626e-05 0.00466149294994003 0.00368079671221992 "Gprc5b/Cnr2/Pde2a/Ccr2/Calcrl/Cd200r1/Nt5e/Cdk19/Bst1/Fcer1g/Fcgr2b/Anxa1/Ffar4/Sirpa/Esr1/Osm" 16
"GO:0045088" "BP" "GO:0045088" "regulation of innate immune response" "16/370" "385/28564" 4.90657440505015e-05 0.00560882786677295 0.00442882900245316 "Nod1/Ifi204/Lrrfip2/Lag3/Clec7a/Slc15a2/Cd36/Esr1/Myo1f/Serpinb9/Sh2d1b1/Hspa1a/Scimp/Mapkapk2/Oas1a/Pik3r6" 16
"GO:0007059" "BP" "GO:0007059" "chromosome segregation" "17/370" "429/28564" 5.18230568095878e-05 0.00573592625897967 0.00452918812541803 "Arhgef10/Cdca5/Ccnb2/Aurka/Ncaph/Rec8/Haus8/Hspa1a/Nek2/Tpx2/Lcmt1/Cenpk/Ndc80/Cdc6/Spdl1/Kif11/Ttk" 17
"GO:0010977" "BP" "GO:0010977" "negative regulation of neuron projection development" "10/370" "165/28564" 6.22262273652268e-05 0.00632287610283332 0.00499265403187667 "Trak2/Cyth2/Ptk2/Bcl11a/Sema4a/Ngfr/Mag/Trim46/Il15ra/Ulk1" 10
"GO:0050777" "BP" "GO:0050777" "negative regulation of immune response" "11/370" "207/28564" 8.87040265697769e-05 0.00831998279980113 0.00656960455890602 "Ctla4/Ccr2/Hmox1/Ifi204/Wdr41/Fcgr2b/Anxa1/Serpinb9/Sh2d1b1/Oas1a/Slamf1" 11
"GO:1902107" "BP" "GO:1902107" "positive regulation of leukocyte differentiation" "11/370" "211/28564" 0.000105138196671657 0.00885884674805073 0.00699510099756877 "Ccr2/Ccl9/Jun/Anxa1/Tmem64/Axl/Il15ra/Tnfsf9/Pik3r6/Zbtb46/Wnt10b" 11
"GO:1903708" "BP" "GO:1903708" "positive regulation of hemopoiesis" "11/370" "211/28564" 0.000105138196671657 0.00885884674805073 0.00699510099756877 "Ccr2/Ccl9/Jun/Anxa1/Tmem64/Axl/Il15ra/Tnfsf9/Pik3r6/Zbtb46/Wnt10b" 11
"GO:0070663" "BP" "GO:0070663" "regulation of leukocyte proliferation" "13/370" "287/28564" 0.000105994290041702 0.00885884674805073 0.00699510099756877 "Ctla4/Cd209a/Ccr2/Ptk2/Bst1/Adk/Fcgr2b/Anxa1/Slfn1/Nfatc2/Tnfsf9/Csf2rb2/Slamf1" 13
"GO:0070665" "BP" "GO:0070665" "positive regulation of leukocyte proliferation" "10/370" "176/28564" 0.000106558025400282 0.00885884674805073 0.00699510099756877 "Cd209a/Ccr2/Ptk2/Bst1/Adk/Anxa1/Nfatc2/Tnfsf9/Csf2rb2/Slamf1" 10
"GO:0098885" "BP" "GO:0098885" "modification of postsynaptic actin cytoskeleton" "4/370" "20/28564" 0.00011388437698734 0.00925753446710424 0.00730991182346811 "Itsn1/Sptb/Ptk2/Pfn2" 4
"GO:0010506" "BP" "GO:0010506" "regulation of autophagy" "13/370" "292/28564" 0.000125839009810959 0.0095899812060102 0.00757241760792265 "Nod1/Mtmr9/Hmox1/Wdr41/Ptk2/Bmf/Foxo3/Mapt/Foxk2/Foxo1/Slc7a5/Trim13/Ulk1" 13
"GO:0001558" "BP" "GO:0001558" "regulation of cell growth" "17/370" "464/28564" 0.000133928604834121 0.00979821672966427 0.00773684403504899 "Serpine2/Extl3/Trim40/Ptk2/Shtn1/Mapt/Bcl11a/Sema4a/Mag/Hspa1a/Trim46/Slc44a4/Limk1/Ulk1/Dnph1/Acvrl1/Dcbld2" 17
"GO:0001818" "BP" "GO:0001818" "negative regulation of cytokine production" "13/370" "296/28564" 0.000143946464604895 0.0100703014956637 0.00795168694544073 "Cd200r1/Hmox1/Errfi1/Mapkbp1/Lag3/Fcgr2b/Anxa1/Ffar4/Sirpa/Axl/Sh2d1b1/Oas1a/Slamf1" 13
"GO:0031345" "BP" "GO:0031345" "negative regulation of cell projection organization" "11/370" "219/28564" 0.000145906500620605 0.0100703014956637 0.00795168694544073 "Trak2/Cyth2/Ptk2/Pfn2/Bcl11a/Sema4a/Ngfr/Mag/Trim46/Il15ra/Ulk1" 11
"GO:0002697" "BP" "GO:0002697" "regulation of immune effector process" "17/370" "472/28564" 0.000163978791935876 0.0111080448315081 0.0087711073113459 "Gprc5b/Nod1/Ccr2/Hmox1/Lag3/Fcer1g/Fcgr2b/Anxa1/Cd36/Serpinb9/Axl/Sh2d1b1/Scimp/Mapkapk2/Pik3r6/Raet1d/Slamf1" 17
"GO:2000106" "BP" "GO:2000106" "regulation of leukocyte apoptotic process" "8/370" "120/28564" 0.000175125525452144 0.0114394495018561 0.00903279026016323 "Fcmr/Cd3g/Fcer1g/Fcgr2b/Anxa1/Hsh2d/Serpinb9/Axl" 8
"GO:0050866" "BP" "GO:0050866" "negative regulation of cell activation" "11/370" "227/28564" 0.000199402570644041 0.0116166578988216 0.00917271712306597 "Ctla4/Cnr2/Ccr2/Serpine2/Hmox1/Lag3/Fcgr2b/Anxa1/Slfn1/Axl/Zbtb46" 11
"GO:0002443" "BP" "GO:0002443" "leukocyte mediated immunity" "17/370" "480/28564" 0.000199764170857431 0.0116166578988216 0.00917271712306597 "Il21r/Ccr2/Hmox1/Lag3/Cd300lb/Fcer1g/Fcgr2b/Myo1f/Serpinb9/Sh2d1b1/Scimp/Ccr6/Il2rb/Pik3r6/Csf2rb2/Raet1d/Slamf1" 17
"GO:0042060" "BP" "GO:0042060" "wound healing" "15/370" "392/28564" 0.00020691791817029 0.0116166578988216 0.00917271712306597 "Ccr2/Serpine2/Hmox1/Clec10a/Ptk2/Clec7a/Fcer1g/Pear1/Anxa1/Cd36/Axl/Elk3/Acvrl1/F5/Dcbld2" 15
"GO:0070374" "BP" "GO:0070374" "positive regulation of ERK1 and ERK2 cascade" "11/370" "228/28564" 0.000207130381494561 0.0116166578988216 0.00917271712306597 "Nod1/Ccl9/Ccl6/Jun/Cd36/Ccl22/Ffar4/Esr1/Scimp/Dstyk/Slamf1" 11
"GO:0031348" "BP" "GO:0031348" "negative regulation of defense response" "12/370" "268/28564" 0.000215633534052722 0.0116166578988216 0.00917271712306597 "Cnr2/Calcrl/Cd200r1/Nt5e/Ifi204/Mapkbp1/Fcgr2b/Ffar4/Sirpa/Serpinb9/Sh2d1b1/Oas1a" 12
"GO:0002831" "BP" "GO:0002831" "regulation of response to biotic stimulus" "17/370" "485/28564" 0.000225435650203971 0.0116166578988216 0.00917271712306597 "Nod1/Ifi204/Lrrfip2/Mapkbp1/Lag3/Clec7a/Slc15a2/Cd36/Esr1/Myo1f/Serpinb9/Sh2d1b1/Hspa1a/Scimp/Mapkapk2/Oas1a/Pik3r6" 17
"GO:0007143" "BP" "GO:0007143" "female meiotic nuclear division" "5/370" "43/28564" 0.000228011299274182 0.0116166578988216 0.00917271712306597 "Ccnb2/Aurka/Ncaph/Ndc80/Ttk" 5
"GO:0044771" "BP" "GO:0044771" "meiotic cell cycle phase transition" "3/370" "10/28564" 0.000241802639429507 0.0116383428293834 0.00918983992513251 "Ccnb2/Ndc80/Ttk" 3
"GO:0140928" "BP" "GO:0140928" "inhibition of non-skeletal tissue mineralization" "3/370" "10/28564" 0.000241802639429507 0.0116383428293834 0.00918983992513251 "Nt5e/Ank/Alpl" 3
"GO:0006898" "BP" "GO:0006898" "receptor-mediated endocytosis" "12/370" "273/28564" 0.000255353711492649 0.0121309594368845 0.00957881865120749 "Pacsin1/Sorl1/Calcrl/Itsn1/Ifitm3/Ahi1/Fcer1g/Fcgr2b/Cd36/Mrc1/Bicd1/Ulk1" 12
"GO:0002764" "BP" "GO:0002764" "immune response-regulating signaling pathway" "15/370" "402/28564" 0.000270705244671182 0.0124280763730058 0.00981342740281661 "Kcnn4/Ctla4/Nod1/Lrrfip2/Clec7a/Slc15a2/Fcer1g/Cd36/Esr1/Sh2d1b1/Hspa1a/Scimp/Mapkapk2/Nfatc2/Oas1a" 15
"GO:0010721" "BP" "GO:0010721" "negative regulation of cell development" "13/370" "318/28564" 0.000289037803484041 0.0124388268840544 0.00982191619517285 "Ctla4/Sorl1/Trak2/Lag3/Ptk2/Bcl11a/Sema4a/Anxa1/Pira6/Mag/Trim46/Zbtb46/Ulk1" 13
"GO:1901214" "BP" "GO:1901214" "regulation of neuron death" "15/370" "405/28564" 0.000292877997771361 0.0124425821103531 0.00982488138781871 "Ddit4/Sorl1/Itsn1/Cd200r1/Nsmf/Hmox1/Thap11/Mapt/Jun/Fcgr2b/Ngfr/Esr1/Mag/Axl/Trpm2" 15
"GO:0051784" "BP" "GO:0051784" "negative regulation of nuclear division" "6/370" "70/28564" 0.000295928005358315 0.0124425821103531 0.00982488138781871 "Esr1/Osm/Lcmt1/Ndc80/Spdl1/Ttk" 6
"GO:0002246" "BP" "GO:0002246" "wound healing involved in inflammatory response" "3/370" "11/28564" 0.00032928846810938 0.0130927958298273 0.010338301561695 "Ccr2/Hmox1/Clec10a" 3
"GO:1904383" "BP" "GO:1904383" "response to sodium phosphate" "3/370" "11/28564" 0.00032928846810938 0.0130927958298273 0.010338301561695 "Ank/Slc34a1/Alpl" 3
"GO:0001764" "BP" "GO:0001764" "neuron migration" "10/370" "204/28564" 0.00035190334730542 0.0135501309941392 0.0106994214405105 "Ddit4/Pcnt/Nsmf/Ptk2/Shtn1/Mapt/Axl/Trim46/Ulk1/Nav1" 10
"GO:1990138" "BP" "GO:1990138" "neuron projection extension" "10/370" "209/28564" 0.000425921520850337 0.0151490400684844 0.0119619481303908 "Aurka/Shtn1/Mapt/Bcl11a/Sema4a/Mag/Trim46/Limk1/Ulk1/Raph1" 10
"GO:0007159" "BP" "GO:0007159" "leukocyte cell-cell adhesion" "15/370" "420/28564" 0.000428771389125441 0.0151490400684844 0.0119619481303908 "Lgals8/Ctla4/Cd209a/Ccr2/Nt5e/Lag3/Adk/Anxa1/Itga5/Slfn1/Sirpa/Tnfsf9/Pik3r6/Slamf1/Wnt10b" 15
"GO:0042594" "BP" "GO:0042594" "response to starvation" "10/370" "210/28564" 0.000442177401558378 0.0152592918386844 0.0120490048647089 "Mios/Ifi204/Bmf/Foxo3/Jun/Pik3c2b/Slc34a1/Foxk2/Foxo1/Ulk1" 10
"GO:0007292" "BP" "GO:0007292" "female gamete generation" "9/370" "174/28564" 0.000467525800968223 0.0157850349256675 0.0124641408408482 "Ccnb2/Aurka/Afp/Foxo3/Ncaph/Rec8/Paqr7/Ndc80/Ttk" 9
"GO:0009895" "BP" "GO:0009895" "negative regulation of catabolic process" "13/370" "336/28564" 0.000487156335993991 0.0160542151087029 0.0126766902415127 "Ddit4/Serpine2/Sorl1/Dffb/Mtmr9/Trim40/Hmox1/Ptk2/Bmf/Foxk2/Mapkapk2/Slc7a5/Prkaca" 13
"GO:0002262" "BP" "GO:0002262" "myeloid cell homeostasis" "10/370" "214/28564" 0.000512448950215451 0.016588834158302 0.0130988348336395 "Hba-a1/Ccr2/Hbb-b1/Hmox1/Foxo3/Fcer1g/Fcgr2b/Anxa1/Axl/Hspa1a" 10
"GO:0030098" "BP" "GO:0030098" "lymphocyte differentiation" "16/370" "478/28564" 0.000564299514364794 0.0174932849453086 0.0138130050617038 "Lgals8/Ctla4/Ccr2/Lag3/Cd3g/Bcl11a/Fcer1g/Sema4a/Anxa1/Axl/Il15ra/Ccr6/Tnfsf9/Pik3r6/Slamf1/Wnt10b" 16
"GO:0031577" "BP" "GO:0031577" "spindle checkpoint signaling" "5/370" "53/28564" 0.000611539959276408 0.018040428798654 0.0142450394588664 "Aurka/Lcmt1/Ndc80/Spdl1/Ttk" 5
"GO:0050670" "BP" "GO:0050670" "regulation of lymphocyte proliferation" "11/370" "260/28564" 0.000628629889641492 0.0182983662922625 0.014448711434482 "Ctla4/Cd209a/Ccr2/Bst1/Adk/Fcgr2b/Anxa1/Slfn1/Nfatc2/Tnfsf9/Slamf1" 11
"GO:0090257" "BP" "GO:0090257" "regulation of muscle system process" "11/370" "261/28564" 0.000648856107582406 0.0182983662922625 0.014448711434482 "Ehd3/Calcrl/Errfi1/Ptk2/Foxo3/Tifab/Adk/Rangrf/Foxo1/Cacnb1/Jup" 11
"GO:1990868" "BP" "GO:1990868" "response to chemokine" "6/370" "81/28564" 0.000650297325859521 0.0182983662922625 0.014448711434482 "Ccr2/Ccl9/Ccl6/Ccl22/Gpr35/Ccrl2" 6
"GO:0042391" "BP" "GO:0042391" "regulation of membrane potential" "16/370" "488/28564" 0.000703504349928452 0.019458749611542 0.0153649704854741 "Kcnn4/Ehd3/Cnr2/Rnf122/Kctd7/Pid1/Shtn1/Mapt/Jun/Cd36/Slc34a1/Ngfr/Hsh2d/Rangrf/Gpr35/Jup" 16
"GO:0002274" "BP" "GO:0002274" "myeloid leukocyte activation" "11/370" "264/28564" 0.000712813681778738 0.019458749611542 0.0153649704854741 "Cnr2/Ccr2/Hmox1/Cd300lb/Jun/Fcer1g/Anxa1/Myo1f/Tnfsf9/Jund/Slamf1" 11
"GO:0045926" "BP" "GO:0045926" "negative regulation of growth" "11/370" "267/28564" 0.000781927802289936 0.0208780430713619 0.0164856695311839 "Serpine2/Trim40/Ptk2/Bcl11a/Sema4a/Mag/Hspa1a/Trim46/Ulk1/Acvrl1/Dcbld2" 11
"GO:0072698" "BP" "GO:0072698" "protein localization to microtubule cytoskeleton" "5/370" "56/28564" 0.000788651481436984 0.0209049791238876 0.0165069387113889 "Aurka/Mid1/Bicd1/Abhd17c/Ttk" 5
"GO:0051090" "BP" "GO:0051090" "regulation of DNA-binding transcription factor activity" "15/370" "447/28564" 0.000811089933814714 0.021192621270673 0.0167340660029141 "Nod1/Rhebl1/Trim40/Hmox1/Thap11/Lrrfip2/Fcgr2b/Cd36/Esr1/Bhlhe40/Hspa1a/Trim13/Jund/Jup/Wnt10b" 15
"GO:1904646" "BP" "GO:1904646" "cellular response to amyloid-beta" "4/370" "33/28564" 0.000842282488490912 0.0218515556234025 0.0172543721419863 "Fcgr2b/Cd36/Ngfr/Cacnb1" 4
"GO:0071887" "BP" "GO:0071887" "leukocyte apoptotic process" "8/370" "152/28564" 0.000854985672525391 0.0218708922384467 0.0172696406728721 "Fcmr/Cd3g/Fcer1g/Fcgr2b/Anxa1/Hsh2d/Serpinb9/Axl" 8
"GO:0000302" "BP" "GO:0000302" "response to reactive oxygen species" "9/370" "191/28564" 0.000910926719375467 0.02298048234121 0.0181457925079222 "Nudt15/Hmox1/Foxo3/Jun/Anxa1/Cd36/Sirpa/Axl/Trpm2" 9
"GO:0051656" "BP" "GO:0051656" "establishment of organelle localization" "15/370" "454/28564" 0.000947856432238744 0.0232701934840894 0.018374553515105 "Trak2/Cdca5/Hmox1/Ahi1/Trappc10/Ptk2/Mapt/Fcer1g/Myo1f/Trim46/Myo19/Bicd1/Ndc80/Spdl1/Kif1c" 15
"GO:0044782" "BP" "GO:0044782" "cilium organization" "14/370" "408/28564" 0.000970343259683789 0.0236634376261553 0.0186850659969987 "Ehd3/Pcnt/Tapt1/Ahi1/Aurka/Dnah8/Ift80/Spag1/Unc119b/Rpgrip1/Arl6/Dusp23/Ift43/Ccdc40" 14
"GO:0035458" "BP" "GO:0035458" "cellular response to interferon-beta" "5/370" "59/28564" 0.00100145702348986 0.0241008538942493 0.0190304575654859 "Ifi204/Ifit1/Ifit3/Tgtp2/Oas1a" 5
"GO:0050792" "BP" "GO:0050792" "regulation of viral process" "9/370" "194/28564" 0.00101645258247456 0.0241530779455087 0.0190716945936738 "Cd209a/Ifitm2/Ifitm3/Ifi204/Ifitm6/Axl/Ppih/Oas1a/Trim13" 9
"GO:0034599" "BP" "GO:0034599" "cellular response to oxidative stress" "11/370" "276/28564" 0.00102343550616562 0.0241530779455087 0.0190716945936738 "Hmox1/Foxo3/Mapt/Jun/Anxa1/Cd36/Ngfr/Sirpa/Axl/Foxo1/Trpm2" 11
"GO:0031346" "BP" "GO:0031346" "positive regulation of cell projection organization" "15/370" "459/28564" 0.00105708012988469 0.0246292937268674 0.0194477229393468 "Gprc5b/Serpine2/Pacsin1/Creb3l2/Wls/Tapt1/Ahi1/Kif3c/Enc1/Shtn1/Mapt/Bcl11a/Ngfr/Limk1/Eps8l1" 15
"GO:0009615" "BP" "GO:0009615" "response to virus" "13/370" "366/28564" 0.00106961498929594 0.0246437526145153 0.0194591399310034 "Lgals8/Ddit4/Ifitm2/Ifitm3/Ifi204/Ifitm6/Ifit1/Ifit3/Ifnar1/Oas1a/Trim13/Mx1/Slfn9" 13
"GO:0045839" "BP" "GO:0045839" "negative regulation of mitotic nuclear division" "5/370" "60/28564" 0.00108104956095629 0.0246437526145153 0.0194591399310034 "Esr1/Lcmt1/Ndc80/Spdl1/Ttk" 5
"GO:0070997" "BP" "GO:0070997" "neuron death" "15/370" "461/28564" 0.00110365107399243 0.0248235465782077 0.0196011084028091 "Ddit4/Sorl1/Itsn1/Cd200r1/Nsmf/Hmox1/Thap11/Mapt/Jun/Fcgr2b/Ngfr/Esr1/Mag/Axl/Trpm2" 15
"GO:0002237" "BP" "GO:0002237" "response to molecule of bacterial origin" "14/370" "414/28564" 0.00111453528880893 0.0248235465782077 0.0196011084028091 "Cnr2/Pde2a/Upf1/Cd300lb/Tifab/Ifnar1/Fcgr2b/Cd36/Sirpa/Axl/Cmpk2/Mrc1/Scimp/Mapkapk2" 14
"GO:0046686" "BP" "GO:0046686" "response to cadmium ion" "4/370" "36/28564" 0.00117602642105066 0.0257673276504193 0.0203463345149062 "Hmox1/Jun/Slc34a1/Sord" 4
"GO:0009141" "BP" "GO:0009141" "nucleoside triphosphate metabolic process" "11/370" "281/28564" 0.00118227229457488 0.0257673276504193 0.0203463345149062 "Ddit4/Nudt15/Nt5e/Pid1/Slc25a25/Adk/Ak8/Cmpk2/Hspa1a/Foxk2/Prkaca" 11
"GO:0045667" "BP" "GO:0045667" "regulation of osteoblast differentiation" "8/370" "160/28564" 0.00119045335509045 0.0257673276504193 0.0203463345149062 "Ifi204/Ptk2/Bambi/Ffar4/Tmem64/Jund/Prkaca/Wnt10b" 8
"GO:0018108" "BP" "GO:0018108" "peptidyl-tyrosine phosphorylation" "12/370" "326/28564" 0.00121823273641519 0.0262135020576868 0.0206986416639212 "Gprc5b/Socs4/Errfi1/Ptk2/Dyrk2/Bst1/Ifnar1/Cd36/Itga5/Sh2d1b1/Osm/Ttk" 12
"GO:0045920" "BP" "GO:0045920" "negative regulation of exocytosis" "4/370" "37/28564" 0.00130523794685937 0.0274400023540896 0.0216671078413921 "Ccr2/Hmox1/Wdr41/Anxa1" 4
"GO:0070542" "BP" "GO:0070542" "response to fatty acid" "4/370" "37/28564" 0.00130523794685937 0.0274400023540896 0.0216671078413921 "Pid1/Foxo3/Cd36/Foxo1" 4
"GO:0060271" "BP" "GO:0060271" "cilium assembly" "13/370" "377/28564" 0.00139427295253686 0.0288149743524285 0.0227528098826117 "Ehd3/Pcnt/Tapt1/Ahi1/Dnah8/Ift80/Spag1/Unc119b/Rpgrip1/Arl6/Dusp23/Ift43/Ccdc40" 13
"GO:0070555" "BP" "GO:0070555" "response to interleukin-1" "6/370" "94/28564" 0.00141800799308176 0.0291408608915342 0.0230101356180743 "Ccl9/Ccl6/Upf1/Anxa1/Ccl22/Sirpa" 6
"GO:0044342" "BP" "GO:0044342" "type B pancreatic cell proliferation" "4/370" "38/28564" 0.00144404643767722 0.0292431188787216 0.0230908803209151 "Errfi1/Sgpp2/Adk/Ptprv" 4
"GO:0033044" "BP" "GO:0033044" "regulation of chromosome organization" "10/370" "246/28564" 0.00147886682055229 0.0297235979647269 0.0234702750468218 "Upf1/Cdca5/Ncaph/Pkib/Nek2/Lcmt1/Ndc80/Cdc6/Spdl1/Ttk" 10
"GO:1903037" "BP" "GO:1903037" "regulation of leukocyte cell-cell adhesion" "13/370" "380/28564" 0.00149581494081827 0.0298999511120942 0.0236095265896194 "Lgals8/Ctla4/Cd209a/Ccr2/Lag3/Adk/Anxa1/Slfn1/Sirpa/Tnfsf9/Pik3r6/Slamf1/Wnt10b" 13
"GO:0060560" "BP" "GO:0060560" "developmental growth involved in morphogenesis" "11/370" "290/28564" 0.0015192021649911 0.029941809244648 0.0236425785063204 "Aurka/Shtn1/Mapt/Bcl11a/Sema4a/Esr1/Mag/Trim46/Limk1/Ulk1/Raph1" 11
