category	subcategory	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
mmu05160	Human Diseases	Infectious disease: viral	mmu05160	Hepatitis C - Mus musculus (house mouse)	9/224	166/9478	0.0169074574764751	0.193890965514397	0.174422257144344	Stat1/Irf7/Ifit1bl1/Pik3r1/Nfkb1/Bad/Casp3/Cdk6/Rsad2	9
mmu05202	Human Diseases	Cancer: overview	mmu05202	Transcriptional misregulation in cancer - Mus musculus (house mouse)	11/224	224/9478	0.0172632094997937	0.193890965514397	0.174422257144344	Cd86/Nfkb1/Mllt3/Bcl2l1/Lmo2/Fut8/Per2/Il2rb/Bcl6/Pbx3/Igf1r	11
mmu05235	Human Diseases	Cancer: overview	mmu05235	PD-L1 expression and PD-1 checkpoint pathway in cancer - Mus musculus (house mouse)	6/224	88/9478	0.0176969636907103	0.193890965514397	0.174422257144344	Stat1/Lck/Pik3r1/Ppp3cc/Nfkb1/Cd3g	6
mmu00513	Metabolism	Glycan biosynthesis and metabolism	mmu00513	Various types of N-glycan biosynthesis - Mus musculus (house mouse)	4/224	43/9478	0.0182384604951686	0.193890965514397	0.174422257144344	Mgat4a/Man1a/Glt28d2/Fut8	4
mmu04668	Environmental Information Processing	Signal transduction	mmu04668	TNF signaling pathway - Mus musculus (house mouse)	7/224	114/9478	0.018280117287465	0.193890965514397	0.174422257144344	Irf1/Pik3r1/Map3k5/Nfkb1/Ifi47/Casp3/Creb5	7
mmu04936	Human Diseases	Endocrine and metabolic disease	mmu04936	Alcoholic liver disease - Mus musculus (house mouse)	8/224	141/9478	0.0185640286130806	0.193890965514397	0.174422257144344	Lpin2/Map3k5/Nfkb1/Acadvl/Scd2/Casp3/Cpt1a/Cpt1c	8
mmu04630	Environmental Information Processing	Signal transduction	mmu04630	JAK-STAT signaling pathway - Mus musculus (house mouse)	9/224	171/9478	0.0201113092190501	0.202549614277576	0.182211485781619	Stat1/Il5ra/Pik3r1/Il10/Il6st/Bcl2l1/Il7/Il2rb/Il2ra	9
mmu04640	Organismal Systems	Immune system	mmu04640	Hematopoietic cell lineage - Mus musculus (house mouse)	6/224	94/9478	0.0236911042382417	0.230375565351178	0.207243416385345	Cd24a/Il5ra/Cd59a/Il7/Il2ra/Cd3g	6
mmu05221	Human Diseases	Cancer: specific types	mmu05221	Acute myeloid leukemia - Mus musculus (house mouse)	5/224	70/9478	0.0246411321019973	0.231626641758775	0.208368871458995	Pim2/Pik3r1/Nfkb1/Bad/Per2	5
mmu04151	Environmental Information Processing	Signal transduction	mmu04151	PI3K-Akt signaling pathway - Mus musculus (house mouse)	15/224	364/9478	0.0257725750273557	0.234447295410139	0.210906301582096	Gng3/Sgk3/Pik3r1/Nfkb1/Pik3ap1/Bad/Bcl2l1/Il7/Lamb3/Creb5/Cdk6/Il2rb/Il2ra/Pik3cg/Igf1r	15
mmu04110	Cellular Processes	Cell growth and death	mmu04110	Cell cycle - Mus musculus (house mouse)	8/224	155/9478	0.0305770839694336	0.263192543145462	0.236765221717269	Cdc25b/Mcm6/Bub1b/Prkdc/Cdk6/Ccnb2/Pttg1/Aurkb	8
mmu04152	Environmental Information Processing	Signal transduction	mmu04152	AMPK signaling pathway - Mus musculus (house mouse)	7/224	127/9478	0.0307991273893625	0.263192543145462	0.236765221717269	Pik3r1/Strada/Scd2/Creb5/Cpt1a/Cpt1c/Igf1r	7
mmu05220	Human Diseases	Cancer: specific types	mmu05220	Chronic myeloid leukemia - Mus musculus (house mouse)	5/224	76/9478	0.0336192145813189	0.271177288668949	0.243948214144146	Pik3r1/Nfkb1/Bad/Bcl2l1/Cdk6	5
mmu05133	Human Diseases	Infectious disease: bacterial	mmu05133	Pertussis - Mus musculus (house mouse)	5/224	77/9478	0.035288948965599	0.271177288668949	0.243948214144146	Irf8/Irf1/Il10/Nfkb1/Casp3	5
mmu00510	Metabolism	Glycan biosynthesis and metabolism	mmu00510	N-Glycan biosynthesis - Mus musculus (house mouse)	4/224	53/9478	0.036107106665575	0.271177288668949	0.243948214144146	Mgat4a/Man1a/Glt28d2/Fut8	4
mmu04620	Organismal Systems	Immune system	mmu04620	Toll-like receptor signaling pathway - Mus musculus (house mouse)	6/224	104/9478	0.0364569588867921	0.271177288668949	0.243948214144146	Stat1/Irf7/Cd86/Pik3r1/Nfkb1/Tlr8	6
mmu03450	Genetic Information Processing	Replication and repair	mmu03450	Non-homologous end-joining - Mus musculus (house mouse)	2/224	13/9478	0.0365416204589363	0.271177288668949	0.243948214144146	Polm/Prkdc	2
mmu04215	Cellular Processes	Cell growth and death	mmu04215	Apoptosis - multiple species - Mus musculus (house mouse)	3/224	32/9478	0.0390581452843631	0.277956078066981	0.250046341224869	Bcl2l1/Casp3/Birc5	3
mmu05161	Human Diseases	Infectious disease: viral	mmu05161	Hepatitis B - Mus musculus (house mouse)	8/224	163/9478	0.039426394052054	0.277956078066981	0.250046341224869	Stat1/Irf7/Pik3r1/Nfkb1/Bad/Casp3/Creb5/Birc5	8
mmu04623	Organismal Systems	Immune system	mmu04623	Cytosolic DNA-sensing pathway - Mus musculus (house mouse)	5/224	82/9478	0.0443996433625512	0.305382912883888	0.274719231075092	Irf7/Ifi204/Zbp1/Nfkb1/Casp3	5
mmu05340	Human Diseases	Immune disease	mmu05340	Primary immunodeficiency - Mus musculus (house mouse)	3/224	36/9478	0.0525269513258264	0.345050677740204	0.310403931823028	Tnfrsf13b/Lck/Ada	3
mmu04911	Organismal Systems	Endocrine system	mmu04911	Insulin secretion - Mus musculus (house mouse)	5/224	86/9478	0.052614110435563	0.345050677740204	0.310403931823028	Kcnmb3/Cacna1s/Creb5/Trpm4/Rapgef4	5
mmu01212	Metabolism	Global and overview maps	mmu01212	Fatty acid metabolism - Mus musculus (house mouse)	4/224	62/9478	0.0585231064544173	0.366744800447681	0.32991973463192	Acadvl/Scd2/Cpt1a/Cpt1c	4
mmu05321	Human Diseases	Immune disease	mmu05321	Inflammatory bowel disease - Mus musculus (house mouse)	4/224	62/9478	0.0585231064544173	0.366744800447681	0.32991973463192	Stat1/Il10/Nfkb1/Gata3	4
mmu04980	NA	NA	mmu04980	Cobalamin transport and metabolism - Mus musculus (house mouse)	2/224	17/9478	0.0599177785647299	0.367322033809866	0.330439007645307	Cd320/Zfp523	2
mmu04670	Organismal Systems	Immune system	mmu04670	Leukocyte transendothelial migration - Mus musculus (house mouse)	6/224	119/9478	0.0626850593860182	0.373270760188409	0.335790418833172	Cybb/Vcl/F11r/Pik3r1/Vav3/Rapgef4	6
mmu05152	Human Diseases	Infectious disease: bacterial	mmu05152	Tuberculosis - Mus musculus (house mouse)	8/224	180/9478	0.063535448542708	0.373270760188409	0.335790418833172	Stat1/Ppp3cc/Il10/Fcgr4/Nfkb1/Bad/Arhgef12/Casp3	8
mmu00120	Metabolism	Lipid metabolism	mmu00120	Primary bile acid biosynthesis - Mus musculus (house mouse)	2/224	18/9478	0.0663855285790765	0.374139911794016	0.336572298403724	Hsd3b7/Cyp39a1	2
mmu04914	Organismal Systems	Endocrine system	mmu04914	Progesterone-mediated oocyte maturation - Mus musculus (house mouse)	5/224	92/9478	0.0664894879001969	0.374139911794016	0.336572298403724	Pik3r1/Cdc25b/Kif22/Ccnb2/Igf1r	5
mmu04666	Organismal Systems	Immune system	mmu04666	Fc gamma R-mediated phagocytosis - Mus musculus (house mouse)	5/224	93/9478	0.0689826992491599	0.374139911794016	0.336572298403724	Pik3r1/Fcgr4/Marcksl1/Myo10/Vav3	5
mmu04650	Organismal Systems	Immune system	mmu04650	Natural killer cell mediated cytotoxicity - Mus musculus (house mouse)	6/224	122/9478	0.0689903383449958	0.374139911794016	0.336572298403724	Lck/Pik3r1/Ppp3cc/Fcgr4/Casp3/Vav3	6
mmu05010	Human Diseases	Neurodegenerative disease	mmu05010	Alzheimer disease - Mus musculus (house mouse)	14/224	384/9478	0.0710962613740962	0.378285768065946	0.340301866755853	Apoe/Cybb/Ndufv1/Rtn3/Pik3r1/Map3k5/Frat1/Ppp3cc/Apbb1/Nfkb1/Bad/Cacna1s/Casp3/App	14
mmu00100	Metabolism	Lipid metabolism	mmu00100	Steroid biosynthesis - Mus musculus (house mouse)	2/224	20/9478	0.079966377877652	0.399885903807098	0.359733119886191	Cyp51/Soat2	2
mmu05165	Human Diseases	Infectious disease: viral	mmu05165	Human papillomavirus infection - Mus musculus (house mouse)	13/224	359/9478	0.0834078257571265	0.399885903807098	0.359733119886191	Stat1/Irf1/Pik3r1/Nfkb1/Bad/Dlg1/Casp3/Lamb3/Creb5/Cdk6/Hes3/Oasl2/Isg15	13
mmu05215	Human Diseases	Cancer: specific types	mmu05215	Prostate cancer - Mus musculus (house mouse)	5/224	99/9478	0.0850107461608758	0.399885903807098	0.359733119886191	Pik3r1/Nfkb1/Bad/Creb5/Igf1r	5
mmu04062	Organismal Systems	Immune system	mmu04062	Chemokine signaling pathway - Mus musculus (house mouse)	8/224	192/9478	0.085124135816106	0.399885903807098	0.359733119886191	Stat1/Gng3/Pik3r1/Nfkb1/Bad/Pik3cg/Vav3/Grk5	8
mmu04962	Organismal Systems	Excretory system	mmu04962	Vasopressin-regulated water reabsorption - Mus musculus (house mouse)	3/224	44/9478	0.0851302917237205	0.399885903807098	0.359733119886191	Creb5/Dync2li1/Dynll2	3
mmu05203	Human Diseases	Cancer: overview	mmu05203	Viral carcinogenesis - Mus musculus (house mouse)	9/224	226/9478	0.0876276840796768	0.399885903807098	0.359733119886191	Irf7/Pik3r1/Nfkb1/Il6st/Bad/Dlg1/Casp3/Creb5/Cdk6	9
mmu04060	Environmental Information Processing	Signaling molecules and interaction	mmu04060	Cytokine-cytokine receptor interaction - Mus musculus (house mouse)	11/224	294/9478	0.0890258527476541	0.399885903807098	0.359733119886191	Tnfsf4/Tnfsf8/Tnfrsf13b/Il5ra/Il10/Il6st/Il7/Il2rb/Il2ra/Tnfrsf19/Il17rb	11
mmu04068	Environmental Information Processing	Signal transduction	mmu04068	FoxO signaling pathway - Mus musculus (house mouse)	6/224	131/9478	0.090029414800968	0.399885903807098	0.359733119886191	Sgk3/Pik3r1/Il10/Ccnb2/Bcl6/Igf1r	6
mmu04622	Organismal Systems	Immune system	mmu04622	RIG-I-like receptor signaling pathway - Mus musculus (house mouse)	4/224	72/9478	0.0903417132915306	0.399885903807098	0.359733119886191	Irf7/Nfkb1/Tkfc/Isg15	4
mmu05218	Human Diseases	Cancer: specific types	mmu05218	Melanoma - Mus musculus (house mouse)	4/224	72/9478	0.0903417132915306	0.399885903807098	0.359733119886191	Pik3r1/Bad/Cdk6/Igf1r	4
mmu04933	Human Diseases	Endocrine and metabolic disease	mmu04933	AGE-RAGE signaling pathway in diabetic complications - Mus musculus (house mouse)	5/224	101/9478	0.0907542476725328	0.399885903807098	0.359733119886191	Stat1/Cybb/Pik3r1/Nfkb1/Casp3	5
mmu05142	Human Diseases	Infectious disease: parasitic	mmu05142	Chagas disease - Mus musculus (house mouse)	5/224	103/9478	0.0966937459366725	0.404414373173406	0.363806882921952	Pik3r1/Gnal/Il10/Nfkb1/Cd3g	5
mmu04917	Organismal Systems	Endocrine system	mmu04917	Prolactin signaling pathway - Mus musculus (house mouse)	4/224	74/9478	0.0975300330714147	0.404414373173406	0.363806882921952	Stat1/Irf1/Pik3r1/Nfkb1	4
mmu04922	Organismal Systems	Endocrine system	mmu04922	Glucagon signaling pathway - Mus musculus (house mouse)	5/224	104/9478	0.0997360079088888	0.404414373173406	0.363806882921952	Ppp3cc/Creb5/Cpt1a/Cpt1c/Pygl	5
mmu04142	Cellular Processes	Transport and catabolism	mmu04142	Lysosome - Mus musculus (house mouse)	6/224	135/9478	0.100386546532406	0.404414373173406	0.363806882921952	Laptm5/Dmxl2/Ctse/Ctsf/Laptm4b/Ap3m2	6
mmu04380	Organismal Systems	Development and regeneration	mmu04380	Osteoclast differentiation - Mus musculus (house mouse)	6/224	135/9478	0.100386546532406	0.404414373173406	0.363806882921952	Stat1/Lck/Pik3r1/Ppp3cc/Fcgr4/Nfkb1	6
mmu05135	Human Diseases	Infectious disease: bacterial	mmu05135	Yersinia infection - Mus musculus (house mouse)	6/224	135/9478	0.100386546532406	0.404414373173406	0.363806882921952	Lck/Pik3r1/Il10/Nfkb1/Arhgef12/Vav3	6
mmu05030	Human Diseases	Substance dependence	mmu05030	Cocaine addiction - Mus musculus (house mouse)	3/224	48/9478	0.10397826301161	0.411162229082545	0.369877182563991	Nfkb1/Creb5/Dlg4	3
mmu05320	Human Diseases	Immune disease	mmu05320	Autoimmune thyroid disease - Mus musculus (house mouse)	4/224	76/9478	0.104977590404054	0.411162229082545	0.369877182563991	Ctla4/Cd86/Il10/Tg	4
mmu05170	Human Diseases	Infectious disease: viral	mmu05170	Human immunodeficiency virus 1 infection - Mus musculus (house mouse)	9/224	237/9478	0.109160067742653	0.421686837033262	0.379345008305398	Gng3/Pik3r1/Ppp3cc/Nfkb1/Bad/Bcl2l1/Casp3/Ccnb2/Cd3g	9
mmu05164	Human Diseases	Infectious disease: viral	mmu05164	Influenza A - Mus musculus (house mouse)	7/224	173/9478	0.115678602403091	0.435731226425421	0.391979192118427	Stat1/Irf7/Pik3r1/Nfkb1/Casp3/Cdk6/Rsad2	7
mmu01521	Human Diseases	Drug resistance: antineoplastic	mmu01521	EGFR tyrosine kinase inhibitor resistance - Mus musculus (house mouse)	4/224	79/9478	0.116617667813015	0.435731226425421	0.391979192118427	Pik3r1/Bad/Bcl2l1/Igf1r	4
mmu05225	Human Diseases	Cancer: specific types	mmu05225	Hepatocellular carcinoma - Mus musculus (house mouse)	7/224	174/9478	0.118256629805671	0.435731226425421	0.391979192118427	Pik3r1/Frat1/Bad/Bcl2l1/Gstt1/Cdk6/Igf1r	7
mmu04931	Human Diseases	Endocrine and metabolic disease	mmu04931	Insulin resistance - Mus musculus (house mouse)	5/224	110/9478	0.118976256860842	0.435731226425421	0.391979192118427	Pik3r1/Nfkb1/Creb5/Cpt1a/Pygl	5
mmu00071	Metabolism	Lipid metabolism	mmu00071	Fatty acid degradation - Mus musculus (house mouse)	3/224	52/9478	0.124304073669015	0.443280738215501	0.398770652892631	Acadvl/Cpt1a/Cpt1c	3
mmu00340	Metabolism	Amino acid metabolism	mmu00340	Histidine metabolism - Mus musculus (house mouse)	2/224	26/9478	0.124935933424417	0.443280738215501	0.398770652892631	Hdc/Carns1	2
mmu04725	Organismal Systems	Nervous system	mmu04725	Cholinergic synapse - Mus musculus (house mouse)	5/224	112/9478	0.125753400912199	0.443280738215501	0.398770652892631	Gng3/Pik3r1/Cacna1s/Creb5/Pik3cg	5
mmu04066	Environmental Information Processing	Signal transduction	mmu04066	HIF-1 signaling pathway - Mus musculus (house mouse)	5/224	113/9478	0.129207690123237	0.449834180429047	0.404666060035089	Cybb/Aldoc/Pik3r1/Nfkb1/Igf1r	5
mmu04514	Environmental Information Processing	Signaling molecules and interaction	mmu04514	Cell adhesion molecules - Mus musculus (house mouse)	7/224	179/9478	0.131589583761339	0.451619903245415	0.406272477350299	Ctla4/F11r/Cd86/Neo1/Icosl/Ptprs/Tigit	7
mmu04392	Environmental Information Processing	Signal transduction	mmu04392	Hippo signaling pathway - multiple species - Mus musculus (house mouse)	2/224	27/9478	0.132923588543863	0.451619903245415	0.406272477350299	Stk3/Rassf6	2
mmu00240	Metabolism	Nucleotide metabolism	mmu00240	Pyrimidine metabolism - Mus musculus (house mouse)	3/224	56/9478	0.145931567491384	0.48991311943536	0.440720648689518	Nt5e/Nme7/Nt5c3b	3
mmu05210	Human Diseases	Cancer: specific types	mmu05210	Colorectal cancer - Mus musculus (house mouse)	4/224	88/9478	0.154635860046982	0.496659369513849	0.446789503743328	Pik3r1/Bad/Casp3/Birc5	4
mmu04370	Environmental Information Processing	Signal transduction	mmu04370	VEGF signaling pathway - Mus musculus (house mouse)	3/224	58/9478	0.157177507025525	0.496659369513849	0.446789503743328	Pik3r1/Ppp3cc/Bad	3
mmu04114	Cellular Processes	Cell growth and death	mmu04114	Oocyte meiosis - Mus musculus (house mouse)	5/224	121/9478	0.158337485944536	0.496659369513849	0.446789503743328	Ppp3cc/Ccnb2/Rec8/Pttg1/Igf1r	5
mmu04722	Organismal Systems	Nervous system	mmu04722	Neurotrophin signaling pathway - Mus musculus (house mouse)	5/224	121/9478	0.158337485944536	0.496659369513849	0.446789503743328	Pik3r1/Map3k5/Rapgef1/Nfkb1/Bad	5
mmu03320	Organismal Systems	Endocrine system	mmu03320	PPAR signaling pathway - Mus musculus (house mouse)	4/224	89/9478	0.159121361739683	0.496659369513849	0.446789503743328	Sorbs1/Scd2/Cpt1a/Cpt1c	4
mmu04024	Environmental Information Processing	Signal transduction	mmu04024	cAMP signaling pathway - Mus musculus (house mouse)	8/224	224/9478	0.161015690606525	0.496659369513849	0.446789503743328	Pik3r1/Pde4b/Nfkb1/Bad/Cacna1s/Creb5/Vav3/Rapgef4	8
mmu04211	Organismal Systems	Aging	mmu04211	Longevity regulating pathway - Mus musculus (house mouse)	4/224	90/9478	0.163654565224728	0.496659369513849	0.446789503743328	Pik3r1/Nfkb1/Creb5/Igf1r	4
mmu05207	Human Diseases	Cancer: overview	mmu05207	Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)	8/224	225/9478	0.163788349730949	0.496659369513849	0.446789503743328	Pik3r1/Nfkb1/Bad/Cacna1s/Gstt1/Creb5/Bcl6/Birc5	8
mmu05032	Human Diseases	Substance dependence	mmu05032	Morphine addiction - Mus musculus (house mouse)	4/224	91/9478	0.168234191036575	0.496659369513849	0.446789503743328	Kcnj5/Gng3/Pde4b/Grk5	4
mmu05134	Human Diseases	Infectious disease: bacterial	mmu05134	Legionellosis - Mus musculus (house mouse)	3/224	60/9478	0.1686817561506	0.496659369513849	0.446789503743328	Nfkb1/Casp3/Arf2	3
mmu04010	Environmental Information Processing	Signal transduction	mmu04010	MAPK signaling pathway - Mus musculus (house mouse)	10/224	299/9478	0.170632751447636	0.496659369513849	0.446789503743328	Stk3/Map3k5/Cdc25b/Ppp3cc/Nfkb1/Rasgrp3/Cacna1s/Casp3/Dusp16/Igf1r	10
mmu05169	Human Diseases	Infectious disease: viral	mmu05169	Epstein-Barr virus infection - Mus musculus (house mouse)	8/224	228/9478	0.172238771418135	0.496659369513849	0.446789503743328	Stat1/Irf7/Pik3r1/Nfkb1/Casp3/Cdk6/Cd3g/Isg15	8
mmu04520	Cellular Processes	Cellular community - eukaryotes	mmu04520	Adherens junction - Mus musculus (house mouse)	4/224	92/9478	0.172858950270046	0.496659369513849	0.446789503743328	Vcl/Fer/Sorbs1/Igf1r	4
mmu00020	Metabolism	Carbohydrate metabolism	mmu00020	Citrate cycle (TCA cycle) - Mus musculus (house mouse)	2/224	32/9478	0.174359140361245	0.496659369513849	0.446789503743328	Acly/Pcx	2
mmu00052	Metabolism	Carbohydrate metabolism	mmu00052	Galactose metabolism - Mus musculus (house mouse)	2/224	32/9478	0.174359140361245	0.496659369513849	0.446789503743328	Pgm2/Galk1	2
mmu04148	NA	NA	mmu04148	Efferocytosis - Mus musculus (house mouse)	6/224	161/9478	0.181494369894004	0.507033352683949	0.456121829028861	Cd24a/Il10/Casp3/Cpt1a/Cpt1c/Dusp16	6
mmu05020	Human Diseases	Neurodegenerative disease	mmu05020	Prion disease - Mus musculus (house mouse)	9/224	268/9478	0.18399066584029	0.507033352683949	0.456121829028861	Cybb/Ndufv1/Pik3r1/Ppp3cc/Bad/Cacna1s/Casp3/Creb5/Ryr1	9
mmu00561	Metabolism	Lipid metabolism	mmu00561	Glycerolipid metabolism - Mus musculus (house mouse)	3/224	63/9478	0.186374051838231	0.507033352683949	0.456121829028861	Dgat2/Lpin2/Tkfc	3
mmu04929	Organismal Systems	Endocrine system	mmu04929	GnRH secretion - Mus musculus (house mouse)	3/224	63/9478	0.186374051838231	0.507033352683949	0.456121829028861	Kcnj5/Pik3r1/Cacna1s	3
mmu04061	Environmental Information Processing	Signaling molecules and interaction	mmu04061	Viral protein interaction with cytokine and cytokine receptor - Mus musculus (house mouse)	4/224	95/9478	0.186991023684861	0.507033352683949	0.456121829028861	Il10/Il6st/Il2rb/Il2ra	4
mmu00030	Metabolism	Carbohydrate metabolism	mmu00030	Pentose phosphate pathway - Mus musculus (house mouse)	2/224	34/9478	0.191466791873399	0.507666345020174	0.456691262224195	Aldoc/Pgm2	2
mmu00500	Metabolism	Carbohydrate metabolism	mmu00500	Starch and sucrose metabolism - Mus musculus (house mouse)	2/224	34/9478	0.191466791873399	0.507666345020174	0.456691262224195	Pgm2/Pygl	2
mmu04014	Environmental Information Processing	Signal transduction	mmu04014	Ras signaling pathway - Mus musculus (house mouse)	8/224	235/9478	0.192698161580622	0.507666345020174	0.456691262224195	Gng3/Pik3r1/Nfkb1/Rasgrp3/Bad/Bcl2l1/Igf1r/Rasal1	8
mmu04726	Organismal Systems	Nervous system	mmu04726	Serotonergic synapse - Mus musculus (house mouse)	5/224	131/9478	0.198097615962063	0.507666345020174	0.456691262224195	Kcnj5/Gng3/Cacna1s/Casp3/App	5
mmu04140	Cellular Processes	Transport and catabolism	mmu04140	Autophagy - animal - Mus musculus (house mouse)	6/224	166/9478	0.199485138439915	0.507666345020174	0.456691262224195	Pik3r1/Bad/Bcl2l1/Atg10/Nbr1/Igf1r	6
mmu03030	Genetic Information Processing	Replication and repair	mmu03030	DNA replication - Mus musculus (house mouse)	2/224	35/9478	0.200102719023336	0.507666345020174	0.456691262224195	Pold4/Mcm6	2
mmu04713	Organismal Systems	Environmental adaptation	mmu04713	Circadian entrainment - Mus musculus (house mouse)	4/224	98/9478	0.201482245187038	0.507666345020174	0.456691262224195	Kcnj5/Gng3/Per2/Ryr1	4
