ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0051056	GO:0051056	regulation of small GTPase mediated signal transduction	5/132	230/28891	0.00417854756074504	0.162721738542395	0.142937305633243	Rap1gap/Dennd4a/Rasgef1a/Eps8/Pik3cg	5
GO:0050818	GO:0050818	regulation of coagulation	3/132	71/28891	0.00424809758908237	0.162721738542395	0.142937305633243	Serpine2/St3gal4/Pros1	3
GO:1905039	GO:1905039	carboxylic acid transmembrane transport	4/132	144/28891	0.00436905908053734	0.162721738542395	0.142937305633243	Emb/Slc25a13/Slc16a1/Per2	4
GO:0000082	GO:0000082	G1/S transition of mitotic cell cycle	5/132	233/28891	0.00441289170914468	0.162721738542395	0.142937305633243	Ccnd2/Cdkn2c/Gpr132/Cdk1/Cdk6	5
GO:1903825	GO:1903825	organic acid transmembrane transport	4/132	145/28891	0.00447736446996532	0.162721738542395	0.142937305633243	Emb/Slc25a13/Slc16a1/Per2	4
GO:0051931	GO:0051931	regulation of sensory perception	2/132	22/28891	0.00450752051283759	0.162721738542395	0.142937305633243	Gpr171/Fabp5	2
GO:0060438	GO:0060438	trachea development	2/132	22/28891	0.00450752051283759	0.162721738542395	0.142937305633243	Rara/Edaradd	2
GO:0007159	GO:0007159	leukocyte cell-cell adhesion	7/132	447/28891	0.00455947826102687	0.162721738542395	0.142937305633243	Lgals8/Hsph1/Dpp4/Rara/Cd209a/St3gal4/Cd5	7
GO:1901987	GO:1901987	regulation of cell cycle phase transition	7/132	449/28891	0.00467028626853399	0.162721738542395	0.142937305633243	Ccnd2/Cdkn2c/Gpr132/Aurkb/Rad51/Cdk1/Cdk6	7
GO:0030217	GO:0030217	T cell differentiation	6/132	339/28891	0.00475174622914238	0.162721738542395	0.142937305633243	Rara/Stat4/Tcf7/Fanca/Cdk6/Txk	6
GO:0097194	GO:0097194	execution phase of apoptosis	3/132	75/28891	0.00495289863902384	0.162721738542395	0.142937305633243	Dnase1l3/Cecr2/Xkr8	3
GO:0044772	GO:0044772	mitotic cell cycle phase transition	7/132	454/28891	0.00495620979962013	0.162721738542395	0.142937305633243	Ccnd2/Cdkn2c/Gpr132/Aurkb/Cdk1/Cdk6/Eps8	7
GO:0050867	GO:0050867	positive regulation of cell activation	7/132	454/28891	0.00495620979962013	0.162721738542395	0.142937305633243	Lgals8/Hsph1/Dpp4/Rara/Cd209a/Lyst/Cd5	7
GO:0048608	GO:0048608	reproductive structure development	6/132	343/28891	0.00502654188934096	0.162721738542395	0.142937305633243	Asb1/Serpine2/Rara/Bcl2l11/Tcf7/Fanca	6
GO:1901990	GO:1901990	regulation of mitotic cell cycle phase transition	6/132	343/28891	0.00502654188934096	0.162721738542395	0.142937305633243	Ccnd2/Cdkn2c/Gpr132/Aurkb/Cdk1/Cdk6	6
GO:0006909	GO:0006909	phagocytosis	5/132	242/28891	0.00517207226317873	0.162721738542395	0.142937305633243	Rap1gap/Rara/Lyst/Xkr8/Pros1	5
GO:0061458	GO:0061458	reproductive system development	6/132	347/28891	0.00531285083818738	0.162721738542395	0.142937305633243	Asb1/Serpine2/Rara/Bcl2l11/Tcf7/Fanca	6
GO:0031503	GO:0031503	protein-containing complex localization	5/132	244/28891	0.00535258488928555	0.162721738542395	0.142937305633243	Lmna/Traf3ip1/Dag1/Nedd4/Lca5	5
GO:0071459	GO:0071459	protein localization to chromosome, centromeric region	2/132	24/28891	0.00535357689358323	0.162721738542395	0.142937305633243	Aurkb/Cdk1	2
GO:2000269	GO:2000269	regulation of fibroblast apoptotic process	2/132	24/28891	0.00535357689358323	0.162721738542395	0.142937305633243	Bcl2l11/Pik3cg	2
GO:0050878	GO:0050878	regulation of body fluid levels	6/132	348/28891	0.0053862596381629	0.162721738542395	0.142937305633243	Adm/Serpine2/Lyst/St3gal4/Txk/Pros1	6
GO:0044839	GO:0044839	cell cycle G2/M phase transition	4/132	156/28891	0.00579018289253352	0.170780708647797	0.150016430299458	Gpr132/Aurkb/Cdk1/Cdk6	4
GO:0014850	GO:0014850	response to muscle activity	2/132	25/28891	0.00580178365615337	0.170780708647797	0.150016430299458	Dag1/Perm1	2
GO:0001838	GO:0001838	embryonic epithelial tube formation	4/132	157/28891	0.00592091373136846	0.172081239585088	0.151158836899427	Adm/Rara/Plxnb2/Cecr2	4
GO:2001234	GO:2001234	negative regulation of apoptotic signaling pathway	5/132	253/28891	0.00622036170201275	0.177134449781794	0.155597655319052	Lmna/Dnaja1/Ctnna1/Pycr1/Il9r	5
GO:0031643	GO:0031643	positive regulation of myelination	2/132	26/28891	0.00626656306536374	0.177134449781794	0.155597655319052	Dag1/Tppp	2
GO:0052548	GO:0052548	regulation of endopeptidase activity	6/132	360/28891	0.00632623034934978	0.177134449781794	0.155597655319052	Serpina3g/Serpine2/Serpina3f/Bcl2l11/Nr4a1/Il9r	6
GO:0045471	GO:0045471	response to ethanol	3/132	83/28891	0.0065636362059471	0.181386403725988	0.159332637786078	Rara/Cdk1/Eps8	3
GO:0010466	GO:0010466	negative regulation of peptidase activity	5/132	257/28891	0.0066360879411947	0.181386403725988	0.159332637786078	Serpina3g/Serpine2/Serpina3f/Nr4a1/Il9r	5
GO:0044843	GO:0044843	cell cycle G1/S phase transition	5/132	260/28891	0.00696040587022823	0.182961111296221	0.160715885404163	Ccnd2/Cdkn2c/Gpr132/Cdk1/Cdk6	5
GO:0043112	GO:0043112	receptor metabolic process	3/132	85/28891	0.00700935274003629	0.182961111296221	0.160715885404163	Ehd3/Nedd4/Znrf3	3
GO:0097305	GO:0097305	response to alcohol	5/132	261/28891	0.00707093382931184	0.182961111296221	0.160715885404163	Rara/Ctnna1/Rad51/Cdk1/Eps8	5
GO:0015740	GO:0015740	C4-dicarboxylate transport	2/132	28/28891	0.00724520715395434	0.182961111296221	0.160715885404163	Slc25a13/Slc16a1	2
GO:0015813	GO:0015813	L-glutamate transmembrane transport	2/132	28/28891	0.00724520715395434	0.182961111296221	0.160715885404163	Slc25a13/Per2	2
GO:0031099	GO:0031099	regeneration	4/132	167/28891	0.007337678762073	0.182961111296221	0.160715885404163	Adm/Nrep/Cdk1/Txk	4
GO:0031644	GO:0031644	regulation of nervous system process	4/132	167/28891	0.007337678762073	0.182961111296221	0.160715885404163	Gpr171/Dag1/Tppp/Fabp5	4
GO:0007043	GO:0007043	cell-cell junction assembly	4/132	168/28891	0.00749056814540279	0.182961111296221	0.160715885404163	Ctnna1/Cdh17/Ctnnd1/Marveld2	4
GO:0051100	GO:0051100	negative regulation of binding	4/132	168/28891	0.00749056814540279	0.182961111296221	0.160715885404163	Rap1gap/Aurkb/Tdg/Per2	4
GO:0072175	GO:0072175	epithelial tube formation	4/132	168/28891	0.00749056814540279	0.182961111296221	0.160715885404163	Adm/Rara/Plxnb2/Cecr2	4
GO:0050680	GO:0050680	negative regulation of epithelial cell proliferation	4/132	169/28891	0.0076455436179026	0.18478071733373	0.162314255644337	Mcc/Rap1gap/Cask/Cdk6	4
GO:0001738	GO:0001738	morphogenesis of a polarized epithelium	3/132	90/28891	0.00820082253483221	0.192220531094151	0.168849503748576	Traf3ip1/Znrf3/Ctnnd1	3
GO:0044346	GO:0044346	fibroblast apoptotic process	2/132	30/28891	0.00828825460728266	0.192220531094151	0.168849503748576	Bcl2l11/Pik3cg	2
GO:0051984	GO:0051984	positive regulation of chromosome segregation	2/132	30/28891	0.00828825460728266	0.192220531094151	0.168849503748576	Aurkb/Cdk1	2
GO:0060045	GO:0060045	positive regulation of cardiac muscle cell proliferation	2/132	30/28891	0.00828825460728266	0.192220531094151	0.168849503748576	Ccnd2/Cdk1	2
GO:1903034	GO:1903034	regulation of response to wounding	4/132	174/28891	0.00845211287637121	0.193103596757126	0.169625202359552	Serpine2/Cask/St3gal4/Pros1	4
GO:0007626	GO:0007626	locomotory behavior	5/132	273/28891	0.00849453975281783	0.193103596757126	0.169625202359552	Ccnd2/Nav2/Dpp4/Gprc5b/Eps8	5
GO:0032801	GO:0032801	receptor catabolic process	2/132	31/28891	0.00883354223393167	0.198841303618697	0.174665293294253	Nedd4/Znrf3	2
GO:2001235	GO:2001235	positive regulation of apoptotic signaling pathway	4/132	177/28891	0.00896181126555164	0.199770084133073	0.175481148541614	Bcl2l11/Ctnna1/Steap3/Atf3	4
GO:0071478	GO:0071478	cellular response to radiation	4/132	178/28891	0.00913606929099639	0.200025317686599	0.175705349664186	Ccnd2/Nedd4/Aurkb/Rad51	4
GO:0006094	GO:0006094	gluconeogenesis	3/132	94/28891	0.00923461832525239	0.200025317686599	0.175705349664186	Slc25a13/Atf3/Per2	3
GO:1903035	GO:1903035	negative regulation of response to wounding	3/132	94/28891	0.00923461832525239	0.200025317686599	0.175705349664186	Serpine2/Cask/Pros1	3
GO:0036297	GO:0036297	interstrand cross-link repair	2/132	32/28891	0.00939446798921281	0.201585967319931	0.177076248571881	Fanca/Rad51	2
GO:0030183	GO:0030183	B cell differentiation	4/132	182/28891	0.00985517790140537	0.209513782052099	0.184040164318642	Lgals8/Dpp4/Cdh17/Il9r	4
GO:0042063	GO:0042063	gliogenesis	6/132	397/28891	0.00997602029024146	0.210137087948572	0.18458768591118	Serpine2/Dag1/Neurod4/Tppp/Cdk6/Srgap2	6
GO:0006835	GO:0006835	dicarboxylic acid transport	3/132	98/28891	0.0103412362718973	0.210388440675978	0.184808478055737	Slc25a13/Slc16a1/Per2	3
GO:0007405	GO:0007405	neuroblast proliferation	3/132	98/28891	0.0103412362718973	0.210388440675978	0.184808478055737	Ctnna1/Neurod4/Plxnb2	3
GO:0019319	GO:0019319	hexose biosynthetic process	3/132	98/28891	0.0103412362718973	0.210388440675978	0.184808478055737	Slc25a13/Atf3/Per2	3
GO:0005996	GO:0005996	monosaccharide metabolic process	5/132	287/28891	0.0103931790581138	0.210388440675978	0.184808478055737	Gsto1/Slc25a13/Atf3/Fabp5/Per2	5
GO:0002313	GO:0002313	mature B cell differentiation involved in immune response	2/132	34/28891	0.0105626267756051	0.210388440675978	0.184808478055737	Lgals8/Cdh17	2
GO:0046661	GO:0046661	male sex differentiation	4/132	186/28891	0.0106101051771803	0.210388440675978	0.184808478055737	Asb1/Rara/Bcl2l11/Fanca	4
GO:0021675	GO:0021675	nerve development	3/132	99/28891	0.0106293811491348	0.210388440675978	0.184808478055737	Nav2/Serpine2/Dag1	3
GO:0016331	GO:0016331	morphogenesis of embryonic epithelium	4/132	187/28891	0.0108045093098932	0.210863503869459	0.185225780952634	Adm/Rara/Plxnb2/Cecr2	4
GO:0008589	GO:0008589	regulation of smoothened signaling pathway	3/132	100/28891	0.010922149531607	0.210863503869459	0.185225780952634	Traf3ip1/Serpine2/Ctnna1	3
GO:0051098	GO:0051098	regulation of binding	6/132	405/28891	0.0109289011151854	0.210863503869459	0.185225780952634	Traf3ip1/Rap1gap/Rara/Aurkb/Tdg/Per2	6
GO:0009612	GO:0009612	response to mechanical stimulus	4/132	189/28891	0.0112001929992662	0.211148332253268	0.185475978634358	Pde2a/Serpine2/Dag1/Pkd1l3	4
GO:0007229	GO:0007229	integrin-mediated signaling pathway	3/132	101/28891	0.0112195542399385	0.211148332253268	0.185475978634358	Ctnna1/Cdh17/Txk	3
GO:0120162	GO:0120162	positive regulation of cold-induced thermogenesis	3/132	101/28891	0.0112195542399385	0.211148332253268	0.185475978634358	Fabp5/Per2/Alpl	3
GO:2001242	GO:2001242	regulation of intrinsic apoptotic signaling pathway	4/132	194/28891	0.0122299521589167	0.228292440299779	0.200535629751686	Dnaja1/Bcl2l11/Steap3/Pycr1	4
GO:0007435	GO:0007435	salivary gland morphogenesis	2/132	37/28891	0.0124283837658953	0.230125557471739	0.202145868382474	Dag1/Ctnnd1	2
GO:0002068	GO:0002068	glandular epithelial cell development	2/132	38/28891	0.0130799818172939	0.235017188247193	0.206442752925739	Rara/Cdk6	2
GO:0070286	GO:0070286	axonemal dynein complex assembly	2/132	38/28891	0.0130799818172939	0.235017188247193	0.206442752925739	Dnah8/Spag1	2
GO:1904861	GO:1904861	excitatory synapse assembly	2/132	38/28891	0.0130799818172939	0.235017188247193	0.206442752925739	Plxnb2/Srgap2	2
GO:0010389	GO:0010389	regulation of G2/M transition of mitotic cell cycle	3/132	107/28891	0.0131020035259759	0.235017188247193	0.206442752925739	Gpr132/Cdk1/Cdk6	3
GO:0060070	GO:0060070	canonical Wnt signaling pathway	5/132	305/28891	0.0132371807657435	0.235226191635091	0.206626344751895	Mcc/Gprc5b/Znrf3/Tcf7/Ctnnd1	5
GO:0046578	GO:0046578	regulation of Ras protein signal transduction	4/132	199/28891	0.0133185561465862	0.235226191635091	0.206626344751895	Dennd4a/Rasgef1a/Eps8/Pik3cg	4
GO:0051938	GO:0051938	L-glutamate import	2/132	39/28891	0.0137461754414073	0.237663314996325	0.208767151812286	Slc25a13/Per2	2
GO:0071320	GO:0071320	cellular response to cAMP	2/132	39/28891	0.0137461754414073	0.237663314996325	0.208767151812286	Pde2a/Pik3cg	2
GO:0007156	GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	3/132	109/28891	0.0137670822711286	0.237663314996325	0.208767151812286	Emb/Cdh17/Plxnb2	3
GO:0007264	GO:0007264	small GTPase mediated signal transduction	6/132	428/28891	0.0140258283824608	0.240323149000971	0.211103591365239	Rap1gap/Dennd4a/Rasgef1a/Eps8/Pik3cg/Itsn1	6
GO:0042886	GO:0042886	amide transport	6/132	432/28891	0.0146210305351883	0.248665823028091	0.218431925968193	Cask/Slc25a13/Cdh17/Slc16a1/Per2/Itsn1	6
GO:0002446	GO:0002446	neutrophil mediated immunity	2/132	41/28891	0.0151217709770234	0.249781195419034	0.219411686421634	Dnase1l3/Lyst	2
GO:0007431	GO:0007431	salivary gland development	2/132	41/28891	0.0151217709770234	0.249781195419034	0.219411686421634	Dag1/Ctnnd1	2
GO:0014823	GO:0014823	response to activity	2/132	41/28891	0.0151217709770234	0.249781195419034	0.219411686421634	Dag1/Perm1	2
GO:0045879	GO:0045879	negative regulation of smoothened signaling pathway	2/132	41/28891	0.0151217709770234	0.249781195419034	0.219411686421634	Traf3ip1/Serpine2	2
GO:0031076	GO:0031076	embryonic camera-type eye development	2/132	42/28891	0.0158308861704992	0.257291783932891	0.226009104169915	Traf3ip1/Rara	2
GO:1901532	GO:1901532	regulation of hematopoietic progenitor cell differentiation	2/132	42/28891	0.0158308861704992	0.257291783932891	0.226009104169915	Rara/Cdk6	2
GO:0014074	GO:0014074	response to purine-containing compound	3/132	116/28891	0.0162442786627559	0.257291783932891	0.226009104169915	Pde2a/Hmgcs1/Pik3cg	3
GO:0018108	GO:0018108	peptidyl-tyrosine phosphorylation	5/132	322/28891	0.0163678898704726	0.257291783932891	0.226009104169915	Traf3ip1/Gprc5b/Wee1/Ctnnd1/Il9r	5
GO:0006220	GO:0006220	pyrimidine nucleotide metabolic process	2/132	43/28891	0.0165540234886462	0.257291783932891	0.226009104169915	Dctd/Tyms	2
GO:0043277	GO:0043277	apoptotic cell clearance	2/132	43/28891	0.0165540234886462	0.257291783932891	0.226009104169915	Rara/Xkr8	2
GO:0018212	GO:0018212	peptidyl-tyrosine modification	5/132	324/28891	0.0167658903767777	0.257291783932891	0.226009104169915	Traf3ip1/Gprc5b/Wee1/Ctnnd1/Il9r	5
GO:0031334	GO:0031334	positive regulation of protein-containing complex assembly	4/132	214/28891	0.0169480118405466	0.257291783932891	0.226009104169915	Tppp3/Bcl2l11/Tppp/Cdh17	4
GO:2000146	GO:2000146	negative regulation of cell motility	5/132	326/28891	0.017170283338126	0.257291783932891	0.226009104169915	Mcc/Dpp4/Dag1/Ctnna1/Srgap2	5
GO:0002262	GO:0002262	myeloid cell homeostasis	4/132	215/28891	0.0172098054521887	0.257291783932891	0.226009104169915	Hbb-b1/Bcl2l11/Xkr8/Cdk6	4
GO:0001504	GO:0001504	neurotransmitter uptake	2/132	44/28891	0.0172910420428824	0.257291783932891	0.226009104169915	Slc29a1/Per2	2
GO:0010543	GO:0010543	regulation of platelet activation	2/132	44/28891	0.0172910420428824	0.257291783932891	0.226009104169915	Serpine2/Txk	2
GO:0044331	GO:0044331	cell-cell adhesion mediated by cadherin	2/132	44/28891	0.0172910420428824	0.257291783932891	0.226009104169915	Cdh17/Ctnnd1	2
GO:1901021	GO:1901021	positive regulation of calcium ion transmembrane transporter activity	2/132	44/28891	0.0172910420428824	0.257291783932891	0.226009104169915	Ehd3/Gsto1	2
GO:0000280	GO:0000280	nuclear division	6/132	450/28891	0.0175181622683516	0.257291783932891	0.226009104169915	Bcl2l11/Aurkb/Fanca/Rad51/Cdk1/Eps8	6
GO:0010631	GO:0010631	epithelial cell migration	5/132	328/28891	0.0175811081576344	0.257291783932891	0.226009104169915	Lgals8/Mcc/Dpp4/Nr4a1/Pik3cg	5
GO:0030522	GO:0030522	intracellular receptor signaling pathway	5/132	328/28891	0.0175811081576344	0.257291783932891	0.226009104169915	Dnaja1/Wdfy1/Rara/Nedd4/Fabp5	5
GO:1902749	GO:1902749	regulation of cell cycle G2/M phase transition	3/132	120/28891	0.0177648238083218	0.257291783932891	0.226009104169915	Gpr132/Cdk1/Cdk6	3
GO:1903706	GO:1903706	regulation of hemopoiesis	6/132	452/28891	0.0178627349179549	0.257291783932891	0.226009104169915	Gpr137b/Rara/Gpr171/Tcf7/Fanca/Cdk6	6
GO:0090132	GO:0090132	epithelium migration	5/132	330/28891	0.017998403653863	0.257291783932891	0.226009104169915	Lgals8/Mcc/Dpp4/Nr4a1/Pik3cg	5
GO:0042771	GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	2/132	45/28891	0.0180418019221234	0.257291783932891	0.226009104169915	Steap3/Ifi204	2
