category	subcategory	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
mmu00512	Metabolism	Glycan biosynthesis and metabolism	mmu00512	Mucin type O-glycan biosynthesis - Mus musculus (house mouse)	1/79	32/9468	0.235525481953805	0.640283578087103	0.605208967472234	St6galnac3	1
mmu04215	Cellular Processes	Cell growth and death	mmu04215	Apoptosis - multiple species - Mus musculus (house mouse)	1/79	32/9468	0.235525481953805	0.640283578087103	0.605208967472234	Ngfr	1
mmu05205	Human Diseases	Cancer: overview	mmu05205	Proteoglycans in cancer - Mus musculus (house mouse)	3/79	203/9468	0.239884498768195	0.640283578087103	0.605208967472234	Esr1/Arhgef12/Igf1r	3
mmu04066	Environmental Information Processing	Signal transduction	mmu04066	HIF-1 signaling pathway - Mus musculus (house mouse)	2/79	114/9468	0.246087142789828	0.640283578087103	0.605208967472234	Aldoc/Igf1r	2
mmu04724	Organismal Systems	Nervous system	mmu04724	Glutamatergic synapse - Mus musculus (house mouse)	2/79	114/9468	0.246087142789828	0.640283578087103	0.605208967472234	Gnb3/Cacna1d	2
mmu00030	Metabolism	Carbohydrate metabolism	mmu00030	Pentose phosphate pathway - Mus musculus (house mouse)	1/79	34/9468	0.248273224156223	0.640283578087103	0.605208967472234	Aldoc	1
mmu03030	Genetic Information Processing	Replication and repair	mmu03030	DNA replication - Mus musculus (house mouse)	1/79	35/9468	0.2545681589974	0.647991677447928	0.612494818640361	Mcm6	1
mmu00051	Metabolism	Carbohydrate metabolism	mmu00051	Fructose and mannose metabolism - Mus musculus (house mouse)	1/79	36/9468	0.260811042008023	0.648992573515643	0.613440885815001	Aldoc	1
mmu04670	Organismal Systems	Immune system	mmu04670	Leukocyte transendothelial migration - Mus musculus (house mouse)	2/79	119/9468	0.261583741365999	0.648992573515643	0.613440885815001	F11r/Rapgef3	2
mmu04114	Cellular Processes	Cell growth and death	mmu04114	Oocyte meiosis - Mus musculus (house mouse)	2/79	121/9468	0.267787644162271	0.650674140591184	0.615030336971259	Igf1r/Ccnb1	2
mmu04650	Organismal Systems	Immune system	mmu04650	Natural killer cell mediated cytotoxicity - Mus musculus (house mouse)	2/79	122/9468	0.270889829102163	0.650674140591184	0.615030336971259	Fcgr4/Fyn	2
mmu01250	Metabolism	Global and overview maps	mmu01250	Biosynthesis of nucleotide sugars - Mus musculus (house mouse)	1/79	38/9468	0.273142348854963	0.650674140591184	0.615030336971259	Uap1	1
mmu04611	Organismal Systems	Immune system	mmu04611	Platelet activation - Mus musculus (house mouse)	2/79	125/9468	0.280194752693152	0.650674140591184	0.615030336971259	Arhgef12/Fyn	2
mmu04216	Cellular Processes	Cell growth and death	mmu04216	Ferroptosis - Mus musculus (house mouse)	1/79	40/9468	0.2852705032514	0.650674140591184	0.615030336971259	Prnp	1
mmu04152	Environmental Information Processing	Signal transduction	mmu04152	AMPK signaling pathway - Mus musculus (house mouse)	2/79	127/9468	0.286394606946967	0.650674140591184	0.615030336971259	Creb5/Igf1r	2
mmu04024	Environmental Information Processing	Signal transduction	mmu04024	cAMP signaling pathway - Mus musculus (house mouse)	3/79	224/9468	0.287309555975014	0.650674140591184	0.615030336971259	Creb5/Cacna1d/Rapgef3	3
mmu05150	Human Diseases	Infectious disease: bacterial	mmu05150	Staphylococcus aureus infection - Mus musculus (house mouse)	2/79	128/9468	0.289492902730204	0.650674140591184	0.615030336971259	Fcgr2b/Fcgr4	2
mmu04926	Organismal Systems	Endocrine system	mmu04926	Relaxin signaling pathway - Mus musculus (house mouse)	2/79	129/9468	0.292589850724217	0.650674140591184	0.615030336971259	Gnb3/Creb5	2
mmu00760	Metabolism	Metabolism of cofactors and vitamins	mmu00760	Nicotinate and nicotinamide metabolism - Mus musculus (house mouse)	1/79	42/9468	0.297198809828416	0.650674140591184	0.615030336971259	Nt5e	1
mmu04068	Environmental Information Processing	Signal transduction	mmu04068	FoxO signaling pathway - Mus musculus (house mouse)	2/79	131/9468	0.298778942108197	0.650674140591184	0.615030336971259	Igf1r/Ccnb1	2
mmu00513	Metabolism	Glycan biosynthesis and metabolism	mmu00513	Various types of N-glycan biosynthesis - Mus musculus (house mouse)	1/79	43/9468	0.303089038347783	0.652807159518302	0.617046509533948	B4galt3	1
mmu04962	Organismal Systems	Excretory system	mmu04962	Vasopressin-regulated water reabsorption - Mus musculus (house mouse)	1/79	44/9468	0.308930520148369	0.655720644748272	0.619800394606315	Creb5	1
mmu04142	Cellular Processes	Transport and catabolism	mmu04142	Lysosome - Mus musculus (house mouse)	2/79	135/9468	0.311132754906068	0.655720644748272	0.619800394606315	Ap4s1/Laptm4b	2
mmu05170	Human Diseases	Infectious disease: viral	mmu05170	Human immunodeficiency virus 1 infection - Mus musculus (house mouse)	3/79	237/9468	0.317086067063478	0.661158182387678	0.62494006498513	Gnb3/Cd3g/Ccnb1	3
mmu04973	Organismal Systems	Digestive system	mmu04973	Carbohydrate digestion and absorption - Mus musculus (house mouse)	1/79	48/9468	0.3318168979569	0.672748556950325	0.635895521070125	Cacna1d	1
mmu05030	Human Diseases	Substance dependence	mmu05030	Cocaine addiction - Mus musculus (house mouse)	1/79	48/9468	0.3318168979569	0.672748556950325	0.635895521070125	Creb5	1
mmu04270	Organismal Systems	Circulatory system	mmu04270	Vascular smooth muscle contraction - Mus musculus (house mouse)	2/79	144/9468	0.338759764597368	0.672748556950325	0.635895521070125	Cacna1d/Arhgef12	2
mmu05166	Human Diseases	Infectious disease: viral	mmu05166	Human T-cell leukemia virus 1 infection - Mus musculus (house mouse)	3/79	247/9468	0.340056402765382	0.672748556950325	0.635895521070125	Cd3g/Creb5/Il2rb	3
mmu05224	Human Diseases	Cancer: specific types	mmu05224	Breast cancer - Mus musculus (house mouse)	2/79	147/9468	0.347901500022938	0.672748556950325	0.635895521070125	Esr1/Igf1r	2
mmu00520	Metabolism	Carbohydrate metabolism	mmu00520	Amino sugar and nucleotide sugar metabolism - Mus musculus (house mouse)	1/79	51/9468	0.348489039543789	0.672748556950325	0.635895521070125	Uap1	1
mmu05163	Human Diseases	Infectious disease: viral	mmu05163	Human cytomegalovirus infection - Mus musculus (house mouse)	3/79	253/9468	0.35382768226461	0.672748556950325	0.635895521070125	Gnb3/Creb5/Arhgef12	3
mmu04072	Environmental Information Processing	Signal transduction	mmu04072	Phospholipase D signaling pathway - Mus musculus (house mouse)	2/79	149/9468	0.353973888324935	0.672748556950325	0.635895521070125	Rapgef3/Fyn	2
mmu04723	Organismal Systems	Nervous system	mmu04723	Retrograde endocannabinoid signaling - Mus musculus (house mouse)	2/79	149/9468	0.353973888324935	0.672748556950325	0.635895521070125	Gnb3/Cacna1d	2
mmu00510	Metabolism	Glycan biosynthesis and metabolism	mmu00510	N-Glycan biosynthesis - Mus musculus (house mouse)	1/79	53/9468	0.359374923715459	0.672748556950325	0.635895521070125	B4galt3	1
mmu04978	Organismal Systems	Digestive system	mmu04978	Mineral absorption - Mus musculus (house mouse)	1/79	54/9468	0.364750322656136	0.672748556950325	0.635895521070125	Slc34a1	1
mmu00270	Metabolism	Amino acid metabolism	mmu00270	Cysteine and methionine metabolism - Mus musculus (house mouse)	1/79	55/9468	0.370081183555878	0.672748556950325	0.635895521070125	Lacc1	1
mmu00600	Metabolism	Lipid metabolism	mmu00600	Sphingolipid metabolism - Mus musculus (house mouse)	1/79	55/9468	0.370081183555878	0.672748556950325	0.635895521070125	Cerk	1
mmu00240	Metabolism	Nucleotide metabolism	mmu00240	Pyrimidine metabolism - Mus musculus (house mouse)	1/79	56/9468	0.375367870743712	0.672748556950325	0.635895521070125	Nt5e	1
mmu04370	Environmental Information Processing	Signal transduction	mmu04370	VEGF signaling pathway - Mus musculus (house mouse)	1/79	58/9468	0.385810166613805	0.672748556950325	0.635895521070125	Hspb1	1
mmu04148	NA	NA	mmu04148	Efferocytosis - Mus musculus (house mouse)	2/79	161/9468	0.389975116966249	0.672748556950325	0.635895521070125	Elmo1/Ano7	2
mmu04730	Organismal Systems	Nervous system	mmu04730	Long-term depression - Mus musculus (house mouse)	1/79	60/9468	0.396080066481704	0.672748556950325	0.635895521070125	Igf1r	1
mmu04213	Organismal Systems	Aging	mmu04213	Longevity regulating pathway - multiple species - Mus musculus (house mouse)	1/79	61/9468	0.401151247896239	0.672748556950325	0.635895521070125	Igf1r	1
mmu04961	Organismal Systems	Excretory system	mmu04961	Endocrine and other factor-regulated calcium reabsorption - Mus musculus (house mouse)	1/79	61/9468	0.401151247896239	0.672748556950325	0.635895521070125	Esr1	1
mmu05160	Human Diseases	Infectious disease: viral	mmu05160	Hepatitis C - Mus musculus (house mouse)	2/79	166/9468	0.40472505893138	0.672748556950325	0.635895521070125	Socs3/Oas1a	2
mmu04530	Cellular Processes	Cellular community - eukaryotes	mmu04530	Tight junction - Mus musculus (house mouse)	2/79	168/9468	0.410579104006155	0.672748556950325	0.635895521070125	F11r/Cacna1d	2
mmu04929	Organismal Systems	Endocrine system	mmu04929	GnRH secretion - Mus musculus (house mouse)	1/79	63/9468	0.41116780883771	0.672748556950325	0.635895521070125	Cacna1d	1
mmu00310	Metabolism	Amino acid metabolism	mmu00310	Lysine degradation - Mus musculus (house mouse)	1/79	64/9468	0.416113874026634	0.672748556950325	0.635895521070125	Hykk	1
mmu04630	Environmental Information Processing	Signal transduction	mmu04630	JAK-STAT signaling pathway - Mus musculus (house mouse)	2/79	171/9468	0.419308617613384	0.672748556950325	0.635895521070125	Socs3/Il2rb	2
mmu04022	Environmental Information Processing	Signal transduction	mmu04022	cGMP-PKG signaling pathway - Mus musculus (house mouse)	2/79	172/9468	0.422204354736196	0.672748556950325	0.635895521070125	Creb5/Cacna1d	2
mmu05164	Human Diseases	Infectious disease: viral	mmu05164	Influenza A - Mus musculus (house mouse)	2/79	173/9468	0.425092899952181	0.672748556950325	0.635895521070125	Socs3/Oas1a	2
mmu04664	Organismal Systems	Immune system	mmu04664	Fc epsilon RI signaling pathway - Mus musculus (house mouse)	1/79	66/9468	0.425883267266824	0.672748556950325	0.635895521070125	Fyn	1
mmu05225	Human Diseases	Cancer: specific types	mmu05225	Hepatocellular carcinoma - Mus musculus (house mouse)	2/79	174/9468	0.427974171137969	0.672748556950325	0.635895521070125	Igf1r/Gstm1	2
mmu00010	Metabolism	Carbohydrate metabolism	mmu00010	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)	1/79	67/9468	0.430707264489321	0.672748556950325	0.635895521070125	Aldoc	1
mmu04720	Organismal Systems	Nervous system	mmu04720	Long-term potentiation - Mus musculus (house mouse)	1/79	67/9468	0.430707264489321	0.672748556950325	0.635895521070125	Rapgef3	1
mmu04145	Cellular Processes	Transport and catabolism	mmu04145	Phagosome - Mus musculus (house mouse)	2/79	179/9468	0.442268669072426	0.672748556950325	0.635895521070125	Fcgr2b/Fcgr4	2
mmu05140	Human Diseases	Infectious disease: parasitic	mmu05140	Leishmaniasis - Mus musculus (house mouse)	1/79	70/9468	0.4449404170208	0.672748556950325	0.635895521070125	Fcgr4	1
mmu04218	Cellular Processes	Cell growth and death	mmu04218	Cellular senescence - Mus musculus (house mouse)	2/79	181/9468	0.447932876566231	0.672748556950325	0.635895521070125	Cacna1d/Ccnb1	2
mmu00480	Metabolism	Metabolism of other amino acids	mmu00480	Glutathione metabolism - Mus musculus (house mouse)	1/79	72/9468	0.454233398365451	0.672748556950325	0.635895521070125	Gstm1	1
mmu00562	Metabolism	Carbohydrate metabolism	mmu00562	Inositol phosphate metabolism - Mus musculus (house mouse)	1/79	72/9468	0.454233398365451	0.672748556950325	0.635895521070125	Pik3c2b	1
mmu04920	Organismal Systems	Endocrine system	mmu04920	Adipocytokine signaling pathway - Mus musculus (house mouse)	1/79	72/9468	0.454233398365451	0.672748556950325	0.635895521070125	Socs3	1
mmu05218	Human Diseases	Cancer: specific types	mmu05218	Melanoma - Mus musculus (house mouse)	1/79	72/9468	0.454233398365451	0.672748556950325	0.635895521070125	Igf1r	1
mmu00980	Metabolism	Xenobiotics biodegradation and metabolism	mmu00980	Metabolism of xenobiotics by cytochrome P450 - Mus musculus (house mouse)	1/79	74/9468	0.46337273055252	0.672748556950325	0.635895521070125	Gstm1	1
mmu04115	Cellular Processes	Cell growth and death	mmu04115	p53 signaling pathway - Mus musculus (house mouse)	1/79	74/9468	0.46337273055252	0.672748556950325	0.635895521070125	Ccnb1	1
mmu04918	Organismal Systems	Endocrine system	mmu04918	Thyroid hormone synthesis - Mus musculus (house mouse)	1/79	74/9468	0.46337273055252	0.672748556950325	0.635895521070125	Creb5	1
mmu05214	Human Diseases	Cancer: specific types	mmu05214	Glioma - Mus musculus (house mouse)	1/79	74/9468	0.46337273055252	0.672748556950325	0.635895521070125	Igf1r	1
