ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0150077	GO:0150077	regulation of neuroinflammatory response	3/145	32/28891	0.000551991491894323	0.0199775550902028	0.015250406610952	Cd200/Syt11/Lrrk2	3
GO:1903169	GO:1903169	regulation of calcium ion transmembrane transport	6/145	203/28891	0.000578249981962805	0.0206450871938612	0.015759985283652	Prnp/Ubash3b/Cacna1d/Rapgef3/Akap5/Fyn	6
GO:0098739	GO:0098739	import across plasma membrane	6/145	207/28891	0.000640478260756822	0.022561914198927	0.017223246984001	Prnp/Cln8/Slc34a1/Cacna1d/Akap5/Fyn	6
GO:0009101	GO:0009101	glycoprotein biosynthetic process	7/145	289/28891	0.000664797027654684	0.0231104440403115	0.0176419820635232	Hs3st1/Chst7/Chst3/B3gnt8/St6galnac3/Uggt2/Gxylt1	7
GO:0032944	GO:0032944	regulation of mononuclear cell proliferation	7/145	290/28891	0.000678428672378612	0.0232780331483674	0.017769915738584	Fcgr2b/Prnp/Cd59a/Spn/Tnfsf4/Slamf1/Csf1	7
GO:0032874	GO:0032874	positive regulation of stress-activated MAPK cascade	5/145	139/28891	0.000696833346019821	0.0233042240529667	0.0177899092734707	Fcgr2b/Scimp/Slamf1/Mid1/Stk3	5
GO:0099175	GO:0099175	regulation of postsynapse organization	5/145	139/28891	0.000696833346019821	0.0233042240529667	0.0177899092734707	Fcgr2b/Prnp/Nrp2/Lrrk2/Fyn	5
GO:0032609	GO:0032609	type II interferon production	5/145	141/28891	0.000743246093547362	0.0242426688784214	0.0185062964943047	Irf8/Prnp/Spn/Tnfsf4/Slamf1	5
GO:0070304	GO:0070304	positive regulation of stress-activated protein kinase signaling cascade	5/145	141/28891	0.000743246093547362	0.0242426688784214	0.0185062964943047	Fcgr2b/Scimp/Slamf1/Mid1/Stk3	5
GO:0010639	GO:0010639	negative regulation of organelle organization	8/145	387/28891	0.000780991421842219	0.025163162640331	0.0192089802856186	Esr1/Dlc1/Lrrk2/F11r/Ndc80/Ttk/Mid1/Ccnb1	8
GO:0032680	GO:0032680	regulation of tumor necrosis factor production	6/145	216/28891	0.000799462062063045	0.0253948527993321	0.0193858472303758	Syt11/Spn/Lrrk2/Hspb1/Slamf1/Oas1a	6
GO:0032943	GO:0032943	mononuclear cell proliferation	8/145	389/28891	0.00080740637212108	0.0253948527993321	0.0193858472303758	Fcgr2b/Prnp/Cd59a/Spn/Tnfsf4/Slamf1/Csf1/Fyn	8
GO:0045471	GO:0045471	response to ethanol	4/145	83/28891	0.000822512208570124	0.0255656147652032	0.0195162029922026	Ggh/Oprm1/Igf1r/Fyn	4
GO:2000406	GO:2000406	positive regulation of T cell migration	3/145	37/28891	0.000848998471855147	0.0260772877123893	0.0199068023654082	Cxcl13/Spn/Tnfsf4	3
GO:1903555	GO:1903555	regulation of tumor necrosis factor superfamily cytokine production	6/145	219/28891	0.000858714621868991	0.0260772877123893	0.0199068023654082	Syt11/Spn/Lrrk2/Hspb1/Slamf1/Oas1a	6
GO:0031345	GO:0031345	negative regulation of cell projection organization	6/145	221/28891	0.000900059659398583	0.0270222456833075	0.0206281615718623	Prnp/Ngfr/Lrrk2/Mag/Lrp4/Fyn	6
GO:0050900	GO:0050900	leukocyte migration	8/145	398/28891	0.000935317136105481	0.027375831798551	0.0208980810892958	Cd200/Cxcl13/Spn/Fer/F11r/Tnfsf4/Slamf1/Csf1	8
GO:0043954	GO:0043954	cellular component maintenance	4/145	86/28891	0.000939529004332743	0.027375831798551	0.0208980810892958	Fcgr2b/Prnp/Igf1r/Fyn	4
GO:0032640	GO:0032640	tumor necrosis factor production	6/145	223/28891	0.000942922291320264	0.027375831798551	0.0208980810892958	Syt11/Spn/Lrrk2/Hspb1/Slamf1/Oas1a	6
GO:0008203	GO:0008203	cholesterol metabolic process	5/145	150/28891	0.000981230300106003	0.0278327187645085	0.0212468581030313	Gnb3/Cyp11a1/Cln8/Fmo5/Tnfsf4	5
GO:0043523	GO:0043523	regulation of neuron apoptotic process	7/145	310/28891	0.00100092384181512	0.0278327187645085	0.0212468581030313	Fcgr2b/Prnp/Cln8/Ngfr/Esr1/Mag/Fyn	7
GO:0071706	GO:0071706	tumor necrosis factor superfamily cytokine production	6/145	226/28891	0.00101014327282031	0.0278327187645085	0.0212468581030313	Syt11/Spn/Lrrk2/Hspb1/Slamf1/Oas1a	6
GO:0051224	GO:0051224	negative regulation of protein transport	5/145	151/28891	0.00101079144095182	0.0278327187645085	0.0212468581030313	Cd200/Lrrk2/Oprm1/Mdfic/Klf7	5
GO:0032456	GO:0032456	endocytic recycling	4/145	88/28891	0.00102375495888942	0.0278327187645085	0.0212468581030313	Fcgr2b/Ehd2/Ankrd50/Akap5	4
GO:0002285	GO:0002285	lymphocyte activation involved in immune response	6/145	227/28891	0.00103334963608635	0.0278327187645085	0.0212468581030313	Irf8/Fgl2/Aicda/Spn/Tnfsf4/Fcgr4	6
GO:0070663	GO:0070663	regulation of leukocyte proliferation	7/145	313/28891	0.00105823667385969	0.0278327187645085	0.0212468581030313	Fcgr2b/Prnp/Cd59a/Spn/Tnfsf4/Slamf1/Csf1	7
GO:0045589	GO:0045589	regulation of regulatory T cell differentiation	3/145	40/28891	0.00106774688859119	0.0278327187645085	0.0212468581030313	Lag3/Hspb1/Tnfsf4	3
GO:0046328	GO:0046328	regulation of JNK cascade	5/145	153/28891	0.00107189216619918	0.0278327187645085	0.0212468581030313	Fcgr2b/Slamf1/Igf1r/Stk3/Mdfic	5
GO:0051783	GO:0051783	regulation of nuclear division	5/145	153/28891	0.00107189216619918	0.0278327187645085	0.0212468581030313	Esr1/Ndc80/Ttk/Igf1r/Ccnb1	5
GO:1903037	GO:1903037	regulation of leukocyte cell-cell adhesion	8/145	407/28891	0.00107900357071463	0.0278327187645085	0.0212468581030313	Prnp/Fgl2/Cd59a/Spn/Lag3/Hspb1/Tnfsf4/Slamf1	8
GO:1902065	GO:1902065	response to L-glutamate	2/145	10/28891	0.00109638793429679	0.0278327187645085	0.0212468581030313	Igf1r/Fyn	2
GO:0002707	GO:0002707	negative regulation of lymphocyte mediated immunity	4/145	90/28891	0.00111314937426334	0.0278327187645085	0.0212468581030313	Fcgr2b/Spn/Slamf1/Serpinb9	4
GO:1904950	GO:1904950	negative regulation of establishment of protein localization	5/145	155/28891	0.00113569127518078	0.0278327187645085	0.0212468581030313	Cd200/Lrrk2/Oprm1/Mdfic/Klf7	5
GO:0043491	GO:0043491	phosphatidylinositol 3-kinase/protein kinase B signal transduction	7/145	317/28891	0.00113863515267734	0.0278327187645085	0.0212468581030313	Pik3c2b/Rcn3/Ngfr/Fer/Igf1r/Rapgef3/Stk3	7
GO:0032689	GO:0032689	negative regulation of type II interferon production	3/145	41/28891	0.00114783060109856	0.0278327187645085	0.0212468581030313	Prnp/Tnfsf4/Slamf1	3
GO:0060603	GO:0060603	mammary gland duct morphogenesis	3/145	41/28891	0.00114783060109856	0.0278327187645085	0.0212468581030313	Esr1/Kdm5b/Csf1	3
GO:0050863	GO:0050863	regulation of T cell activation	8/145	411/28891	0.00114828400655996	0.0278327187645085	0.0212468581030313	Prnp/Fgl2/Cd59a/Spn/Lag3/Hspb1/Tnfsf4/Slamf1	8
GO:0071219	GO:0071219	cellular response to molecule of bacterial origin	7/145	322/28891	0.00124579527400215	0.0299217373992152	0.0228415669376853	Fcgr2b/Irf8/Aicda/Cxcl13/Scimp/Tnfsf4/Fcgr4	7
GO:0016197	GO:0016197	endosomal transport	6/145	238/28891	0.00131658393440134	0.030736825470107	0.023463786445964	Fcgr2b/Laptm4b/Lrrk2/Ehd2/Ankrd50/Akap5	6
GO:0046777	GO:0046777	protein autophosphorylation	6/145	238/28891	0.00131658393440134	0.030736825470107	0.023463786445964	Rap2b/Lrrk2/Fer/Ttk/Igf1r/Fyn	6
GO:2000403	GO:2000403	positive regulation of lymphocyte migration	3/145	43/28891	0.00131913879602145	0.030736825470107	0.023463786445964	Cxcl13/Spn/Tnfsf4	3
GO:0002237	GO:0002237	response to molecule of bacterial origin	8/145	421/28891	0.00133711942273923	0.030736825470107	0.023463786445964	Fcgr2b/Irf8/Aicda/Cxcl13/Scimp/Fer/Tnfsf4/Fcgr4	8
GO:0016358	GO:0016358	dendrite development	7/145	327/28891	0.00136070601944686	0.030736825470107	0.023463786445964	Fcgr2b/Ngfr/Lrrk2/Lrp4/Akap5/Klf7/Fyn	7
GO:1902652	GO:1902652	secondary alcohol metabolic process	5/145	162/28891	0.00138129615563999	0.030736825470107	0.023463786445964	Gnb3/Cyp11a1/Cln8/Fmo5/Tnfsf4	5
GO:0002706	GO:0002706	regulation of lymphocyte mediated immunity	6/145	241/28891	0.0014032420479957	0.030736825470107	0.023463786445964	Fcgr2b/Spn/Lag3/Tnfsf4/Slamf1/Serpinb9	6
GO:0032735	GO:0032735	positive regulation of interleukin-12 production	3/145	44/28891	0.00141048878143127	0.030736825470107	0.023463786445964	Irf8/Scimp/Tnfsf4	3
GO:0046006	GO:0046006	regulation of activated T cell proliferation	3/145	44/28891	0.00141048878143127	0.030736825470107	0.023463786445964	Prnp/Tnfsf4/Slamf1	3
GO:0002440	GO:0002440	production of molecular mediator of immune response	8/145	425/28891	0.00141924420118662	0.030736825470107	0.023463786445964	Fcgr2b/Fgl2/Aicda/Scimp/Lacc1/Tnfsf4/Slamf1/Fcgr4	8
GO:0070661	GO:0070661	leukocyte proliferation	8/145	425/28891	0.00141924420118662	0.030736825470107	0.023463786445964	Fcgr2b/Prnp/Cd59a/Spn/Tnfsf4/Slamf1/Csf1/Fyn	8
GO:0016125	GO:0016125	sterol metabolic process	5/145	163/28891	0.00141933864774907	0.030736825470107	0.023463786445964	Gnb3/Cyp11a1/Cln8/Fmo5/Tnfsf4	5
GO:0006909	GO:0006909	phagocytosis	6/145	242/28891	0.00143307435746874	0.030781971157987	0.0234982496269585	Fcgr2b/Irf8/Elmo1/Syt11/Il2rb/Slamf1	6
GO:0051899	GO:0051899	membrane depolarization	4/145	97/28891	0.00146916109674888	0.0313026098194398	0.0238956932204656	Scn4a/Ngfr/Lrrk2/Cacna1d	4
GO:0045066	GO:0045066	regulatory T cell differentiation	3/145	45/28891	0.00150571768084007	0.0318248489022356	0.0242943585388595	Lag3/Hspb1/Tnfsf4	3
GO:0036005	GO:0036005	response to macrophage colony-stimulating factor	2/145	12/28891	0.00159747514449039	0.0324021014893498	0.0247350199026233	Fer/Csf1	2
GO:0036006	GO:0036006	cellular response to macrophage colony-stimulating factor stimulus	2/145	12/28891	0.00159747514449039	0.0324021014893498	0.0247350199026233	Fer/Csf1	2
GO:0044771	GO:0044771	meiotic cell cycle phase transition	2/145	12/28891	0.00159747514449039	0.0324021014893498	0.0247350199026233	Ndc80/Ttk	2
GO:0006040	GO:0006040	amino sugar metabolic process	3/145	46/28891	0.00160488524491195	0.0324021014893498	0.0247350199026233	Chst7/Chst3/Uap1	3
GO:0009306	GO:0009306	protein secretion	8/145	434/28891	0.00161872145362586	0.0324021014893498	0.0247350199026233	Rcn3/Cd200/Apbb1/Camk2n1/Cacna1d/Oprm1/Akap5/Klf7	8
GO:0035592	GO:0035592	establishment of protein localization to extracellular region	8/145	435/28891	0.00164219116941871	0.0324021014893498	0.0247350199026233	Rcn3/Cd200/Apbb1/Camk2n1/Cacna1d/Oprm1/Akap5/Klf7	8
GO:0007040	GO:0007040	lysosome organization	4/145	100/28891	0.00164353389707479	0.0324021014893498	0.0247350199026233	Cln8/Laptm4b/Lrrk2/Gm6377	4
GO:0080171	GO:0080171	lytic vacuole organization	4/145	100/28891	0.00164353389707479	0.0324021014893498	0.0247350199026233	Cln8/Laptm4b/Lrrk2/Gm6377	4
GO:0001763	GO:0001763	morphogenesis of a branching structure	6/145	249/28891	0.0016556713478661	0.0324021014893498	0.0247350199026233	Socs3/Esr1/Hoxb7/Lrrk2/Kdm5b/Csf1	6
GO:0002685	GO:0002685	regulation of leukocyte migration	6/145	249/28891	0.0016556713478661	0.0324021014893498	0.0247350199026233	Cd200/Cxcl13/Spn/Tnfsf4/Slamf1/Csf1	6
GO:0030217	GO:0030217	T cell differentiation	7/145	339/28891	0.00167041383889213	0.0324502453114192	0.0247717717903818	Fgl2/Cd3g/Spn/Lag3/Hspb1/Ccr9/Tnfsf4	7
GO:0006672	GO:0006672	ceramide metabolic process	4/145	101/28891	0.00170471731291576	0.0328749134359375	0.0250959536807269	B4galt3/Cln8/Cerk/St6galnac3	4
