"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006954","BP","GO:0006954","inflammatory response","22/175","867/28905",1.57681489601057e-08,4.72595487579181e-06,3.21221974084892e-06,"Fcer1g/Jun/Ccl22/Fcgr2b/Anxa1/Ffar4/Gprc5b/Cd36/Ccr2/Cnr2/Clec10a/Cd200r1/Ccl9/Pde2a/Ifi204/Tpsb2/Esr1/Sirpa/Extl3/Serpinb9/Axl/Hmox1",22
"GO:0050794","BP","GO:0050794","regulation of cellular process","109/175","11938/28905",1.64285801012462e-08,4.72595487579181e-06,3.21221974084892e-06,"Lmtk2/Zfp868/Fcer1g/Bcl11a/Cd209a/Jun/Pik3c2b/Adk/Ifnar1/Ccl22/Ddit4/Lgals8/Mag/Hsh2d/Pear1/Fcgr2b/Rgs18/Itga5/Elmo1/Sema4a/Cish/Klhl41/Pid1/Anxa1/Ffar4/Gprc5b/Slc34a1/Cd36/Dhrs3/Ccr2/Pacsin1/Cnr2/Cd300lb/Pira6/Ctla4/Ehd3/Il21r/Nod1/Cd200r1/Ccl9/Slfn1/Frmd5/Pde2a/Gm14137/Sh2d1b1/Ngfr/S100a4/Sptb/Ifi204/Zfp1/Trim40/Errfi1/Esr1/Sirpa/Slc44a4/Card6/Tmem64/Arhgef10/Cpt1a/Calcrl/Mid1/Rnf122/Dnph1/Extl3/Rasgef1b/Rgs13/Tdg/Ifitm2/Ncs1/Serpine2/Tfip11/Lima1/Bhlhe40/Zfp273/Sorl1/Ptpn14/Zfp74/Wee1/Serpinb9/Dhcr7/Creb3l2/Axl/Mex3d/Zfp281/Mios/Cyth3/Ppp4r2/Wls/Samd11/Rangrf/Tubb3/Stxbp6/Slc15a2/Myo1f/Hmox1/Upf1/Socs4/Ifitm3/Tpx2/Ahi1/Tapt1/Ccnb2/Pkib/Dffb/Ttk/Hspa1a/Trpm2/Gpr35/Heatr1",109
"GO:0051239","BP","GO:0051239","regulation of multicellular organismal process","47/175","3329/28905",1.82937336932111e-08,4.8576899006896e-06,3.30175970867754e-06,"Fcer1g/Bcl11a/Cd209a/Jun/Adk/Ifnar1/Lgals8/Mag/Pear1/Fcgr2b/Itga5/Sema4a/Anxa1/Ffar4/Gprc5b/Cd36/Dhrs3/Ccr2/Cnr2/Cd300lb/Pira6/Ctla4/Ehd3/Nod1/Cd200r1/Ccl9/Slfn1/Sh2d1b1/Ngfr/Ifi204/Errfi1/Esr1/Sirpa/Tmem64/Calcrl/Ank/Extl3/Tdg/Serpine2/Bhlhe40/Sorl1/Axl/Wls/Rangrf/Hmox1/Ahi1/Gpr35",47
"GO:0006996","BP","GO:0006996","organelle organization","49/175","3584/28905",2.29567614517216e-08,5.6604814665245e-06,3.84741513352537e-06,"Rpgrip1/Jun/Pik3c2b/Tubb2a/Pex19/Elmo1/Tep1/Klhl41/Pid1/Anxa1/Haus8/Oxa1l/Pacsin1/Ehd3/Frmd5/Pde2a/Gm14137/Sptb/Trappc10/Esr1/Sirpa/Mcm5/Arhgef10/Unc119b/Mid1/Phactr2/Fam174b/Serpine2/Lima1/Wee1/Krt80/Rangrf/Tubb3/Stxbp6/Rec8/Myo1f/Upf1/Tpx2/Ahi1/Tapt1/Ccnb2/Pkib/Dffb/Ttk/Gm6377/Hspa1a/Trpm2/Gpr35/Lysmd3",49
"GO:0048523","BP","GO:0048523","negative regulation of cellular process","63/175","5339/28905",3.0343800905991e-08,6.98312004849874e-06,4.74640927855818e-06,"Fcer1g/Bcl11a/Jun/Ddit4/Mag/Hsh2d/Fcgr2b/Rgs18/Itga5/Sema4a/Cish/Pid1/Anxa1/Ffar4/Cd36/Dhrs3/Ccr2/Pacsin1/Cnr2/Pira6/Ctla4/Cd200r1/Ccl9/Slfn1/Frmd5/Pde2a/Sh2d1b1/Ngfr/Sptb/Ifi204/Trim40/Errfi1/Esr1/Sirpa/Tmem64/Mid1/Extl3/Rgs13/Tdg/Serpine2/Tfip11/Lima1/Bhlhe40/Sorl1/Ptpn14/Wee1/Serpinb9/Axl/Mex3d/Zfp281/Samd11/Myo1f/Hmox1/Upf1/Socs4/Ifitm3/Tpx2/Ahi1/Pkib/Dffb/Ttk/Trpm2/Gpr35",63
"GO:0048519","BP","GO:0048519","negative regulation of biological process","66/175","5817/28905",5.55367510354278e-08,1.19820540358936e-05,8.14417224065583e-06,"Fcer1g/Bcl11a/Jun/Ddit4/Mag/Hsh2d/Fcgr2b/Rgs18/Itga5/Sema4a/Cish/Pid1/Anxa1/Ffar4/Cd36/Dhrs3/Ccr2/Pacsin1/Cnr2/Pira6/Ctla4/Cd200r1/Ccl9/Slfn1/Frmd5/Pde2a/Sh2d1b1/Ngfr/Sptb/Ifi204/Trim40/Errfi1/Esr1/Sirpa/Tmem64/Calcrl/Mid1/Extl3/Rgs13/Tdg/Gchfr/Ifitm2/Serpine2/Tfip11/Lima1/Bhlhe40/Sorl1/Ptpn14/Wee1/Serpinb9/Axl/Mex3d/Zfp281/Samd11/Myo1f/Hmox1/Upf1/Socs4/Ifitm3/Tpx2/Ahi1/Pkib/Dffb/Ttk/Trpm2/Gpr35",66
"GO:0098657","BP","GO:0098657","import into cell","22/175","950/28905",7.85148595352165e-08,1.59431350067981e-05,1.08365090962228e-05,"Fcer1g/Cd209a/Pear1/Fcgr2b/Elmo1/Anxa1/Slc34a1/Cd36/Ccr2/Pacsin1/Ehd3/Sirpa/Calcrl/Sorl1/Axl/Scamp1/Mrc1/Slc15a2/Myo1f/Ifitm3/Ahi1/Trpm2",22
"GO:0006897","BP","GO:0006897","endocytosis","19/175","721/28905",9.01798372608275e-08,1.72944887902431e-05,1.17550208920693e-05,"Fcer1g/Cd209a/Pear1/Fcgr2b/Elmo1/Anxa1/Cd36/Ccr2/Pacsin1/Ehd3/Sirpa/Calcrl/Sorl1/Axl/Scamp1/Mrc1/Myo1f/Ifitm3/Ahi1",19
"GO:0044419","BP","GO:0044419","biological process involved in interspecies interaction between organisms","32/175","1907/28905",1.35480410357515e-07,2.46146513975865e-05,1.67305171571691e-05,"Fcer1g/Cd209a/Jun/Hba-a1/Ifnar1/Ccl22/Ddit4/Lgals8/Fcgr2b/Fkbp5/Anxa1/Cd36/Cnr2/Cd300lb/Clec10a/Nod1/Ccl9/Pde2a/Sh2d1b1/Clec4a1/Ifi204/Trim40/Esr1/Sirpa/Tgtp2/Ifitm2/Serpinb9/Axl/Mrc1/Slc15a2/Myo1f/Ifitm3",32
"GO:0050896","BP","GO:0050896","response to stimulus","95/175","10222/28905",2.26501759511511e-07,3.90942036916869e-05,2.65722327342715e-05,"Lmtk2/Fcer1g/Rpgrip1/Cd209a/Jun/Pik3c2b/Hba-a1/Adk/Ifnar1/Ccl22/Ddit4/Lgals8/Mag/Hsh2d/Pear1/Fcgr2b/Fkbp5/Rgs18/Itga5/Elmo1/Sema4a/Ggh/Cish/Pid1/Anxa1/Ffar4/Gprc5b/Slc34a1/Cd36/Dhrs3/Ccr2/Pacsin1/Cnr2/Cd300lb/Ctla4/Il21r/Clec10a/Nod1/Cd200r1/Ccl9/Slfn1/Pde2a/Gm14137/Sh2d1b1/Ngfr/Clec4a1/S100a4/Ifi204/Tpsb2/Trim40/Errfi1/Esr1/Sirpa/Card6/Tmem64/Mcm5/Tgtp2/Chaf1b/Calcrl/Ank/Mid1/Extl3/Rasgef1b/Rgs13/Tdg/Ifitm2/Ncs1/Serpine2/Fcgrt/Bhlhe40/Sorl1/Serpinb9/Creb3l2/Axl/Mios/Cyth3/Ppp4r2/Paqr7/Wls/Gstm4/Tubb3/Mrc1/Rec8/Mkrn1/Slc15a2/Myo1f/Hmox1/Upf1/Socs4/Ifitm3/Ahi1/Ttk/Hspa1a/Trpm2/Gpr35",95
"GO:0016192","BP","GO:0016192","vesicle-mediated transport","28/175","1565/28905",2.58130375187061e-07,4.24317169117017e-05,2.88407321449604e-05,"Lmtk2/Fcer1g/Cd209a/Pear1/Fcgr2b/Elmo1/Anxa1/Cd36/Ccr2/Pacsin1/Ehd3/Trappc10/Sirpa/Ap4s1/Calcrl/Ncs1/Sorl1/Creb3l2/Axl/Cyth3/Scamp1/Rangrf/Mrc1/Stxbp6/Myo1f/Hmox1/Ifitm3/Ahi1",28
"GO:0006810","BP","GO:0006810","transport","53/175","4426/28905",4.07308783161816e-07,6.25138297471165e-05,4.24904941471985e-05,"Lmtk2/Fcer1g/Cd209a/Hba-a1/Pear1/Fcgr2b/Pex19/Elmo1/Pid1/Anxa1/Ffar4/Slc34a1/Cd36/Ccr2/Pacsin1/Osbpl6/Ehd3/Ngfr/Trappc10/Esr1/Sirpa/Slc44a4/Ap4s1/Cpt1a/Calcrl/Ank/Unc119b/Cnnm3/Ncs1/Serpine2/Lima1/Sorl1/Ptpn14/Creb3l2/Axl/Cyth3/Wls/Scamp1/Rangrf/Mrc1/Slc41a2/Stxbp6/Slc15a2/Apobr/Spns3/Myo1f/Hmox1/Abcb9/Ifitm3/Ahi1/Hspa1a/Trpm2/Gpr35",53
"GO:0008152","BP","GO:0008152","metabolic process","103/175","11602/28905",4.16517405615203e-07,6.25138297471165e-05,4.24904941471985e-05,"Lmtk2/Zfp868/Ctse/Fcer1g/Bcl11a/Jun/Pgpep1/B4galt3/Pik3c2b/Hba-a1/Adk/Ifnar1/Ankrd9/Ddit4/Ckb/Lgals8/Fcgr2b/Fkbp5/Itga5/Pex19/Rnpep/Tep1/Ggh/Cish/Klhl41/Pid1/Anxa1/Ffar4/Gprc5b/Oxa1l/Slc34a1/Cd36/Dhrs3/Ccr2/Cnr2/Ehd3/Nod1/Cd200r1/Slfn1/Pde2a/Eif2s3y/Sh2d1b1/Ngfr/Sptb/Ifi204/Zfp1/Tpsb2/Trim40/Errfi1/Esr1/Sirpa/Slc44a4/Mcm5/Chaf1b/Cpt1a/Ank/Rnf122/Dnph1/Extl3/Tdg/Gchfr/Pskh1/Serpine2/Tfip11/Lima1/Bhlhe40/Zfp273/Sorl1/Ak8/Ptpn14/Zfp74/Wee1/Serpinb9/Dhcr7/Creb3l2/Axl/Pcyt1a/Mex3d/Zfp281/Ppp4r2/Gstm4/Tmprss13/Samd11/Sdcbp2/Rec8/Matk/Mkrn1/Apobr/Hmox1/Upf1/Abcb9/Socs4/Tpx2/Ahi1/Ccnb2/Pkib/Dffb/Ppih/Ttk/Rps6kl1/Hspa1a/Klhl2/Heatr1",103
"GO:0048856","BP","GO:0048856","anatomical structure development","68/175","6478/28905",6.66646922080089e-07,9.58860489591861e-05,6.51735083033561e-05,"Lmtk2/Fcer1g/Bcl11a/Rpgrip1/Jun/Hba-a1/Ddit4/Lgals8/Mag/Tubb2a/Mall/Fcgr2b/Itga5/Sema4a/Klhl41/Anxa1/Rbm45/Gprc5b/Cd36/Dhrs3/Ccr2/Pacsin1/Pira6/Ctla4/Ccl9/Pde2a/Gm14137/Ngfr/Sptb/Ifi204/Errfi1/Esr1/Sirpa/Tmem64/Arhgef10/Calcrl/Ank/Unc119b/Extl3/Tdg/Pskh1/Ncs1/Serpine2/Tfip11/Bhlhe40/Sorl1/Ak8/Ptpn14/Wee1/Krt80/Dhcr7/Creb3l2/Axl/Zfp281/Mios/Ppp4r2/Paqr7/Wls/Tmprss13/Samd11/Tubb3/Rec8/Hmox1/Ahi1/Tapt1/Ccnb2/Trpm2/Etl4",68
"GO:0051707","BP","GO:0051707","response to other organism","29/175","1759/28905",8.23512597494002e-07,0.000111877183891589,7.60426428292833e-05,"Fcer1g/Hba-a1/Ifnar1/Ccl22/Ddit4/Lgals8/Fcgr2b/Fkbp5/Anxa1/Cd36/Cnr2/Cd300lb/Nod1/Ccl9/Pde2a/Sh2d1b1/Clec4a1/Ifi204/Trim40/Esr1/Sirpa/Tgtp2/Ifitm2/Serpinb9/Axl/Mrc1/Slc15a2/Myo1f/Ifitm3",29
"GO:0043207","BP","GO:0043207","response to external biotic stimulus","29/175","1761/28905",8.42643911118572e-07,0.000111877183891589,7.60426428292833e-05,"Fcer1g/Hba-a1/Ifnar1/Ccl22/Ddit4/Lgals8/Fcgr2b/Fkbp5/Anxa1/Cd36/Cnr2/Cd300lb/Nod1/Ccl9/Pde2a/Sh2d1b1/Clec4a1/Ifi204/Trim40/Esr1/Sirpa/Tgtp2/Ifitm2/Serpinb9/Axl/Mrc1/Slc15a2/Myo1f/Ifitm3",29
"GO:0002682","BP","GO:0002682","regulation of immune system process","28/175","1680/28905",1.05923507142057e-06,0.000135425165427549,9.20481471421619e-05,"Fcer1g/Cd209a/Jun/Adk/Lgals8/Fcgr2b/Anxa1/Gprc5b/Cd36/Ccr2/Cnr2/Cd300lb/Pira6/Ctla4/Nod1/Cd200r1/Ccl9/Slfn1/Sh2d1b1/Ifi204/Esr1/Sirpa/Tmem64/Serpinb9/Axl/Slc15a2/Myo1f/Hmox1",28
"GO:0032652","BP","GO:0032652","regulation of interleukin-1 production","8/175","128/28905",1.18536863430888e-06,0.000146139018772652,9.93303265366353e-05,"Ifnar1/Anxa1/Ffar4/Cd36/Nod1/Ifi204/Errfi1/Sirpa",8
"GO:0051234","BP","GO:0051234","establishment of localization","54/175","4716/28905",1.26396876213808e-06,0.000149700549941715,0.000101751090388511,"Lmtk2/Fcer1g/Cd209a/Hba-a1/Pear1/Fcgr2b/Pex19/Elmo1/Pid1/Anxa1/Ffar4/Oxa1l/Slc34a1/Cd36/Ccr2/Pacsin1/Osbpl6/Ehd3/Ngfr/Trappc10/Esr1/Sirpa/Slc44a4/Ap4s1/Cpt1a/Calcrl/Ank/Unc119b/Cnnm3/Ncs1/Serpine2/Lima1/Sorl1/Ptpn14/Creb3l2/Axl/Cyth3/Wls/Scamp1/Rangrf/Mrc1/Slc41a2/Stxbp6/Slc15a2/Apobr/Spns3/Myo1f/Hmox1/Abcb9/Ifitm3/Ahi1/Hspa1a/Trpm2/Gpr35",54
"GO:0009607","BP","GO:0009607","response to biotic stimulus","29/175","1800/28905",1.30869727793879e-06,0.000149700549941715,0.000101751090388511,"Fcer1g/Hba-a1/Ifnar1/Ccl22/Ddit4/Lgals8/Fcgr2b/Fkbp5/Anxa1/Cd36/Cnr2/Cd300lb/Nod1/Ccl9/Pde2a/Sh2d1b1/Clec4a1/Ifi204/Trim40/Esr1/Sirpa/Tgtp2/Ifitm2/Serpinb9/Axl/Mrc1/Slc15a2/Myo1f/Ifitm3",29
"GO:0035455","BP","GO:0035455","response to interferon-alpha","5/175","32/28905",1.3549210688284e-06,0.000149700549941715,0.000101751090388511,"Ifnar1/Ifi204/Ifitm2/Axl/Ifitm3",5
"GO:0051179","BP","GO:0051179","localization","59/175","5383/28905",1.38772236330674e-06,0.000149700549941715,0.000101751090388511,"Lmtk2/Fcer1g/Cd209a/Hba-a1/Pear1/Fcgr2b/Pex19/Elmo1/Pid1/Anxa1/Ffar4/Oxa1l/Slc34a1/Cd36/Ccr2/Pacsin1/Osbpl6/Ehd3/Ngfr/Trim40/Errfi1/Trappc10/Esr1/Sirpa/Slc44a4/Ap4s1/Cpt1a/Calcrl/Ank/Unc119b/Mid1/Cnnm3/Ncs1/Serpine2/Lima1/Sorl1/Ptpn14/Creb3l2/Axl/Mios/Cyth3/Wls/Scamp1/Rangrf/Mrc1/Slc41a2/Stxbp6/Slc15a2/Apobr/Spns3/Myo1f/Hmox1/Abcb9/Ifitm3/Ahi1/Ttk/Hspa1a/Trpm2/Gpr35",59
"GO:0032612","BP","GO:0032612","interleukin-1 production","8/175","134/28905",1.67523909211922e-06,0.000175240161999865,0.000119110300999481,"Ifnar1/Anxa1/Ffar4/Cd36/Nod1/Ifi204/Errfi1/Sirpa",8
"GO:0030154","BP","GO:0030154","cell differentiation","54/175","4775/28905",1.86604360370036e-06,0.00018404521485639,0.000125095073463101,"Lmtk2/Fcer1g/Bcl11a/Rpgrip1/Jun/Hba-a1/Ddit4/Lgals8/Mag/Fcgr2b/Itga5/Sema4a/Klhl41/Anxa1/Ffar4/Rbm45/Gprc5b/Cd36/Ccr2/Pacsin1/Pira6/Ctla4/Ccl9/Pde2a/Ngfr/Sptb/Ifi204/Errfi1/Esr1/Sirpa/Tmem64/Arhgef10/Extl3/Ncs1/Serpine2/Tfip11/Bhlhe40/Sorl1/Wee1/Krt80/Dhcr7/Creb3l2/Axl/Zfp281/Mios/Ppp4r2/Paqr7/Wls/Samd11/Tubb3/Rec8/Ahi1/Tapt1/Trpm2",54
"GO:0048869","BP","GO:0048869","cellular developmental process","54/175","4775/28905",1.86604360370036e-06,0.00018404521485639,0.000125095073463101,"Lmtk2/Fcer1g/Bcl11a/Rpgrip1/Jun/Hba-a1/Ddit4/Lgals8/Mag/Fcgr2b/Itga5/Sema4a/Klhl41/Anxa1/Ffar4/Rbm45/Gprc5b/Cd36/Ccr2/Pacsin1/Pira6/Ctla4/Ccl9/Pde2a/Ngfr/Sptb/Ifi204/Errfi1/Esr1/Sirpa/Tmem64/Arhgef10/Extl3/Ncs1/Serpine2/Tfip11/Bhlhe40/Sorl1/Wee1/Krt80/Dhcr7/Creb3l2/Axl/Zfp281/Mios/Ppp4r2/Paqr7/Wls/Samd11/Tubb3/Rec8/Ahi1/Tapt1/Trpm2",54
