"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045321","BP","GO:0045321","leukocyte activation","14/88","1116/28905",6.75110997923453e-06,0.00149464189532206,0.000985731517831996,"Fcer1g/Bcl11a/Jun/Adk/Ifnar1/Hsh2d/Fcgr2b/Sema4a/Anxa1/Slfn1/Sh2d1b1/Sirpa/Axl/Myo1f",14
"GO:2000107","BP","GO:2000107","negative regulation of leukocyte apoptotic process","5/88","88/28905",7.48634018584903e-06,0.00149464189532206,0.000985731517831996,"Fcer1g/Hsh2d/Fcgr2b/Serpinb9/Axl",5
"GO:0034599","BP","GO:0034599","cellular response to oxidative stress","7/88","238/28905",8.461753597403e-06,0.00149464189532206,0.000985731517831996,"Jun/Anxa1/Cd36/Ngfr/Sirpa/Axl/Trpm2",7
"GO:0043277","BP","GO:0043277","apoptotic cell clearance","4/88","43/28905",9.03839166361406e-06,0.00149464189532206,0.000985731517831996,"Pear1/Anxa1/Cd36/Axl",4
"GO:0071887","BP","GO:0071887","leukocyte apoptotic process","6/88","159/28905",9.41304449590129e-06,0.00149464189532206,0.000985731517831996,"Fcer1g/Hsh2d/Fcgr2b/Anxa1/Serpinb9/Axl",6
"GO:0051128","BP","GO:0051128","regulation of cellular component organization","22/88","2632/28905",9.47099814857543e-06,0.00149464189532206,0.000985731517831996,"Fcer1g/Bcl11a/Mag/Fcgr2b/Sema4a/Anxa1/Cd36/Gm14137/Ngfr/Esr1/Sirpa/Slc44a4/Mid1/Dnph1/Axl/Stxbp6/Myo1f/Tpx2/Pkib/Ttk/Hspa1a/Trpm2",22
"GO:0006954","BP","GO:0006954","inflammatory response","12/88","867/28905",1.24738396823049e-05,0.00185273207046,0.00122189562708399,"Fcer1g/Jun/Ccl22/Fcgr2b/Anxa1/Ffar4/Cd36/Tpsb2/Esr1/Sirpa/Serpinb9/Axl",12
"GO:0006996","BP","GO:0006996","organelle organization","26/88","3584/28905",1.51090638570696e-05,0.00211130651323775,0.0013924280996111,"Rpgrip1/Jun/Pik3c2b/Tubb2a/Pex19/Elmo1/Tep1/Anxa1/Haus8/Gm14137/Esr1/Sirpa/Mcm5/Mid1/Rangrf/Tubb3/Stxbp6/Myo1f/Tpx2/Pkib/Ttk/Gm6377/Hspa1a/Trpm2/Gpr35/Lysmd3",26
"GO:0009605","BP","GO:0009605","response to external stimulus","23/88","2932/28905",1.5887058911492e-05,0.00211130651323775,0.0013924280996111,"Fcer1g/Jun/Pik3c2b/Ifnar1/Ccl22/Fcgr2b/Sema4a/Anxa1/Ffar4/Slc34a1/Cd36/Sh2d1b1/Ngfr/Esr1/Sirpa/Tgtp2/Bhlhe40/Serpinb9/Axl/Mrc1/Myo1f/Trpm2/Gpr35",23
"GO:0002376","BP","GO:0002376","immune system process","23/88","2984/28905",2.10972241348983e-05,0.00266352454703091,0.00175662150428469,"Fcer1g/Bcl11a/Jun/Adk/Ifnar1/Ccl22/Hsh2d/Fcgr2b/Sema4a/Anxa1/Cd36/Pira6/Slfn1/Sh2d1b1/Esr1/Sirpa/Tmem64/Serpinb9/Axl/Mrc1/Myo1f/Trpm2/Gpr35",23
"GO:0000302","BP","GO:0000302","response to reactive oxygen species","6/88","193/28905",2.81999846027496e-05,0.00339071243437822,0.00223620930534084,"Jun/Anxa1/Cd36/Sirpa/Axl/Trpm2",6
"GO:0098657","BP","GO:0098657","import into cell","12/88","950/28905",3.06592532757036e-05,0.0035188461145978,0.00232071476948149,"Fcer1g/Pear1/Fcgr2b/Elmo1/Anxa1/Slc34a1/Cd36/Sirpa/Axl/Mrc1/Myo1f/Trpm2",12
"GO:0006950","BP","GO:0006950","response to stress","27/88","3980/28905",3.2973759033573e-05,0.00361994528520747,0.00238739069982208,"Fcer1g/Jun/Pik3c2b/Ifnar1/Ccl22/Mag/Pear1/Fcgr2b/Anxa1/Ffar4/Slc34a1/Cd36/Sh2d1b1/Ngfr/Tpsb2/Esr1/Sirpa/Mcm5/Tgtp2/Chaf1b/Mid1/Serpinb9/Axl/Mrc1/Myo1f/Hspa1a/Trpm2",27
"GO:0070301","BP","GO:0070301","cellular response to hydrogen peroxide","4/88","62/28905",3.90939870628443e-05,0.00402464614909629,0.00265429503194177,"Anxa1/Sirpa/Axl/Trpm2",4
"GO:0051239","BP","GO:0051239","regulation of multicellular organismal process","24/88","3329/28905",3.98479816742206e-05,0.00402464614909629,0.00265429503194177,"Fcer1g/Bcl11a/Jun/Adk/Ifnar1/Mag/Pear1/Fcgr2b/Itga5/Sema4a/Anxa1/Ffar4/Cd36/Pira6/Slfn1/Sh2d1b1/Ngfr/Esr1/Sirpa/Tmem64/Bhlhe40/Axl/Rangrf/Gpr35",24
"GO:0032652","BP","GO:0032652","regulation of interleukin-1 production","5/88","128/28905",4.59553977352124e-05,0.00444907320883712,0.00293420899067444,"Ifnar1/Anxa1/Ffar4/Cd36/Sirpa",5
"GO:0062197","BP","GO:0062197","cellular response to chemical stress","7/88","313/28905",4.89577712074545e-05,0.00444907320883712,0.00293420899067444,"Jun/Anxa1/Cd36/Ngfr/Sirpa/Axl/Trpm2",7
"GO:0006952","BP","GO:0006952","defense response","17/88","1892/28905",4.93362573653225e-05,0.00444907320883712,0.00293420899067444,"Fcer1g/Jun/Ifnar1/Ccl22/Fcgr2b/Anxa1/Ffar4/Cd36/Sh2d1b1/Tpsb2/Esr1/Sirpa/Tgtp2/Serpinb9/Axl/Mrc1/Myo1f",17
"GO:0048523","BP","GO:0048523","negative regulation of cellular process","32/88","5339/28905",5.60887348857899e-05,0.00447807652505997,0.00295333697244185,"Fcer1g/Bcl11a/Jun/Mag/Hsh2d/Fcgr2b/Rgs18/Itga5/Sema4a/Cish/Anxa1/Ffar4/Cd36/Pira6/Slfn1/Sh2d1b1/Ngfr/Esr1/Sirpa/Tmem64/Mid1/Rgs13/Bhlhe40/Ptpn14/Serpinb9/Axl/Myo1f/Tpx2/Pkib/Ttk/Trpm2/Gpr35",32
"GO:0032612","BP","GO:0032612","interleukin-1 production","5/88","134/28905",5.71681760056762e-05,0.00447807652505997,0.00295333697244185,"Ifnar1/Anxa1/Ffar4/Cd36/Sirpa",5
"GO:1901564","BP","GO:1901564","organonitrogen compound metabolic process","35/88","6128/28905",5.76259579212152e-05,0.00447807652505997,0.00295333697244185,"Bcl11a/Jun/Pgpep1/B4galt3/Adk/Ifnar1/Ankrd9/Ckb/Itga5/Pex19/Rnpep/Ggh/Anxa1/Cd36/Slfn1/Eif2s3y/Sh2d1b1/Ngfr/Tpsb2/Sirpa/Dnph1/Ptpn14/Serpinb9/Axl/Pcyt1a/Gstm4/Tmprss13/Sdcbp2/Tpx2/Pkib/Ppih/Ttk/Rps6kl1/Hspa1a/Klhl2",35
"GO:0051240","BP","GO:0051240","positive regulation of multicellular organismal process","17/88","1917/28905",5.80918831359755e-05,0.00447807652505997,0.00295333697244185,"Fcer1g/Bcl11a/Jun/Adk/Ifnar1/Mag/Pear1/Fcgr2b/Itga5/Sema4a/Anxa1/Ffar4/Cd36/Ngfr/Sirpa/Tmem64/Axl",17
"GO:0045087","BP","GO:0045087","innate immune response","12/88","1016/28905",5.86006427454375e-05,0.00447807652505997,0.00295333697244185,"Fcer1g/Ifnar1/Ccl22/Anxa1/Cd36/Sh2d1b1/Esr1/Sirpa/Serpinb9/Axl/Mrc1/Myo1f",12
"GO:0065008","BP","GO:0065008","regulation of biological quality","23/88","3189/28905",6.02988522186294e-05,0.00447807652505997,0.00295333697244185,"Fcer1g/Bcl11a/Jun/Mag/Hsh2d/Pear1/Fcgr2b/Pex19/Rnpep/Sema4a/Anxa1/Ffar4/Slc34a1/Cd36/Gm14137/Ngfr/Esr1/Dhcr7/Axl/Rangrf/Gm6377/Trpm2/Gpr35",23
"GO:0006897","BP","GO:0006897","endocytosis","10/88","721/28905",6.86275490906908e-05,0.00495098747011412,0.00326522654620971,"Fcer1g/Pear1/Fcgr2b/Elmo1/Anxa1/Cd36/Sirpa/Axl/Mrc1/Myo1f",10
"GO:0046649","BP","GO:0046649","lymphocyte activation","11/88","921/28905",0.000110675671368198,0.00776266861679724,0.00511955883346461,"Fcer1g/Bcl11a/Adk/Ifnar1/Hsh2d/Fcgr2b/Sema4a/Anxa1/Slfn1/Sirpa/Axl",11
"GO:0048519","BP","GO:0048519","negative regulation of biological process","33/88","5817/28905",0.000122980553044743,0.00821374339748493,0.00541704723494368,"Fcer1g/Bcl11a/Jun/Mag/Hsh2d/Fcgr2b/Rgs18/Itga5/Sema4a/Cish/Anxa1/Ffar4/Cd36/Pira6/Slfn1/Sh2d1b1/Ngfr/Esr1/Sirpa/Tmem64/Mid1/Rgs13/Gchfr/Bhlhe40/Ptpn14/Serpinb9/Axl/Myo1f/Tpx2/Pkib/Ttk/Trpm2/Gpr35",33
"GO:0001780","BP","GO:0001780","neutrophil homeostasis","3/88","32/28905",0.000126865739604718,0.00821374339748493,0.00541704723494368,"Fcgr2b/Anxa1/Axl",3
"GO:0006910","BP","GO:0006910","phagocytosis, recognition","3/88","32/28905",0.000126865739604718,0.00821374339748493,0.00541704723494368,"Pear1/Cd36/Sirpa",3
"GO:0097529","BP","GO:0097529","myeloid leukocyte migration","6/88","255/28905",0.00013160292777226,0.00830743481562393,0.00547883767725568,"Fcer1g/Ccl22/Anxa1/Sirpa/Myo1f/Gpr35",6
"GO:0097350","BP","GO:0097350","neutrophil clearance","2/88","6/28905",0.000136368494319884,0.00839830361360263,0.00553876657288978,"Anxa1/Axl",2
"GO:0006796","BP","GO:0006796","phosphate-containing compound metabolic process","20/88","2696/28905",0.000141069894941175,0.00848098773158252,0.0055932975888957,"Jun/Pik3c2b/Adk/Ifnar1/Ckb/Itga5/Cish/Cd36/Slfn1/Sh2d1b1/Sirpa/Dnph1/Ak8/Ptpn14/Axl/Pcyt1a/Tpx2/Pkib/Ttk/Rps6kl1",20
"GO:0051241","BP","GO:0051241","negative regulation of multicellular organismal process","13/88","1295/28905",0.000145228944775607,0.00848471884041367,0.00559575829308366,"Bcl11a/Mag/Fcgr2b/Sema4a/Anxa1/Ffar4/Pira6/Slfn1/Sh2d1b1/Ngfr/Sirpa/Axl/Gpr35",13
"GO:0007010","BP","GO:0007010","cytoskeleton organization","14/88","1489/28905",0.000156370967420644,0.00848471884041367,0.00559575829308366,"Tubb2a/Elmo1/Anxa1/Haus8/Gm14137/Sirpa/Mid1/Rangrf/Tubb3/Myo1f/Tpx2/Hspa1a/Trpm2/Gpr35",14
"GO:0002682","BP","GO:0002682","regulation of immune system process","15/88","1680/28905",0.000156612147790582,0.00848471884041367,0.00559575829308366,"Fcer1g/Jun/Adk/Fcgr2b/Anxa1/Cd36/Pira6/Slfn1/Sh2d1b1/Esr1/Sirpa/Tmem64/Serpinb9/Axl/Myo1f",15
"GO:0006793","BP","GO:0006793","phosphorus metabolic process","20/88","2718/28905",0.000157490832226836,0.00848471884041367,0.00559575829308366,"Jun/Pik3c2b/Adk/Ifnar1/Ckb/Itga5/Cish/Cd36/Slfn1/Sh2d1b1/Sirpa/Dnph1/Ak8/Ptpn14/Axl/Pcyt1a/Tpx2/Pkib/Ttk/Rps6kl1",20
"GO:0051129","BP","GO:0051129","negative regulation of cellular component organization","10/88","799/28905",0.000159069135825163,0.00848471884041367,0.00559575829308366,"Bcl11a/Mag/Fcgr2b/Sema4a/Ngfr/Esr1/Sirpa/Mid1/Tpx2/Ttk",10
"GO:0002698","BP","GO:0002698","negative regulation of immune effector process","5/88","167/28905",0.000161293665085092,0.00848471884041367,0.00559575829308366,"Fcgr2b/Anxa1/Sh2d1b1/Serpinb9/Axl",5
"GO:0097530","BP","GO:0097530","granulocyte migration","5/88","169/28905",0.000170496276340911,0.00856349204386788,0.00564771002121896,"Fcer1g/Ccl22/Anxa1/Sirpa/Myo1f",5
"GO:0050766","BP","GO:0050766","positive regulation of phagocytosis","4/88","91/28905",0.000175134669582865,0.00856349204386788,0.00564771002121896,"Fcer1g/Fcgr2b/Cd36/Sirpa",4
"GO:0098542","BP","GO:0098542","defense response to other organism","13/88","1323/28905",0.000179225256881171,0.00856349204386788,0.00564771002121896,"Fcer1g/Ifnar1/Ccl22/Anxa1/Cd36/Sh2d1b1/Esr1/Sirpa/Tgtp2/Serpinb9/Axl/Mrc1/Myo1f",13
"GO:0042542","BP","GO:0042542","response to hydrogen peroxide","4/88","92/28905",0.000182672235013083,0.00856349204386788,0.00564771002121896,"Anxa1/Sirpa/Axl/Trpm2",4
"GO:0042110","BP","GO:0042110","T cell activation","9/88","660/28905",0.000183406467510708,0.00856349204386788,0.00564771002121896,"Fcer1g/Bcl11a/Adk/Ifnar1/Hsh2d/Sema4a/Anxa1/Slfn1/Sirpa",9
"GO:0006979","BP","GO:0006979","response to oxidative stress","7/88","388/28905",0.00018573205182716,0.00856349204386788,0.00564771002121896,"Jun/Anxa1/Cd36/Ngfr/Sirpa/Axl/Trpm2",7
"GO:0071704","BP","GO:0071704","organic substance metabolic process","51/88","11172/28905",0.000186531509866429,0.00856349204386788,0.00564771002121896,"Fcer1g/Bcl11a/Jun/Pgpep1/B4galt3/Pik3c2b/Adk/Ifnar1/Ankrd9/Ckb/Fcgr2b/Itga5/Pex19/Rnpep/Tep1/Ggh/Cish/Anxa1/Ffar4/Slc34a1/Cd36/Slfn1/Eif2s3y/Sh2d1b1/Ngfr/Tpsb2/Esr1/Sirpa/Slc44a4/Mcm5/Chaf1b/Dnph1/Bhlhe40/Ak8/Ptpn14/Serpinb9/Dhcr7/Axl/Pcyt1a/Gstm4/Tmprss13/Sdcbp2/Apobr/Tpx2/Pkib/Ppih/Ttk/Rps6kl1/Hspa1a/Klhl2/Heatr1",51
"GO:0051902","BP","GO:0051902","negative regulation of mitochondrial depolarization","2/88","7/28905",0.000190537519796226,0.00859120066938341,0.00566598414130883,"Hsh2d/Ngfr",2
"GO:0016310","BP","GO:0016310","phosphorylation","15/88","1724/28905",0.000207510237305519,0.00896143155568011,0.00591015517293838,"Jun/Adk/Ifnar1/Ckb/Itga5/Cd36/Slfn1/Sh2d1b1/Sirpa/Ak8/Axl/Tpx2/Pkib/Ttk/Rps6kl1",15
"GO:0006810","BP","GO:0006810","transport","27/88","4426/28905",0.000207922026827831,0.00896143155568011,0.00591015517293838,"Fcer1g/Pear1/Fcgr2b/Pex19/Elmo1/Anxa1/Ffar4/Slc34a1/Cd36/Osbpl6/Ngfr/Esr1/Sirpa/Slc44a4/Ap4s1/Ptpn14/Axl/Rangrf/Mrc1/Slc41a2/Stxbp6/Apobr/Spns3/Myo1f/Hspa1a/Trpm2/Gpr35",27
"GO:0033032","BP","GO:0033032","regulation of myeloid cell apoptotic process","3/88","38/28905",0.000212944908253785,0.00896143155568011,0.00591015517293838,"Fcer1g/Fcgr2b/Anxa1",3
"GO:1904646","BP","GO:1904646","cellular response to amyloid-beta","3/88","38/28905",0.000212944908253785,0.00896143155568011,0.00591015517293838,"Fcgr2b/Cd36/Ngfr",3
"GO:0050900","BP","GO:0050900","leukocyte migration","7/88","402/28905",0.000230471872534956,0.00954002423197974,0.00629174292235204,"Fcer1g/Ccl22/Anxa1/Sirpa/Myo1f/Trpm2/Gpr35",7
"GO:0010035","BP","GO:0010035","response to inorganic substance","8/88","538/28905",0.000238513586677856,0.00955947311685057,0.00630456965955502,"Jun/Ggh/Anxa1/Slc34a1/Cd36/Sirpa/Axl/Trpm2",8
"GO:0043410","BP","GO:0043410","positive regulation of MAPK cascade","8/88","538/28905",0.000238513586677856,0.00955947311685057,0.00630456965955502,"Jun/Ccl22/Fcgr2b/Ffar4/Cd36/Ngfr/Esr1/Mid1",8
"GO:0008152","BP","GO:0008152","metabolic process","52/88","11602/28905",0.000249355836133564,0.00970007987619913,0.00639730124612695,"Fcer1g/Bcl11a/Jun/Pgpep1/B4galt3/Pik3c2b/Adk/Ifnar1/Ankrd9/Ckb/Fcgr2b/Itga5/Pex19/Rnpep/Tep1/Ggh/Cish/Anxa1/Ffar4/Slc34a1/Cd36/Slfn1/Eif2s3y/Sh2d1b1/Ngfr/Tpsb2/Esr1/Sirpa/Slc44a4/Mcm5/Chaf1b/Dnph1/Gchfr/Bhlhe40/Ak8/Ptpn14/Serpinb9/Dhcr7/Axl/Pcyt1a/Gstm4/Tmprss13/Sdcbp2/Apobr/Tpx2/Pkib/Ppih/Ttk/Rps6kl1/Hspa1a/Klhl2/Heatr1",52
"GO:0043066","BP","GO:0043066","negative regulation of apoptotic process","11/88","1012/28905",0.000250526909151489,0.00970007987619913,0.00639730124612695,"Fcer1g/Jun/Mag/Hsh2d/Fcgr2b/Itga5/Ffar4/Ngfr/Esr1/Serpinb9/Axl",11
"GO:1904180","BP","GO:1904180","negative regulation of membrane depolarization","2/88","8/28905",0.000253546642308571,0.00970007987619913,0.00639730124612695,"Hsh2d/Ngfr",2
"GO:0140546","BP","GO:0140546","defense response to symbiont","12/88","1192/28905",0.000260606399362414,0.0098213605729865,0.00647728709805717,"Fcer1g/Ifnar1/Ccl22/Anxa1/Cd36/Sh2d1b1/Esr1/Sirpa/Serpinb9/Axl/Mrc1/Myo1f",12
"GO:0031347","BP","GO:0031347","regulation of defense response","10/88","858/28905",0.000281427386062805,0.0104500610265968,0.00689192143577954,"Fcer1g/Fcgr2b/Anxa1/Ffar4/Cd36/Sh2d1b1/Esr1/Sirpa/Serpinb9/Myo1f",10
"GO:0042119","BP","GO:0042119","neutrophil activation","3/88","42/28905",0.000287245747174631,0.0105115291538543,0.00693246029031681,"Fcer1g/Anxa1/Myo1f",3
"GO:0043069","BP","GO:0043069","negative regulation of programmed cell death","11/88","1042/28905",0.00032128110136694,0.0111076512334322,0.00732560885931827,"Fcer1g/Jun/Mag/Hsh2d/Fcgr2b/Itga5/Ffar4/Ngfr/Esr1/Serpinb9/Axl",11
"GO:0001810","BP","GO:0001810","regulation of type I hypersensitivity","2/88","9/28905",0.0003253427587103,0.0111076512334322,0.00732560885931827,"Fcer1g/Fcgr2b",2
"GO:0033029","BP","GO:0033029","regulation of neutrophil apoptotic process","2/88","9/28905",0.0003253427587103,0.0111076512334322,0.00732560885931827,"Fcgr2b/Anxa1",2
"GO:0043174","BP","GO:0043174","nucleoside salvage","2/88","9/28905",0.0003253427587103,0.0111076512334322,0.00732560885931827,"Adk/Dnph1",2
"GO:0032651","BP","GO:0032651","regulation of interleukin-1 beta production","4/88","107/28905",0.00032588245285886,0.0111076512334322,0.00732560885931827,"Ifnar1/Ffar4/Cd36/Sirpa",4
"GO:1904645","BP","GO:1904645","response to amyloid-beta","3/88","44/28905",0.000329930234656401,0.0111076512334322,0.00732560885931827,"Fcgr2b/Cd36/Ngfr",3
"GO:0048518","BP","GO:0048518","positive regulation of biological process","35/88","6679/28905",0.000346758791648029,0.0113512123959936,0.00748623992098464,"Fcer1g/Bcl11a/Jun/Adk/Ifnar1/Ccl22/Mag/Pear1/Fcgr2b/Itga5/Sema4a/Anxa1/Ffar4/Slc34a1/Cd36/Gm14137/Sh2d1b1/Ngfr/S100a4/Esr1/Sirpa/Slc44a4/Tmem64/Mid1/Dnph1/Axl/Rangrf/Myo1f/Tpx2/Pkib/Ppih/Hspa1a/Trpm2/Gpr35/Heatr1",35
"GO:0051899","BP","GO:0051899","membrane depolarization","4/88","109/28905",0.000349688693272331,0.0113512123959936,0.00748623992098464,"Jun/Hsh2d/Ngfr/Rangrf",4
"GO:0002521","BP","GO:0002521","leukocyte differentiation","9/88","722/28905",0.000354795835119838,0.0113512123959936,0.00748623992098464,"Fcer1g/Bcl11a/Jun/Sema4a/Anxa1/Pira6/Tmem64/Axl/Trpm2",9
"GO:0048522","BP","GO:0048522","positive regulation of cellular process","33/88","6141/28905",0.000355146843280592,0.0113512123959936,0.00748623992098464,"Fcer1g/Bcl11a/Jun/Adk/Ifnar1/Ccl22/Mag/Pear1/Fcgr2b/Itga5/Sema4a/Anxa1/Ffar4/Slc34a1/Cd36/Gm14137/Sh2d1b1/Ngfr/S100a4/Esr1/Sirpa/Slc44a4/Tmem64/Mid1/Dnph1/Axl/Rangrf/Myo1f/Tpx2/Pkib/Trpm2/Gpr35/Heatr1",33
"GO:0033028","BP","GO:0033028","myeloid cell apoptotic process","3/88","46/28905",0.000376501242384948,0.0115664996480508,0.00762822405136691,"Fcer1g/Fcgr2b/Anxa1",3
"GO:0035556","BP","GO:0035556","intracellular signal transduction","19/88","2678/28905",0.000378378117651821,0.0115664996480508,0.00762822405136691,"Jun/Pik3c2b/Ccl22/Pear1/Fcgr2b/Elmo1/Cish/Ffar4/Cd36/Gm14137/Ngfr/S100a4/Esr1/Sirpa/Mid1/Axl/Ttk/Trpm2/Gpr35",19
"GO:0045807","BP","GO:0045807","positive regulation of endocytosis","5/88","201/28905",0.000379643669481525,0.0115664996480508,0.00762822405136691,"Fcer1g/Fcgr2b/Cd36/Sirpa/Axl",5
"GO:0051276","BP","GO:0051276","chromosome organization","8/88","577/28905",0.000380691370733758,0.0115664996480508,0.00762822405136691,"Tep1/Anxa1/Mcm5/Rangrf/Tpx2/Pkib/Ttk/Hspa1a",8
"GO:0001818","BP","GO:0001818","negative regulation of cytokine production","6/88","312/28905",0.000388880448930686,0.0115664996480508,0.00762822405136691,"Fcgr2b/Anxa1/Ffar4/Sh2d1b1/Sirpa/Axl",6
"GO:0050896","BP","GO:0050896","response to stimulus","47/88","10222/28905",0.000394143079804205,0.0115664996480508,0.00762822405136691,"Fcer1g/Rpgrip1/Jun/Pik3c2b/Adk/Ifnar1/Ccl22/Mag/Hsh2d/Pear1/Fcgr2b/Rgs18/Itga5/Elmo1/Sema4a/Ggh/Cish/Anxa1/Ffar4/Slc34a1/Cd36/Slfn1/Gm14137/Sh2d1b1/Ngfr/S100a4/Tpsb2/Esr1/Sirpa/Tmem64/Mcm5/Tgtp2/Chaf1b/Mid1/Rgs13/Bhlhe40/Serpinb9/Axl/Paqr7/Gstm4/Tubb3/Mrc1/Myo1f/Ttk/Hspa1a/Trpm2/Gpr35",47
"GO:0033554","BP","GO:0033554","cellular response to stress","15/88","1832/28905",0.000397344302349842,0.0115664996480508,0.00762822405136691,"Jun/Pik3c2b/Mag/Fcgr2b/Anxa1/Slc34a1/Cd36/Ngfr/Sirpa/Mcm5/Chaf1b/Mid1/Axl/Hspa1a/Trpm2",15
"GO:0032611","BP","GO:0032611","interleukin-1 beta production","4/88","113/28905",0.000400996636872628,0.0115664996480508,0.00762822405136691,"Ifnar1/Ffar4/Cd36/Sirpa",4
"GO:0016068","BP","GO:0016068","type I hypersensitivity","2/88","10/28905",0.000405873000879651,0.0115664996480508,0.00762822405136691,"Fcer1g/Fcgr2b",2
"GO:0002683","BP","GO:0002683","negative regulation of immune system process","8/88","583/28905",0.000407690482644167,0.0115664996480508,0.00762822405136691,"Fcer1g/Fcgr2b/Anxa1/Pira6/Slfn1/Sh2d1b1/Serpinb9/Axl",8
"GO:0043408","BP","GO:0043408","regulation of MAPK cascade","9/88","743/28905",0.000436680501595225,0.0122513140725327,0.00807986612308357,"Jun/Ccl22/Fcgr2b/Ffar4/Cd36/Ngfr/Esr1/Sirpa/Mid1",9
"GO:0043523","BP","GO:0043523","regulation of neuron apoptotic process","6/88","320/28905",0.000444552057299227,0.0123350982931928,0.00813512266798586,"Jun/Mag/Fcgr2b/Ngfr/Esr1/Axl",6
"GO:0043524","BP","GO:0043524","negative regulation of neuron apoptotic process","5/88","213/28905",0.000494481785953246,0.0134418167246082,0.00886501471947062,"Jun/Mag/Ngfr/Esr1/Axl",5
"GO:0060068","BP","GO:0060068","vagina development","2/88","11/28905",0.000495084734807351,0.0134418167246082,0.00886501471947062,"Esr1/Axl",2
