"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:2000185","BP","GO:2000185","regulation of phosphate transmembrane transport","1/37","1/28905",0.00128005535374487,0.0900754741029942,0.062548965207921,"Slc34a1",1
"GO:2000187","BP","GO:2000187","positive regulation of phosphate transmembrane transport","1/37","1/28905",0.00128005535374487,0.0900754741029942,0.062548965207921,"Slc34a1",1
"GO:0051128","BP","GO:0051128","regulation of cellular component organization","10/37","2632/28905",0.00134838959341891,0.0901398443200541,0.0625936642839725,"Fcer1g/Bcl11a/Mag/Gm14137/Slc44a4/Mid1/Dnph1/Tpx2/Ttk/Trpm2",10
"GO:0007154","BP","GO:0007154","cell communication","18/37","7201/28905",0.00151936838036481,0.0911060904438204,0.0632646315564694,"Fcer1g/Ccl22/Mag/Hsh2d/Rgs18/Itga5/Cish/Ffar4/Slc34a1/Gm14137/Sh2d1b1/Slc44a4/Tmem64/Mid1/Rgs13/Ttk/Trpm2/Gpr35",18
"GO:0050900","BP","GO:0050900","leukocyte migration","4/37","402/28905",0.00169362530067803,0.0911060904438204,0.0632646315564694,"Fcer1g/Ccl22/Trpm2/Gpr35",4
"GO:0031111","BP","GO:0031111","negative regulation of microtubule polymerization or depolymerization","2/37","50/28905",0.00187889895623872,0.0911060904438204,0.0632646315564694,"Mid1/Tpx2",2
"GO:0048522","BP","GO:0048522","positive regulation of cellular process","16/37","6141/28905",0.00214695206688214,0.0911060904438204,0.0632646315564694,"Fcer1g/Bcl11a/Ccl22/Mag/Itga5/Ffar4/Slc34a1/Gm14137/Sh2d1b1/Slc44a4/Tmem64/Mid1/Dnph1/Tpx2/Trpm2/Gpr35",16
"GO:0002521","BP","GO:0002521","leukocyte differentiation","5/37","722/28905",0.00215635849658183,0.0911060904438204,0.0632646315564694,"Fcer1g/Bcl11a/Pira6/Tmem64/Trpm2",5
"GO:0030307","BP","GO:0030307","positive regulation of cell growth","3/37","209/28905",0.00241557801876422,0.0911060904438204,0.0632646315564694,"Bcl11a/Slc44a4/Dnph1",3
"GO:0002769","BP","GO:0002769","natural killer cell inhibitory signaling pathway","1/37","2/28905",0.00255851639553539,0.0911060904438204,0.0632646315564694,"Sh2d1b1",1
"GO:0030974","BP","GO:0030974","thiamine pyrophosphate transmembrane transport","1/37","2/28905",0.00255851639553539,0.0911060904438204,0.0632646315564694,"Slc44a4",1
"GO:0036321","BP","GO:0036321","ghrelin secretion","1/37","2/28905",0.00255851639553539,0.0911060904438204,0.0632646315564694,"Ffar4",1
"GO:0046900","BP","GO:0046900","tetrahydrofolylpolyglutamate metabolic process","1/37","2/28905",0.00255851639553539,0.0911060904438204,0.0632646315564694,"Ggh",1
"GO:0051327","BP","GO:0051327","meiotic M phase","1/37","2/28905",0.00255851639553539,0.0911060904438204,0.0632646315564694,"Ttk",1
"GO:0090275","BP","GO:0090275","negative regulation of somatostatin secretion","1/37","2/28905",0.00255851639553539,0.0911060904438204,0.0632646315564694,"Ffar4",1
"GO:0140651","BP","GO:0140651","futile creatine cycle","1/37","2/28905",0.00255851639553539,0.0911060904438204,0.0632646315564694,"Ckb",1
"GO:0072698","BP","GO:0072698","protein localization to microtubule cytoskeleton","2/37","59/28905",0.00260539194677475,0.0911060904438204,0.0632646315564694,"Mid1/Ttk",2
"GO:0007019","BP","GO:0007019","microtubule depolymerization","2/37","60/28905",0.00269306659602249,0.0911060904438204,0.0632646315564694,"Mid1/Tpx2",2
"GO:0001558","BP","GO:0001558","regulation of cell growth","4/37","458/28905",0.00271679907938718,0.0911060904438204,0.0632646315564694,"Bcl11a/Mag/Slc44a4/Dnph1",4
"GO:0006935","BP","GO:0006935","chemotaxis","4/37","465/28905",0.00286899953941783,0.0911060904438204,0.0632646315564694,"Fcer1g/Ccl22/Trpm2/Gpr35",4
"GO:0042330","BP","GO:0042330","taxis","4/37","467/28905",0.00291353960794205,0.0911060904438204,0.0632646315564694,"Fcer1g/Ccl22/Trpm2/Gpr35",4
"GO:0044380","BP","GO:0044380","protein localization to cytoskeleton","2/37","63/28905",0.00296434359425497,0.0911060904438204,0.0632646315564694,"Mid1/Ttk",2
"GO:0051716","BP","GO:0051716","cellular response to stimulus","19/37","8343/28905",0.00327031979756389,0.0911060904438204,0.0632646315564694,"Fcer1g/Ccl22/Mag/Hsh2d/Rgs18/Itga5/Cish/Ffar4/Slc34a1/Gm14137/Sh2d1b1/Tmem64/Chaf1b/Mid1/Rgs13/Mrc1/Ttk/Trpm2/Gpr35",19
"GO:0051129","BP","GO:0051129","negative regulation of cellular component organization","5/37","799/28905",0.00333789872196123,0.0911060904438204,0.0632646315564694,"Bcl11a/Mag/Mid1/Tpx2/Ttk",5
"GO:0002376","BP","GO:0002376","immune system process","10/37","2984/28905",0.00344540907031889,0.0911060904438204,0.0632646315564694,"Fcer1g/Bcl11a/Ccl22/Hsh2d/Pira6/Sh2d1b1/Tmem64/Mrc1/Trpm2/Gpr35",10
"GO:0045600","BP","GO:0045600","positive regulation of fat cell differentiation","2/37","70/28905",0.0036450218873119,0.0911060904438204,0.0632646315564694,"Ffar4/Tmem64",2
"GO:0070098","BP","GO:0070098","chemokine-mediated signaling pathway","2/37","70/28905",0.0036450218873119,0.0911060904438204,0.0632646315564694,"Ccl22/Gpr35",2
"GO:0050771","BP","GO:0050771","negative regulation of axonogenesis","2/37","71/28905",0.00374766242633151,0.0911060904438204,0.0632646315564694,"Bcl11a/Mag",2
"GO:0002554","BP","GO:0002554","serotonin secretion by platelet","1/37","3/28905",0.00383538505599823,0.0911060904438204,0.0632646315564694,"Fcer1g",1
"GO:0015675","BP","GO:0015675","nickel cation transport","1/37","3/28905",0.00383538505599823,0.0911060904438204,0.0632646315564694,"Slc41a2",1
"GO:0016036","BP","GO:0016036","cellular response to phosphate starvation","1/37","3/28905",0.00383538505599823,0.0911060904438204,0.0632646315564694,"Slc34a1",1
"GO:0033316","BP","GO:0033316","meiotic spindle assembly checkpoint signaling","1/37","3/28905",0.00383538505599823,0.0911060904438204,0.0632646315564694,"Ttk",1
"GO:0038095","BP","GO:0038095","Fc-epsilon receptor signaling pathway","1/37","3/28905",0.00383538505599823,0.0911060904438204,0.0632646315564694,"Fcer1g",1
"GO:0070094","BP","GO:0070094","positive regulation of glucagon secretion","1/37","3/28905",0.00383538505599823,0.0911060904438204,0.0632646315564694,"Ffar4",1
"GO:0071502","BP","GO:0071502","cellular response to temperature stimulus","1/37","3/28905",0.00383538505599823,0.0911060904438204,0.0632646315564694,"Trpm2",1
"GO:1903797","BP","GO:1903797","positive regulation of inorganic anion transmembrane transport","1/37","3/28905",0.00383538505599823,0.0911060904438204,0.0632646315564694,"Slc34a1",1
"GO:2000120","BP","GO:2000120","positive regulation of sodium-dependent phosphate transport","1/37","3/28905",0.00383538505599823,0.0911060904438204,0.0632646315564694,"Slc34a1",1
"GO:0097529","BP","GO:0097529","myeloid leukocyte migration","3/37","255/28905",0.00422508974159257,0.0911060904438204,0.0632646315564694,"Fcer1g/Ccl22/Gpr35",3
"GO:0051493","BP","GO:0051493","regulation of cytoskeleton organization","4/37","534/28905",0.00469452262294659,0.0911060904438204,0.0632646315564694,"Gm14137/Mid1/Tpx2/Trpm2",4
"GO:1990868","BP","GO:1990868","response to chemokine","2/37","80/28905",0.00473131610429868,0.0911060904438204,0.0632646315564694,"Ccl22/Gpr35",2
"GO:1990869","BP","GO:1990869","cellular response to chemokine","2/37","80/28905",0.00473131610429868,0.0911060904438204,0.0632646315564694,"Ccl22/Gpr35",2
"GO:1901880","BP","GO:1901880","negative regulation of protein depolymerization","2/37","82/28905",0.00496439646418153,0.0911060904438204,0.0632646315564694,"Mid1/Tpx2",2
"GO:0001802","BP","GO:0001802","type III hypersensitivity","1/37","4/28905",0.0051106632634903,0.0911060904438204,0.0632646315564694,"Fcer1g",1
"GO:0001803","BP","GO:0001803","regulation of type III hypersensitivity","1/37","4/28905",0.0051106632634903,0.0911060904438204,0.0632646315564694,"Fcer1g",1
"GO:0001805","BP","GO:0001805","positive regulation of type III hypersensitivity","1/37","4/28905",0.0051106632634903,0.0911060904438204,0.0632646315564694,"Fcer1g",1
"GO:0006599","BP","GO:0006599","phosphagen metabolic process","1/37","4/28905",0.0051106632634903,0.0911060904438204,0.0632646315564694,"Ckb",1
"GO:0006603","BP","GO:0006603","phosphocreatine metabolic process","1/37","4/28905",0.0051106632634903,0.0911060904438204,0.0632646315564694,"Ckb",1
"GO:0008292","BP","GO:0008292","acetylcholine biosynthetic process","1/37","4/28905",0.0051106632634903,0.0911060904438204,0.0632646315564694,"Slc44a4",1
"GO:0030505","BP","GO:0030505","inorganic diphosphate transport","1/37","4/28905",0.0051106632634903,0.0911060904438204,0.0632646315564694,"Slc34a1",1
"GO:0033026","BP","GO:0033026","negative regulation of mast cell apoptotic process","1/37","4/28905",0.0051106632634903,0.0911060904438204,0.0632646315564694,"Fcer1g",1
"GO:0042396","BP","GO:0042396","phosphagen biosynthetic process","1/37","4/28905",0.0051106632634903,0.0911060904438204,0.0632646315564694,"Ckb",1
"GO:0044779","BP","GO:0044779","meiotic spindle checkpoint signaling","1/37","4/28905",0.0051106632634903,0.0911060904438204,0.0632646315564694,"Ttk",1
"GO:0046314","BP","GO:0046314","phosphocreatine biosynthetic process","1/37","4/28905",0.0051106632634903,0.0911060904438204,0.0632646315564694,"Ckb",1
"GO:1900620","BP","GO:1900620","acetate ester biosynthetic process","1/37","4/28905",0.0051106632634903,0.0911060904438204,0.0632646315564694,"Slc44a4",1
"GO:1902884","BP","GO:1902884","positive regulation of response to oxidative stress","1/37","4/28905",0.0051106632634903,0.0911060904438204,0.0632646315564694,"Trpm2",1
"GO:1903795","BP","GO:1903795","regulation of inorganic anion transmembrane transport","1/37","4/28905",0.0051106632634903,0.0911060904438204,0.0632646315564694,"Slc34a1",1
"GO:1904456","BP","GO:1904456","negative regulation of neuronal action potential","1/37","4/28905",0.0051106632634903,0.0911060904438204,0.0632646315564694,"Gpr35",1
"GO:2000173","BP","GO:2000173","negative regulation of branching morphogenesis of a nerve","1/37","4/28905",0.0051106632634903,0.0911060904438204,0.0632646315564694,"Bcl11a",1
"GO:0048518","BP","GO:0048518","positive regulation of biological process","16/37","6679/28905",0.00524910718051601,0.0921819450621009,0.0640117116441152,"Fcer1g/Bcl11a/Ccl22/Mag/Itga5/Ffar4/Slc34a1/Gm14137/Sh2d1b1/Slc44a4/Tmem64/Mid1/Dnph1/Tpx2/Trpm2/Gpr35",16
"GO:0016049","BP","GO:0016049","cell growth","4/37","553/28905",0.00530890783080162,0.0921819450621009,0.0640117116441152,"Bcl11a/Mag/Slc44a4/Dnph1",4
"GO:0098771","BP","GO:0098771","inorganic ion homeostasis","4/37","560/28905",0.00554826216084129,0.0948431098473292,0.0658596408970156,"Ckb/Slc34a1/Tmem64/Trpm2",4
"GO:0051241","BP","GO:0051241","negative regulation of multicellular organismal process","6/37","1295/28905",0.0056421344877625,0.0948431098473292,0.0658596408970156,"Bcl11a/Mag/Ffar4/Pira6/Sh2d1b1/Gpr35",6
"GO:2000107","BP","GO:2000107","negative regulation of leukocyte apoptotic process","2/37","88/28905",0.00569479718336833,0.0948431098473292,0.0658596408970156,"Fcer1g/Hsh2d",2
"GO:0002573","BP","GO:0002573","myeloid leukocyte differentiation","3/37","287/28905",0.00586513221593426,0.0948431098473292,0.0658596408970156,"Fcer1g/Pira6/Tmem64",3
"GO:0043242","BP","GO:0043242","negative regulation of protein-containing complex disassembly","2/37","92/28905",0.00620743146104404,0.0948431098473292,0.0658596408970156,"Mid1/Tpx2",2
"GO:0031110","BP","GO:0031110","regulation of microtubule polymerization or depolymerization","2/37","93/28905",0.0063387722988977,0.0948431098473292,0.0658596408970156,"Mid1/Tpx2",2
"GO:0002351","BP","GO:0002351","serotonin production involved in inflammatory response","1/37","5/28905",0.00638435294409845,0.0948431098473292,0.0658596408970156,"Fcer1g",1
"GO:0002442","BP","GO:0002442","serotonin secretion involved in inflammatory response","1/37","5/28905",0.00638435294409845,0.0948431098473292,0.0658596408970156,"Fcer1g",1
"GO:0002767","BP","GO:0002767","immune response-inhibiting cell surface receptor signaling pathway","1/37","5/28905",0.00638435294409845,0.0948431098473292,0.0658596408970156,"Sh2d1b1",1
"GO:1902103","BP","GO:1902103","negative regulation of metaphase/anaphase transition of meiotic cell cycle","1/37","5/28905",0.00638435294409845,0.0948431098473292,0.0658596408970156,"Ttk",1
"GO:1903860","BP","GO:1903860","negative regulation of dendrite extension","1/37","5/28905",0.00638435294409845,0.0948431098473292,0.0658596408970156,"Bcl11a",1
"GO:1905133","BP","GO:1905133","negative regulation of meiotic chromosome separation","1/37","5/28905",0.00638435294409845,0.0948431098473292,0.0658596408970156,"Ttk",1
"GO:2000118","BP","GO:2000118","regulation of sodium-dependent phosphate transport","1/37","5/28905",0.00638435294409845,0.0948431098473292,0.0658596408970156,"Slc34a1",1
"GO:1901879","BP","GO:1901879","regulation of protein depolymerization","2/37","96/28905",0.00674037972075271,0.0971998281701075,0.0674961606471951,"Mid1/Tpx2",2
"GO:0045670","BP","GO:0045670","regulation of osteoclast differentiation","2/37","97/28905",0.00687676626357879,0.0971998281701075,0.0674961606471951,"Pira6/Tmem64",2
"GO:0018108","BP","GO:0018108","peptidyl-tyrosine phosphorylation","3/37","309/28905",0.00718593501862155,0.0971998281701075,0.0674961606471951,"Itga5/Sh2d1b1/Ttk",3
"GO:0018212","BP","GO:0018212","peptidyl-tyrosine modification","3/37","311/28905",0.0073140443149611,0.0971998281701075,0.0674961606471951,"Itga5/Sh2d1b1/Ttk",3
"GO:0007229","BP","GO:0007229","integrin-mediated signaling pathway","2/37","101/28905",0.00743481259550295,0.0971998281701075,0.0674961606471951,"Fcer1g/Itga5",2
"GO:0002765","BP","GO:0002765","immune response-inhibiting signal transduction","1/37","6/28905",0.007656456021644,0.0971998281701075,0.0674961606471951,"Sh2d1b1",1
"GO:0006335","BP","GO:0006335","DNA replication-dependent chromatin assembly","1/37","6/28905",0.007656456021644,0.0971998281701075,0.0674961606471951,"Chaf1b",1
"GO:0032765","BP","GO:0032765","positive regulation of mast cell cytokine production","1/37","6/28905",0.007656456021644,0.0971998281701075,0.0674961606471951,"Fcer1g",1
"GO:0033024","BP","GO:0033024","mast cell apoptotic process","1/37","6/28905",0.007656456021644,0.0971998281701075,0.0674961606471951,"Fcer1g",1
"GO:0033025","BP","GO:0033025","regulation of mast cell apoptotic process","1/37","6/28905",0.007656456021644,0.0971998281701075,0.0674961606471951,"Fcer1g",1
"GO:0071934","BP","GO:0071934","thiamine transmembrane transport","1/37","6/28905",0.007656456021644,0.0971998281701075,0.0674961606471951,"Slc44a4",1
"GO:1902102","BP","GO:1902102","regulation of metaphase/anaphase transition of meiotic cell cycle","1/37","6/28905",0.007656456021644,0.0971998281701075,0.0674961606471951,"Ttk",1
"GO:1905132","BP","GO:1905132","regulation of meiotic chromosome separation","1/37","6/28905",0.007656456021644,0.0971998281701075,0.0674961606471951,"Ttk",1
"GO:0023061","BP","GO:0023061","signal release","4/37","615/28905",0.00768522848343476,0.0971998281701075,0.0674961606471951,"Fcer1g/Ffar4/Slc44a4/Trpm2",4
"GO:0000041","BP","GO:0000041","transition metal ion transport","2/37","103/28905",0.00772129046718787,0.0971998281701075,0.0674961606471951,"Slc41a2/Trpm2",2
"GO:0010038","BP","GO:0010038","response to metal ion","3/37","318/28905",0.00777312272067754,0.0971998281701075,0.0674961606471951,"Ggh/Slc34a1/Trpm2",3
"GO:0045927","BP","GO:0045927","positive regulation of growth","3/37","323/28905",0.00811128214385574,0.0971998281701075,0.0674961606471951,"Bcl11a/Slc44a4/Dnph1",3
"GO:0010721","BP","GO:0010721","negative regulation of cell development","3/37","326/28905",0.00831830111443869,0.0971998281701075,0.0674961606471951,"Bcl11a/Mag/Pira6",3
"GO:0046849","BP","GO:0046849","bone remodeling","2/37","108/28905",0.00845902112439929,0.0971998281701075,0.0674961606471951,"Slc34a1/Tmem64",2
"GO:0019226","BP","GO:0019226","transmission of nerve impulse","2/37","109/28905",0.00861023348067109,0.0971998281701075,0.0674961606471951,"Mag/Gpr35",2
"GO:0050801","BP","GO:0050801","monoatomic ion homeostasis","4/37","639/28905",0.00876741126614603,0.0971998281701075,0.0674961606471951,"Ckb/Slc34a1/Tmem64/Trpm2",4
"GO:0002576","BP","GO:0002576","platelet degranulation","1/37","7/28905",0.00892697441768542,0.0971998281701075,0.0674961606471951,"Fcer1g",1
"GO:0006824","BP","GO:0006824","cobalt ion transport","1/37","7/28905",0.00892697441768542,0.0971998281701075,0.0674961606471951,"Slc41a2",1
"GO:0008291","BP","GO:0008291","acetylcholine metabolic process","1/37","7/28905",0.00892697441768542,0.0971998281701075,0.0674961606471951,"Slc44a4",1
"GO:0014043","BP","GO:0014043","negative regulation of neuron maturation","1/37","7/28905",0.00892697441768542,0.0971998281701075,0.0674961606471951,"Bcl11a",1
"GO:0015888","BP","GO:0015888","thiamine transport","1/37","7/28905",0.00892697441768542,0.0971998281701075,0.0674961606471951,"Slc44a4",1
"GO:0033023","BP","GO:0033023","mast cell homeostasis","1/37","7/28905",0.00892697441768542,0.0971998281701075,0.0674961606471951,"Fcer1g",1
"GO:0044785","BP","GO:0044785","metaphase/anaphase transition of meiotic cell cycle","1/37","7/28905",0.00892697441768542,0.0971998281701075,0.0674961606471951,"Ttk",1
"GO:0051902","BP","GO:0051902","negative regulation of mitochondrial depolarization","1/37","7/28905",0.00892697441768542,0.0971998281701075,0.0674961606471951,"Hsh2d",1
"GO:0090273","BP","GO:0090273","regulation of somatostatin secretion","1/37","7/28905",0.00892697441768542,0.0971998281701075,0.0674961606471951,"Ffar4",1
"GO:1900619","BP","GO:1900619","acetate ester metabolic process","1/37","7/28905",0.00892697441768542,0.0971998281701075,0.0674961606471951,"Slc44a4",1
"GO:1901994","BP","GO:1901994","negative regulation of meiotic cell cycle phase transition","1/37","7/28905",0.00892697441768542,0.0971998281701075,0.0674961606471951,"Ttk",1
"GO:0043066","BP","GO:0043066","negative regulation of apoptotic process","5/37","1012/28905",0.00896232798225895,0.0971998281701075,0.0674961606471951,"Fcer1g/Mag/Hsh2d/Itga5/Ffar4",5
"GO:0030593","BP","GO:0030593","neutrophil chemotaxis","2/37","112/28905",0.00907114555788747,0.0971998281701075,0.0674961606471951,"Fcer1g/Ccl22",2
"GO:0006950","BP","GO:0006950","response to stress","11/37","3980/28905",0.00908749328441544,0.0971998281701075,0.0674961606471951,"Fcer1g/Ccl22/Mag/Ffar4/Slc34a1/Sh2d1b1/Tpsb2/Chaf1b/Mid1/Mrc1/Trpm2",11
"GO:0023052","BP","GO:0023052","signaling","16/37","7097/28905",0.00972155042895632,0.100831480864004,0.0700180026942102,"Fcer1g/Ccl22/Hsh2d/Rgs18/Itga5/Cish/Ffar4/Gm14137/Sh2d1b1/Slc44a4/Tmem64/Mid1/Rgs13/Ttk/Trpm2/Gpr35",16
"GO:0055085","BP","GO:0055085","transmembrane transport","6/37","1464/28905",0.0100798422688878,0.100831480864004,0.0700180026942102,"Ffar4/Slc34a1/Slc44a4/Slc41a2/Trpm2/Gpr35",6
"GO:0043069","BP","GO:0043069","negative regulation of programmed cell death","5/37","1042/28905",0.0100916909569388,0.100831480864004,0.0700180026942102,"Fcer1g/Mag/Hsh2d/Itga5/Ffar4",5
"GO:0007165","BP","GO:0007165","signal transduction","15/37","6479/28905",0.0101731492295532,0.100831480864004,0.0700180026942102,"Fcer1g/Ccl22/Hsh2d/Rgs18/Itga5/Cish/Ffar4/Gm14137/Sh2d1b1/Tmem64/Mid1/Rgs13/Ttk/Trpm2/Gpr35",15
"GO:0001812","BP","GO:0001812","positive regulation of type I hypersensitivity","1/37","8/28905",0.0101959100515202,0.100831480864004,0.0700180026942102,"Fcer1g",1
"GO:0016321","BP","GO:0016321","female meiosis chromosome segregation","1/37","8/28905",0.0101959100515202,0.100831480864004,0.0700180026942102,"Ttk",1
"GO:0032289","BP","GO:0032289","central nervous system myelin formation","1/37","8/28905",0.0101959100515202,0.100831480864004,0.0700180026942102,"Mag",1
"GO:0038156","BP","GO:0038156","interleukin-3-mediated signaling pathway","1/37","8/28905",0.0101959100515202,0.100831480864004,0.0700180026942102,"Fcer1g",1
"GO:0061526","BP","GO:0061526","acetylcholine secretion","1/37","8/28905",0.0101959100515202,0.100831480864004,0.0700180026942102,"Slc44a4",1
"GO:1904180","BP","GO:1904180","negative regulation of membrane depolarization","1/37","8/28905",0.0101959100515202,0.100831480864004,0.0700180026942102,"Hsh2d",1
"GO:0055074","BP","GO:0055074","calcium ion homeostasis","3/37","354/28905",0.0104015877728618,0.100831480864004,0.0700180026942102,"Slc34a1/Tmem64/Trpm2",3
"GO:0016043","BP","GO:0016043","cellular component organization","15/37","6506/28905",0.0105770297029013,0.100831480864004,0.0700180026942102,"Fcer1g/Bcl11a/Rpgrip1/Mag/Itga5/Haus8/Gm14137/Slc44a4/Chaf1b/Mid1/Dnph1/Tpx2/Ttk/Trpm2/Gpr35",15
"GO:0071346","BP","GO:0071346","cellular response to type II interferon","2/37","122/28905",0.0106853720550367,0.100831480864004,0.0700180026942102,"Ccl22/Mrc1",2
"GO:0098659","BP","GO:0098659","inorganic cation import across plasma membrane","2/37","123/28905",0.0108533016057879,0.100831480864004,0.0700180026942102,"Slc34a1/Trpm2",2
"GO:0099587","BP","GO:0099587","inorganic ion import across plasma membrane","2/37","123/28905",0.0108533016057879,0.100831480864004,0.0700180026942102,"Slc34a1/Trpm2",2
"GO:0007010","BP","GO:0007010","cytoskeleton organization","6/37","1489/28905",0.0109033262728847,0.100831480864004,0.0700180026942102,"Haus8/Gm14137/Mid1/Tpx2/Trpm2/Gpr35",6
"GO:0051225","BP","GO:0051225","spindle assembly","2/37","125/28905",0.0111926693724128,0.100831480864004,0.0700180026942102,"Haus8/Tpx2",2
"GO:0040008","BP","GO:0040008","regulation of growth","4/37","688/28905",0.011278090340852,0.100831480864004,0.0700180026942102,"Bcl11a/Mag/Slc44a4/Dnph1",4
"GO:2000106","BP","GO:2000106","regulation of leukocyte apoptotic process","2/37","126/28905",0.0113641013889558,0.100831480864004,0.0700180026942102,"Fcer1g/Hsh2d",2
"GO:0001810","BP","GO:0001810","regulation of type I hypersensitivity","1/37","9/28905",0.0114632648401859,0.100831480864004,0.0700180026942102,"Fcer1g",1
"GO:0010966","BP","GO:0010966","regulation of phosphate transport","1/37","9/28905",0.0114632648401859,0.100831480864004,0.0700180026942102,"Slc34a1",1
"GO:0015871","BP","GO:0015871","choline transport","1/37","9/28905",0.0114632648401859,0.100831480864004,0.0700180026942102,"Slc44a4",1
"GO:0032763","BP","GO:0032763","regulation of mast cell cytokine production","1/37","9/28905",0.0114632648401859,0.100831480864004,0.0700180026942102,"Fcer1g",1
"GO:0043174","BP","GO:0043174","nucleoside salvage","1/37","9/28905",0.0114632648401859,0.100831480864004,0.0700180026942102,"Dnph1",1
"GO:0051970","BP","GO:0051970","negative regulation of transmission of nerve impulse","1/37","9/28905",0.0114632648401859,0.100831480864004,0.0700180026942102,"Gpr35",1
"GO:0070253","BP","GO:0070253","somatostatin secretion","1/37","9/28905",0.0114632648401859,0.100831480864004,0.0700180026942102,"Ffar4",1
"GO:2000172","BP","GO:2000172","regulation of branching morphogenesis of a nerve","1/37","9/28905",0.0114632648401859,0.100831480864004,0.0700180026942102,"Bcl11a",1
"GO:0010648","BP","GO:0010648","negative regulation of cell communication","6/37","1511/28905",0.0116670384742114,0.101667965018425,0.0705988624542383,"Rgs18/Cish/Ffar4/Tmem64/Rgs13/Gpr35",6
"GO:0048640","BP","GO:0048640","negative regulation of developmental growth","2/37","128/28905",0.0117104462324887,0.101667965018425,0.0705988624542383,"Bcl11a/Mag",2
"GO:0051261","BP","GO:0051261","protein depolymerization","2/37","129/28905",0.0118853528939613,0.101863569354015,0.0707346913122394,"Mid1/Tpx2",2
