"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030154","BP","GO:0030154","cell differentiation","31/87","4775/28905",1.22531901867841e-05,0.00237507669787166,0.00176703900588361,"Lmtk2/Hba-a1/Ddit4/Lgals8/Klhl41/Gprc5b/Ccr2/Pacsin1/Ctla4/Ccl9/Pde2a/Sptb/Ifi204/Errfi1/Arhgef10/Extl3/Ncs1/Serpine2/Tfip11/Sorl1/Wee1/Krt80/Creb3l2/Zfp281/Mios/Ppp4r2/Wls/Samd11/Rec8/Ahi1/Tapt1",31
"GO:0048869","BP","GO:0048869","cellular developmental process","31/87","4775/28905",1.22531901867841e-05,0.00237507669787166,0.00176703900588361,"Lmtk2/Hba-a1/Ddit4/Lgals8/Klhl41/Gprc5b/Ccr2/Pacsin1/Ctla4/Ccl9/Pde2a/Sptb/Ifi204/Errfi1/Arhgef10/Extl3/Ncs1/Serpine2/Tfip11/Sorl1/Wee1/Krt80/Creb3l2/Zfp281/Mios/Ppp4r2/Wls/Samd11/Rec8/Ahi1/Tapt1",31
"GO:0016043","BP","GO:0016043","cellular component organization","37/87","6506/28905",2.45981913391313e-05,0.00436554602439807,0.00324793305159543,"Lmtk2/Ddit4/Klhl41/Pid1/Gprc5b/Oxa1l/Pacsin1/Ehd3/Ocel1/Frmd5/Pde2a/Sptb/Ifi204/Trim40/Trappc10/Arhgef10/Unc119b/Phactr2/Extl3/Tdg/Fam174b/Ncs1/Serpine2/Tfip11/Lima1/Sorl1/Wee1/Krt80/Creb3l2/Mios/Wls/Rec8/Upf1/Ahi1/Tapt1/Ccnb2/Dffb",37
"GO:0006950","BP","GO:0006950","response to stress","27/87","3980/28905",2.62758574125421e-05,0.00436554602439807,0.00324793305159543,"Ddit4/Lgals8/Gprc5b/Ccr2/Cnr2/Ctla4/Clec10a/Nod1/Cd200r1/Ccl9/Pde2a/Clec4a1/Ifi204/Trim40/Errfi1/Extl3/Tdg/Ifitm2/Serpine2/Creb3l2/Mios/Ppp4r2/Rec8/Slc15a2/Hmox1/Upf1/Ifitm3",27
"GO:0048468","BP","GO:0048468","cell development","24/87","3308/28905",2.92909803536022e-05,0.00450674846808017,0.00335298659615504,"Lmtk2/Hba-a1/Lgals8/Klhl41/Gprc5b/Ccr2/Pacsin1/Ctla4/Ccl9/Pde2a/Sptb/Ifi204/Arhgef10/Ncs1/Serpine2/Sorl1/Wee1/Creb3l2/Mios/Ppp4r2/Wls/Samd11/Rec8/Ahi1",24
"GO:0032501","BP","GO:0032501","multicellular organismal process","46/87","9138/28905",3.10008493075162e-05,0.00450674846808017,0.00335298659615504,"Lmtk2/Cd209a/Hba-a1/Ddit4/Lgals8/Gprc5b/Dhrs3/Ccr2/Pacsin1/Cnr2/Cd300lb/Ctla4/Ehd3/Clec10a/Nod1/Cd200r1/Ccl9/Pde2a/Ifi204/Errfi1/Arhgef10/Cpt1a/Calcrl/Ank/Unc119b/Extl3/Tdg/Pskh1/Ncs1/Serpine2/Lima1/Sorl1/Wee1/Krt80/Creb3l2/Zfp281/Mios/Wls/Samd11/Rec8/Slc15a2/Hmox1/Ahi1/Tapt1/Ccnb2/Etl4",46
"GO:0009605","BP","GO:0009605","response to external stimulus","22/87","2932/28905",4.18614537308495e-05,0.00572763184576212,0.00426131454696698,"Hba-a1/Ddit4/Lgals8/Fkbp5/Gprc5b/Ccr2/Cnr2/Cd300lb/Nod1/Cd200r1/Ccl9/Pde2a/Clec4a1/Ifi204/Trim40/Extl3/Ifitm2/Serpine2/Sorl1/Mios/Slc15a2/Ifitm3",22
"GO:0044419","BP","GO:0044419","biological process involved in interspecies interaction between organisms","17/87","1907/28905",4.67643657647594e-05,0.00604299526493502,0.00449594253317336,"Cd209a/Hba-a1/Ddit4/Lgals8/Fkbp5/Cnr2/Cd300lb/Clec10a/Nod1/Ccl9/Pde2a/Clec4a1/Ifi204/Trim40/Ifitm2/Slc15a2/Ifitm3",17
"GO:0071840","BP","GO:0071840","cellular component organization or biogenesis","37/87","6717/28905",5.12879530812005e-05,0.0062787252035196,0.00467132381526281,"Lmtk2/Ddit4/Klhl41/Pid1/Gprc5b/Oxa1l/Pacsin1/Ehd3/Ocel1/Frmd5/Pde2a/Sptb/Ifi204/Trim40/Trappc10/Arhgef10/Unc119b/Phactr2/Extl3/Tdg/Fam174b/Ncs1/Serpine2/Tfip11/Lima1/Sorl1/Wee1/Krt80/Creb3l2/Mios/Wls/Rec8/Upf1/Ahi1/Tapt1/Ccnb2/Dffb",37
"GO:0002376","BP","GO:0002376","immune system process","22/87","2984/28905",5.46397146550248e-05,0.00635459881437939,0.00472777320488741,"Ctse/Cd209a/Hba-a1/Lgals8/Gprc5b/Ccr2/Cnr2/Cd300lb/Ctla4/Il21r/Nod1/Cd200r1/Ccl9/Clec4a1/Ifi204/Trim40/Ifitm2/Fcgrt/Slc15a2/Hmox1/Ifitm3/Ccnb2",22
"GO:0048731","BP","GO:0048731","system development","27/87","4175/28905",6.15919843062867e-05,0.00658244314376226,0.00489728765368383,"Lmtk2/Ddit4/Lgals8/Gprc5b/Dhrs3/Ccr2/Pacsin1/Pde2a/Errfi1/Arhgef10/Calcrl/Unc119b/Pskh1/Ncs1/Serpine2/Sorl1/Wee1/Creb3l2/Mios/Wls/Samd11/Rec8/Hmox1/Ahi1/Tapt1/Ccnb2/Etl4",27
"GO:0016192","BP","GO:0016192","vesicle-mediated transport","15/87","1565/28905",6.22587055729879e-05,0.00658244314376226,0.00489728765368383,"Lmtk2/Cd209a/Ccr2/Pacsin1/Ehd3/Trappc10/Calcrl/Ncs1/Sorl1/Creb3l2/Cyth3/Scamp1/Hmox1/Ifitm3/Ahi1",15
"GO:0048519","BP","GO:0048519","negative regulation of biological process","33/87","5817/28905",9.50688119898192e-05,0.00935946255426452,0.00696336898185766,"Ddit4/Pid1/Dhrs3/Ccr2/Pacsin1/Cnr2/Ctla4/Cd200r1/Ccl9/Frmd5/Pde2a/Sptb/Ifi204/Trim40/Errfi1/Calcrl/Extl3/Tdg/Ifitm2/Serpine2/Tfip11/Lima1/Sorl1/Wee1/Mex3d/Zfp281/Samd11/Hmox1/Upf1/Socs4/Ifitm3/Ahi1/Dffb",33
"GO:0051239","BP","GO:0051239","regulation of multicellular organismal process","23/87","3329/28905",9.65722705513106e-05,0.00935946255426452,0.00696336898185766,"Cd209a/Lgals8/Gprc5b/Dhrs3/Ccr2/Cnr2/Cd300lb/Ctla4/Ehd3/Nod1/Cd200r1/Ccl9/Ifi204/Errfi1/Calcrl/Ank/Extl3/Tdg/Serpine2/Sorl1/Wls/Hmox1/Ahi1",23
"GO:0048523","BP","GO:0048523","negative regulation of cellular process","31/87","5339/28905",0.000112725841190343,0.0104880122643495,0.00780300138597575,"Ddit4/Pid1/Dhrs3/Ccr2/Pacsin1/Cnr2/Ctla4/Cd200r1/Ccl9/Frmd5/Pde2a/Sptb/Ifi204/Trim40/Errfi1/Extl3/Tdg/Serpine2/Tfip11/Lima1/Sorl1/Wee1/Mex3d/Zfp281/Samd11/Hmox1/Upf1/Socs4/Ifitm3/Ahi1/Dffb",31
"GO:0050896","BP","GO:0050896","response to stimulus","48/87","10222/28905",0.000122512013686681,0.0105645953935591,0.00785997865185823,"Lmtk2/Cd209a/Hba-a1/Ddit4/Lgals8/Fkbp5/Pid1/Gprc5b/Dhrs3/Ccr2/Pacsin1/Cnr2/Cd300lb/Ctla4/Il21r/Clec10a/Nod1/Cd200r1/Ccl9/Pde2a/Clec4a1/Ifi204/Trim40/Errfi1/Card6/Calcrl/Ank/Extl3/Rasgef1b/Tdg/Ifitm2/Ncs1/Serpine2/Fcgrt/Sorl1/Creb3l2/Mios/Cyth3/Ppp4r2/Wls/Rec8/Mkrn1/Slc15a2/Hmox1/Upf1/Socs4/Ifitm3/Ahi1",48
"GO:0035455","BP","GO:0035455","response to interferon-alpha","3/87","32/28905",0.000122632878601073,0.0105645953935591,0.00785997865185823,"Ifi204/Ifitm2/Ifitm3",3
"GO:0071529","BP","GO:0071529","cementum mineralization","2/87","6/28905",0.000133281522318529,0.0110718864611749,0.00823739934931059,"Ank/Wls",2
"GO:0048513","BP","GO:0048513","animal organ development","22/87","3249/28905",0.000191701520287536,0.0152950557180162,0.0113794051683118,"Ddit4/Klhl41/Dhrs3/Pde2a/Ifi204/Errfi1/Calcrl/Ank/Extl3/Pskh1/Serpine2/Tfip11/Sorl1/Krt80/Creb3l2/Wls/Samd11/Rec8/Hmox1/Ahi1/Tapt1/Ccnb2",22
"GO:0009894","BP","GO:0009894","regulation of catabolic process","11/87","996/28905",0.000197270710034602,0.0152950557180162,0.0113794051683118,"Ddit4/Nod1/Trim40/Cpt1a/Serpine2/Sorl1/Mex3d/Hmox1/Upf1/Socs4/Dffb",11
"GO:0051707","BP","GO:0051707","response to other organism","15/87","1759/28905",0.000226362366718117,0.0166567707662198,0.0123925108112709,"Hba-a1/Ddit4/Lgals8/Fkbp5/Cnr2/Cd300lb/Nod1/Ccl9/Pde2a/Clec4a1/Ifi204/Trim40/Ifitm2/Slc15a2/Ifitm3",15
"GO:0043207","BP","GO:0043207","response to external biotic stimulus","15/87","1761/28905",0.000229155917678003,0.0166567707662198,0.0123925108112709,"Hba-a1/Ddit4/Lgals8/Fkbp5/Cnr2/Cd300lb/Nod1/Ccl9/Pde2a/Clec4a1/Ifi204/Trim40/Ifitm2/Slc15a2/Ifitm3",15
"GO:0051128","BP","GO:0051128","regulation of cellular component organization","19/87","2632/28905",0.00026035577496352,0.018351137350459,0.0136531066679435,"Gprc5b/Pacsin1/Ehd3/Pde2a/Sptb/Ifi204/Trim40/Arhgef10/Extl3/Ncs1/Serpine2/Tfip11/Lima1/Sorl1/Creb3l2/Wls/Upf1/Ahi1/Tapt1",19
"GO:0006954","BP","GO:0006954","inflammatory response","10/87","867/28905",0.000278307168213041,0.0188329343775162,0.0140115599930473,"Gprc5b/Ccr2/Cnr2/Clec10a/Cd200r1/Ccl9/Pde2a/Ifi204/Extl3/Hmox1",10
"GO:0009607","BP","GO:0009607","response to biotic stimulus","15/87","1800/28905",0.000289948953696483,0.0188329343775162,0.0140115599930473,"Hba-a1/Ddit4/Lgals8/Fkbp5/Cnr2/Cd300lb/Nod1/Ccl9/Pde2a/Clec4a1/Ifi204/Trim40/Ifitm2/Slc15a2/Ifitm3",15
"GO:0006996","BP","GO:0006996","organelle organization","23/87","3584/28905",0.000291481357519598,0.0188329343775162,0.0140115599930473,"Klhl41/Pid1/Oxa1l/Pacsin1/Ehd3/Frmd5/Pde2a/Sptb/Trappc10/Arhgef10/Unc119b/Phactr2/Fam174b/Serpine2/Lima1/Wee1/Krt80/Rec8/Upf1/Ahi1/Tapt1/Ccnb2/Dffb",23
"GO:0034498","BP","GO:0034498","early endosome to Golgi transport","2/87","9/28905",0.000317999974078305,0.0193351881385104,0.014385232972671,"Ehd3/Trappc10",2
"GO:0006897","BP","GO:0006897","endocytosis","9/87","721/28905",0.000322335120761114,0.0193351881385104,0.014385232972671,"Cd209a/Ccr2/Pacsin1/Ehd3/Calcrl/Sorl1/Scamp1/Ifitm3/Ahi1",9
"GO:0051179","BP","GO:0051179","localization","30/87","5383/28905",0.000324192750387749,0.0193351881385104,0.014385232972671,"Lmtk2/Cd209a/Hba-a1/Pid1/Oxa1l/Ccr2/Pacsin1/Ehd3/Trim40/Errfi1/Trappc10/Cpt1a/Calcrl/Ank/Unc119b/Cnnm3/Ncs1/Serpine2/Lima1/Sorl1/Creb3l2/Mios/Cyth3/Wls/Scamp1/Slc15a2/Hmox1/Abcb9/Ifitm3/Ahi1",30
"GO:0009966","BP","GO:0009966","regulation of signal transduction","21/87","3142/28905",0.000333076394864913,0.0193683923613947,0.0144099366620504,"Ddit4/Pid1/Gprc5b/Dhrs3/Ccr2/Nod1/Ccl9/Pde2a/Ifi204/Errfi1/Card6/Extl3/Ncs1/Serpine2/Sorl1/Mios/Cyth3/Wls/Slc15a2/Hmox1/Socs4",21
"GO:0008152","BP","GO:0008152","metabolic process","51/87","11602/28905",0.000372875487707635,0.0210540014246412,0.0156640169896864,"Lmtk2/Zfp868/Ctse/Hba-a1/Ddit4/Lgals8/Fkbp5/Klhl41/Pid1/Gprc5b/Oxa1l/Dhrs3/Ccr2/Cnr2/Ehd3/Nod1/Cd200r1/Pde2a/Sptb/Ifi204/Zfp1/Trim40/Errfi1/Cpt1a/Ank/Rnf122/Extl3/Tdg/Pskh1/Serpine2/Tfip11/Lima1/Zfp273/Sorl1/Zfp74/Wee1/Creb3l2/Mex3d/Zfp281/Ppp4r2/Samd11/Rec8/Matk/Mkrn1/Hmox1/Upf1/Abcb9/Socs4/Ahi1/Ccnb2/Dffb",51
"GO:0006955","BP","GO:0006955","immune response","16/87","2055/28905",0.000380166835698594,0.0210540014246412,0.0156640169896864,"Cd209a/Lgals8/Gprc5b/Ccr2/Ctla4/Il21r/Nod1/Ccl9/Clec4a1/Ifi204/Trim40/Ifitm2/Fcgrt/Slc15a2/Hmox1/Ifitm3",16
"GO:0006810","BP","GO:0006810","transport","26/87","4426/28905",0.000427012788375524,0.0230984126921272,0.0171850434293601,"Lmtk2/Cd209a/Hba-a1/Pid1/Ccr2/Pacsin1/Ehd3/Trappc10/Cpt1a/Calcrl/Ank/Unc119b/Cnnm3/Ncs1/Serpine2/Lima1/Sorl1/Creb3l2/Cyth3/Wls/Scamp1/Slc15a2/Hmox1/Abcb9/Ifitm3/Ahi1",26
"GO:0051234","BP","GO:0051234","establishment of localization","27/87","4716/28905",0.000480711683127275,0.0250139729227204,0.0186102056772197,"Lmtk2/Cd209a/Hba-a1/Pid1/Oxa1l/Ccr2/Pacsin1/Ehd3/Trappc10/Cpt1a/Calcrl/Ank/Unc119b/Cnnm3/Ncs1/Serpine2/Lima1/Sorl1/Creb3l2/Cyth3/Wls/Scamp1/Slc15a2/Hmox1/Abcb9/Ifitm3/Ahi1",27
"GO:0002887","BP","GO:0002887","negative regulation of myeloid leukocyte mediated immunity","2/87","11/28905",0.000483933268066388,0.0250139729227204,0.0186102056772197,"Ccr2/Hmox1",2
"GO:0031346","BP","GO:0031346","positive regulation of cell projection organization","7/87","467/28905",0.000527838980394511,0.0264335592373589,0.0196663671024203,"Gprc5b/Pacsin1/Serpine2/Creb3l2/Wls/Ahi1/Tapt1",7
"GO:0001881","BP","GO:0001881","receptor recycling","3/87","53/28905",0.000553368856961337,0.0264335592373589,0.0196663671024203,"Lmtk2/Ehd3/Sorl1",3
"GO:0098657","BP","GO:0098657","import into cell","10/87","950/28905",0.000569611333827807,0.0264335592373589,0.0196663671024203,"Cd209a/Ccr2/Pacsin1/Ehd3/Calcrl/Sorl1/Scamp1/Slc15a2/Ifitm3/Ahi1",10
"GO:0023051","BP","GO:0023051","regulation of signaling","23/87","3755/28905",0.000570623609597965,0.0264335592373589,0.0196663671024203,"Ddit4/Pid1/Gprc5b/Dhrs3/Ccr2/Cnr2/Nod1/Ccl9/Pde2a/Ifi204/Errfi1/Card6/Cpt1a/Extl3/Ncs1/Serpine2/Sorl1/Mios/Cyth3/Wls/Slc15a2/Hmox1/Socs4",23
"GO:0010646","BP","GO:0010646","regulation of cell communication","23/87","3756/28905",0.000572783273190995,0.0264335592373589,0.0196663671024203,"Ddit4/Pid1/Gprc5b/Dhrs3/Ccr2/Cnr2/Nod1/Ccl9/Pde2a/Ifi204/Errfi1/Card6/Cpt1a/Extl3/Ncs1/Serpine2/Sorl1/Mios/Cyth3/Wls/Slc15a2/Hmox1/Socs4",23
"GO:0043301","BP","GO:0043301","negative regulation of leukocyte degranulation","2/87","12/28905",0.000579583629022057,0.0264335592373589,0.0196663671024203,"Ccr2/Hmox1",2
"GO:0120036","BP","GO:0120036","plasma membrane bounded cell projection organization","14/87","1733/28905",0.000643322261442993,0.0287762996176231,0.0214093481338518,"Lmtk2/Klhl41/Gprc5b/Pacsin1/Ehd3/Unc119b/Ncs1/Serpine2/Lima1/Wee1/Creb3l2/Wls/Ahi1/Tapt1",14
"GO:0009895","BP","GO:0009895","negative regulation of catabolic process","6/87","353/28905",0.000699425306926045,0.0306955332813204,0.0228372433880123,"Ddit4/Trim40/Serpine2/Sorl1/Hmox1/Dffb",6
"GO:0031329","BP","GO:0031329","regulation of cellular catabolic process","8/87","644/28905",0.000724435444414164,0.0312043859945805,0.023215825937951,"Ddit4/Nod1/Cpt1a/Sorl1/Mex3d/Hmox1/Upf1/Dffb",8
"GO:0010033","BP","GO:0010033","response to organic substance","20/87","3097/28905",0.000741020643337588,0.0313384366618769,0.0233155586152535,"Hba-a1/Ddit4/Pid1/Ccr2/Cnr2/Cd300lb/Il21r/Nod1/Ccl9/Pde2a/Ifi204/Errfi1/Calcrl/Extl3/Ifitm2/Sorl1/Creb3l2/Mkrn1/Hmox1/Ifitm3",20
"GO:0010976","BP","GO:0010976","positive regulation of neuron projection development","5/87","239/28905",0.000789199695189151,0.0320297961402863,0.0238299248108932,"Gprc5b/Pacsin1/Serpine2/Creb3l2/Ahi1",5
"GO:0007175","BP","GO:0007175","negative regulation of epidermal growth factor-activated receptor activity","2/87","14/28905",0.000795999695835766,0.0320297961402863,0.0238299248108932,"Errfi1/Socs4",2
"GO:0022008","BP","GO:0022008","neurogenesis","15/87","1983/28905",0.000798679353455118,0.0320297961402863,0.0238299248108932,"Lmtk2/Ddit4/Gprc5b/Ccr2/Pacsin1/Arhgef10/Ncs1/Serpine2/Sorl1/Wee1/Creb3l2/Mios/Wls/Samd11/Ahi1",15
"GO:0030030","BP","GO:0030030","cell projection organization","14/87","1779/28905",0.000831048249661172,0.0327630208256252,0.0243754384021939,"Lmtk2/Klhl41/Gprc5b/Pacsin1/Ehd3/Unc119b/Ncs1/Serpine2/Lima1/Wee1/Creb3l2/Wls/Ahi1/Tapt1",14
"GO:0061097","BP","GO:0061097","regulation of protein tyrosine kinase activity","3/87","62/28905",0.000876121414447628,0.0339643068334197,0.0252691860588053,"Gprc5b/Errfi1/Socs4",3
"GO:0048583","BP","GO:0048583","regulation of response to stimulus","24/87","4169/28905",0.00102626988174018,0.0386030843528122,0.0287204012653406,"Ddit4/Pid1/Gprc5b/Dhrs3/Ccr2/Ctla4/Nod1/Cd200r1/Ccl9/Pde2a/Ifi204/Errfi1/Card6/Extl3/Ncs1/Serpine2/Sorl1/Mios/Cyth3/Ppp4r2/Wls/Slc15a2/Hmox1/Socs4",24
"GO:0032984","BP","GO:0032984","protein-containing complex disassembly","5/87","254/28905",0.00103559908839352,0.0386030843528122,0.0287204012653406,"Ddit4/Sptb/Tfip11/Lima1/Upf1",5
"GO:0046548","BP","GO:0046548","retinal rod cell development","2/87","16/28905",0.00104556935263421,0.0386030843528122,0.0287204012653406,"Samd11/Ahi1",2
"GO:0045071","BP","GO:0045071","negative regulation of viral genome replication","3/87","67/28905",0.00109779192818245,0.039897875389881,0.0296837159528282,"Ifi204/Ifitm2/Ifitm3",3
"GO:0098792","BP","GO:0098792","xenophagy","2/87","17/28905",0.00118266252339435,0.0415025746714959,0.0308776000180746,"Lgals8/Nod1",2
"GO:0002718","BP","GO:0002718","regulation of cytokine production involved in immune response","4/87","153/28905",0.00119464096771629,0.0415025746714959,0.0308776000180746,"Gprc5b/Ccr2/Nod1/Hmox1",4
"GO:0061082","BP","GO:0061082","myeloid leukocyte cytokine production","3/87","69/28905",0.00119547399096742,0.0415025746714959,0.0308776000180746,"Gprc5b/Nod1/Hmox1",3
"GO:0001817","BP","GO:0001817","regulation of cytokine production","9/87","872/28905",0.00124624878795212,0.0426290394231858,0.0317156812289983,"Gprc5b/Ccr2/Nod1/Cd200r1/Ifi204/Errfi1/Extl3/Sorl1/Hmox1",9
"GO:0009896","BP","GO:0009896","positive regulation of catabolic process","7/87","544/28905",0.00128441807271533,0.0432979193787804,0.032213322830572,"Nod1/Cpt1a/Sorl1/Mex3d/Hmox1/Upf1/Socs4",7
"GO:0048518","BP","GO:0048518","positive regulation of biological process","33/87","6679/28905",0.00132983572233045,0.0436770589950648,0.032495399822549,"Lgals8/Pid1/Gprc5b/Ccr2/Pacsin1/Cd300lb/Ctla4/Ehd3/Nod1/Ccl9/Frmd5/Pde2a/Ifi204/Arhgef10/Cpt1a/Calcrl/Rnf122/Extl3/Ncs1/Serpine2/Sorl1/Creb3l2/Mex3d/Zfp281/Mios/Cyth3/Wls/Slc15a2/Hmox1/Upf1/Socs4/Ahi1/Tapt1",33
"GO:0065009","BP","GO:0065009","regulation of molecular function","16/87","2309/28905",0.00133339068438855,0.0436770589950648,0.032495399822549,"Gprc5b/Oxa1l/Ehd3/Nod1/Ccl9/Tbc1d22a/Ifi204/Trim40/Errfi1/Arhgef10/Rasgef1b/Tdg/Serpine2/Tfip11/Socs4/Ccnb2",16
"GO:0035456","BP","GO:0035456","response to interferon-beta","3/87","72/28905",0.00135199838677758,0.0436770589950648,0.032495399822549,"Ifi204/Ifitm2/Ifitm3",3
"GO:0048522","BP","GO:0048522","positive regulation of cellular process","31/87","6141/28905",0.00141338360680171,0.0447820637642087,0.0333175149696154,"Lgals8/Pid1/Gprc5b/Ccr2/Pacsin1/Cd300lb/Ctla4/Ehd3/Nod1/Ccl9/Frmd5/Pde2a/Ifi204/Arhgef10/Cpt1a/Calcrl/Rnf122/Extl3/Ncs1/Serpine2/Sorl1/Creb3l2/Mex3d/Zfp281/Mios/Cyth3/Wls/Hmox1/Upf1/Ahi1/Tapt1",31
