"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032501","BP","GO:0032501","multicellular organismal process","22/37","9138/28905",0.000434670525450785,0.0342712538487113,0.0226544512868742,"Lmtk2/Cd209a/Hba-a1/Gprc5b/Ccr2/Pacsin1/Cd300lb/Clec10a/Cd200r1/Ccl9/Ifi204/Errfi1/Arhgef10/Ank/Lima1/Krt80/Samd11/Rec8/Slc15a2/Hmox1/Ahi1/Ccnb2",22
"GO:0030154","BP","GO:0030154","cell differentiation","15/37","4775/28905",0.00044133889679005,0.0342712538487113,0.0226544512868742,"Lmtk2/Hba-a1/Klhl41/Gprc5b/Ccr2/Pacsin1/Ccl9/Sptb/Ifi204/Errfi1/Arhgef10/Krt80/Samd11/Rec8/Ahi1",15
"GO:0048869","BP","GO:0048869","cellular developmental process","15/37","4775/28905",0.00044133889679005,0.0342712538487113,0.0226544512868742,"Lmtk2/Hba-a1/Klhl41/Gprc5b/Ccr2/Pacsin1/Ccl9/Sptb/Ifi204/Errfi1/Arhgef10/Krt80/Samd11/Rec8/Ahi1",15
"GO:0060221","BP","GO:0060221","retinal rod cell differentiation","2/37","25/28905",0.00046949834344957,0.0342712538487113,0.0226544512868742,"Samd11/Ahi1",2
"GO:1903306","BP","GO:1903306","negative regulation of regulated secretory pathway","2/37","25/28905",0.00046949834344957,0.0342712538487113,0.0226544512868742,"Ccr2/Hmox1",2
"GO:0007010","BP","GO:0007010","cytoskeleton organization","8/37","1489/28905",0.000492239422663409,0.0342712538487113,0.0226544512868742,"Klhl41/Pacsin1/Frmd5/Sptb/Arhgef10/Lima1/Krt80/Ccnb2",8
"GO:0010829","BP","GO:0010829","negative regulation of glucose transmembrane transport","2/37","26/28905",0.000508213306589529,0.0342712538487113,0.0226544512868742,"Pid1/Ahi1",2
"GO:0044419","BP","GO:0044419","biological process involved in interspecies interaction between organisms","9/37","1907/28905",0.000533792157316768,0.0344963181665961,0.0228032263695847,"Cd209a/Hba-a1/Cd300lb/Clec10a/Ccl9/Clec4a1/Ifi204/Trim40/Slc15a2",9
"GO:0030029","BP","GO:0030029","actin filament-based process","6/37","819/28905",0.000557722709064677,0.0346011168703726,0.0228725018370103,"Klhl41/Pacsin1/Frmd5/Sptb/Arhgef10/Lima1",6
"GO:0009987","BP","GO:0009987","cellular process","32/37","17623/28905",0.000670667998242828,0.0389305786748933,0.0257344216833595,"Lmtk2/Cd209a/Hba-a1/Klhl41/Pid1/Gprc5b/Ccr2/Pacsin1/Cd300lb/Cd200r1/Ccl9/Frmd5/Sptb/Ifi204/Trim40/Errfi1/Trappc10/Arhgef10/Ank/Fam174b/Lima1/Zfp273/Zfp74/Krt80/Mex3d/Samd11/Rec8/Slc15a2/Hmox1/Abcb9/Ahi1/Ccnb2",32
"GO:0097435","BP","GO:0097435","supramolecular fiber organization","6/37","850/28905",0.000677708332831798,0.0389305786748933,0.0257344216833595,"Klhl41/Pacsin1/Sptb/Arhgef10/Lima1/Krt80",6
"GO:0001817","BP","GO:0001817","regulation of cytokine production","6/37","872/28905",0.000774401461618326,0.0428963095346437,0.028355903143468,"Gprc5b/Ccr2/Cd200r1/Ifi204/Errfi1/Hmox1",6
"GO:0032502","BP","GO:0032502","developmental process","18/37","6904/28905",0.00089937907869601,0.0458044231054048,0.0302782640094094,"Lmtk2/Hba-a1/Klhl41/Gprc5b/Ccr2/Pacsin1/Ccl9/Sptb/Ifi204/Errfi1/Arhgef10/Ank/Krt80/Samd11/Rec8/Hmox1/Ahi1/Ccnb2",18
"GO:0050789","BP","GO:0050789","regulation of biological process","26/37","12570/28905",0.000899399508599508,0.0458044231054048,0.0302782640094094,"Lmtk2/Cd209a/Klhl41/Pid1/Gprc5b/Ccr2/Pacsin1/Cd300lb/Cd200r1/Ccl9/Frmd5/Sptb/Ifi204/Trim40/Errfi1/Arhgef10/Ank/Lima1/Zfp273/Zfp74/Mex3d/Samd11/Slc15a2/Hmox1/Ahi1/Ccnb2",26
"GO:0006955","BP","GO:0006955","immune response","9/37","2055/28905",0.00091549781835432,0.0458044231054048,0.0302782640094094,"Cd209a/Gprc5b/Ccr2/Ccl9/Clec4a1/Ifi204/Trim40/Slc15a2/Hmox1",9
"GO:0002718","BP","GO:0002718","regulation of cytokine production involved in immune response","3/37","153/28905",0.000990136709081945,0.0477585136642316,0.0315699835820432,"Gprc5b/Ccr2/Hmox1",3
"GO:0045920","BP","GO:0045920","negative regulation of exocytosis","2/37","37/28905",0.00103225532444001,0.0477585136642316,0.0315699835820432,"Ccr2/Hmox1",2
"GO:0002444","BP","GO:0002444","myeloid leukocyte mediated immunity","3/37","157/28905",0.00106662888695933,0.0477585136642316,0.0315699835820432,"Ccr2/Cd300lb/Hmox1",3
"GO:0050794","BP","GO:0050794","regulation of cellular process","25/37","11938/28905",0.00111696043203135,0.0477585136642316,0.0315699835820432,"Lmtk2/Cd209a/Klhl41/Pid1/Gprc5b/Ccr2/Pacsin1/Cd300lb/Cd200r1/Ccl9/Frmd5/Sptb/Ifi204/Trim40/Errfi1/Arhgef10/Lima1/Zfp273/Zfp74/Mex3d/Samd11/Slc15a2/Hmox1/Ahi1/Ccnb2",25
"GO:0007275","BP","GO:0007275","multicellular organism development","15/37","5241/28905",0.00121276823371479,0.0477585136642316,0.0315699835820432,"Lmtk2/Hba-a1/Gprc5b/Ccr2/Pacsin1/Ccl9/Ifi204/Errfi1/Arhgef10/Ank/Samd11/Rec8/Hmox1/Ahi1/Ccnb2",15
"GO:0001816","BP","GO:0001816","cytokine production","6/37","953/28905",0.001225870752277,0.0477585136642316,0.0315699835820432,"Gprc5b/Ccr2/Cd200r1/Ifi204/Errfi1/Hmox1",6
"GO:0035705","BP","GO:0035705","T-helper 17 cell chemotaxis","1/37","1/28905",0.00128005535374487,0.0477585136642316,0.0315699835820432,"Ccr2",1
"GO:0043310","BP","GO:0043310","negative regulation of eosinophil degranulation","1/37","1/28905",0.00128005535374487,0.0477585136642316,0.0315699835820432,"Ccr2",1
"GO:0140207","BP","GO:0140207","tripeptide import across plasma membrane","1/37","1/28905",0.00128005535374487,0.0477585136642316,0.0315699835820432,"Slc15a2",1
"GO:2000464","BP","GO:2000464","positive regulation of astrocyte chemotaxis","1/37","1/28905",0.00128005535374487,0.0477585136642316,0.0315699835820432,"Ccr2",1
"GO:0048871","BP","GO:0048871","multicellular organismal-level homeostasis","6/37","963/28905",0.00129326729458267,0.0477585136642316,0.0315699835820432,"Hba-a1/Ccr2/Errfi1/Ank/Hmox1/Ccnb2",6
"GO:0016043","BP","GO:0016043","cellular component organization","17/37","6506/28905",0.00136205739329863,0.0491290934187482,0.0324759828904006,"Lmtk2/Klhl41/Pid1/Gprc5b/Pacsin1/Frmd5/Sptb/Ifi204/Trim40/Trappc10/Arhgef10/Fam174b/Lima1/Krt80/Rec8/Ahi1/Ccnb2",17
"GO:0006778","BP","GO:0006778","porphyrin-containing compound metabolic process","2/37","44/28905",0.00145799443103432,0.0498869890102415,0.0329769773633141,"Sptb/Hmox1",2
"GO:0048523","BP","GO:0048523","negative regulation of cellular process","15/37","5339/28905",0.00147532741039723,0.0498869890102415,0.0329769773633141,"Pid1/Ccr2/Pacsin1/Cd200r1/Ccl9/Frmd5/Sptb/Ifi204/Trim40/Errfi1/Lima1/Mex3d/Samd11/Hmox1/Ahi1",15
"GO:0002367","BP","GO:0002367","cytokine production involved in immune response","3/37","176/28905",0.0014808553787835,0.0498869890102415,0.0329769773633141,"Gprc5b/Ccr2/Hmox1",3
"GO:0065007","BP","GO:0065007","biological regulation","26/37","12967/28905",0.00157697386186948,0.0498869890102415,0.0329769773633141,"Lmtk2/Cd209a/Klhl41/Pid1/Gprc5b/Ccr2/Pacsin1/Cd300lb/Cd200r1/Ccl9/Frmd5/Sptb/Ifi204/Trim40/Errfi1/Arhgef10/Ank/Lima1/Zfp273/Zfp74/Mex3d/Samd11/Slc15a2/Hmox1/Ahi1/Ccnb2",26
"GO:0030835","BP","GO:0030835","negative regulation of actin filament depolymerization","2/37","46/28905",0.00159259680730249,0.0498869890102415,0.0329769773633141,"Sptb/Lima1",2
"GO:0060219","BP","GO:0060219","camera-type eye photoreceptor cell differentiation","2/37","46/28905",0.00159259680730249,0.0498869890102415,0.0329769773633141,"Samd11/Ahi1",2
"GO:0051179","BP","GO:0051179","localization","15/37","5383/28905",0.00160822014862158,0.0498869890102415,0.0329769773633141,"Lmtk2/Cd209a/Hba-a1/Pid1/Ccr2/Pacsin1/Trim40/Errfi1/Trappc10/Ank/Lima1/Slc15a2/Hmox1/Abcb9/Ahi1",15
"GO:0042462","BP","GO:0042462","eye photoreceptor cell development","2/37","48/28905",0.00173290781313631,0.0509065030699517,0.0336509104415711,"Samd11/Ahi1",2
"GO:0070542","BP","GO:0070542","response to fatty acid","2/37","48/28905",0.00173290781313631,0.0509065030699517,0.0336509104415711,"Pid1/Hmox1",2
"GO:0050793","BP","GO:0050793","regulation of developmental process","10/37","2724/28905",0.00175047743485311,0.0509065030699517,0.0336509104415711,"Klhl41/Gprc5b/Ccr2/Pacsin1/Ccl9/Ifi204/Errfi1/Ank/Hmox1/Ahi1",10
"GO:0048872","BP","GO:0048872","homeostasis of number of cells","4/37","408/28905",0.00178763724192126,0.0509065030699517,0.0336509104415711,"Hba-a1/Ccr2/Hmox1/Ccnb2",4
"GO:1905521","BP","GO:1905521","regulation of macrophage migration","2/37","49/28905",0.00180519514432453,0.0509065030699517,0.0336509104415711,"Ccr2/Cd200r1",2
"GO:2000404","BP","GO:2000404","regulation of T cell migration","2/37","51/28905",0.00195401570321664,0.0536251206685864,0.0354480080974605,"Ccr2/Cd200r1",2
"GO:0071840","BP","GO:0071840","cellular component organization or biogenesis","17/37","6717/28905",0.00197565424397669,0.0536251206685864,0.0354480080974605,"Lmtk2/Klhl41/Pid1/Gprc5b/Pacsin1/Frmd5/Sptb/Ifi204/Trim40/Trappc10/Arhgef10/Fam174b/Lima1/Krt80/Rec8/Ahi1/Ccnb2",17
"GO:0033013","BP","GO:0033013","tetrapyrrole metabolic process","2/37","53/28905",0.00210847385136237,0.0536251206685864,0.0354480080974605,"Sptb/Hmox1",2
"GO:0048247","BP","GO:0048247","lymphocyte chemotaxis","2/37","54/28905",0.00218780819282426,0.0536251206685864,0.0354480080974605,"Ccr2/Ccl9",2
"GO:0071674","BP","GO:0071674","mononuclear cell migration","3/37","203/28905",0.00222417640758716,0.0536251206685864,0.0354480080974605,"Ccr2/Cd200r1/Ccl9",3
"GO:0030834","BP","GO:0030834","regulation of actin filament depolymerization","2/37","55/28905",0.0022685413499187,0.0536251206685864,0.0354480080974605,"Sptb/Lima1",2
"GO:0051239","BP","GO:0051239","regulation of multicellular organismal process","11/37","3329/28905",0.00228772358699695,0.0536251206685864,0.0354480080974605,"Cd209a/Gprc5b/Ccr2/Cd300lb/Cd200r1/Ccl9/Ifi204/Errfi1/Ank/Hmox1/Ahi1",11
"GO:0043300","BP","GO:0043300","regulation of leukocyte degranulation","2/37","56/28905",0.00235066980854388,0.0536251206685864,0.0354480080974605,"Ccr2/Hmox1",2
"GO:0006810","BP","GO:0006810","transport","13/37","4426/28905",0.00237299961463703,0.0536251206685864,0.0354480080974605,"Lmtk2/Cd209a/Hba-a1/Pid1/Ccr2/Pacsin1/Trappc10/Ank/Lima1/Slc15a2/Hmox1/Abcb9/Ahi1",13
"GO:0042592","BP","GO:0042592","homeostatic process","8/37","1903/28905",0.00240391959435263,0.0536251206685864,0.0354480080974605,"Hba-a1/Gprc5b/Ccr2/Errfi1/Ank/Lima1/Hmox1/Ccnb2",8
"GO:0006788","BP","GO:0006788","heme oxidation","1/37","2/28905",0.00255851639553539,0.0536251206685864,0.0354480080974605,"Hmox1",1
"GO:0030862","BP","GO:0030862","positive regulation of polarized epithelial cell differentiation","1/37","2/28905",0.00255851639553539,0.0536251206685864,0.0354480080974605,"Ahi1",1
"GO:0035700","BP","GO:0035700","astrocyte chemotaxis","1/37","2/28905",0.00255851639553539,0.0536251206685864,0.0354480080974605,"Ccr2",1
"GO:1904550","BP","GO:1904550","response to arachidonic acid","1/37","2/28905",0.00255851639553539,0.0536251206685864,0.0354480080974605,"Hmox1",1
"GO:1904565","BP","GO:1904565","response to 1-oleoyl-sn-glycerol 3-phosphate","1/37","2/28905",0.00255851639553539,0.0536251206685864,0.0354480080974605,"Errfi1",1
"GO:2000451","BP","GO:2000451","positive regulation of CD8-positive, alpha-beta T cell extravasation","1/37","2/28905",0.00255851639553539,0.0536251206685864,0.0354480080974605,"Ccr2",1
"GO:2000458","BP","GO:2000458","regulation of astrocyte chemotaxis","1/37","2/28905",0.00255851639553539,0.0536251206685864,0.0354480080974605,"Ccr2",1
"GO:2000471","BP","GO:2000471","regulation of hematopoietic stem cell migration","1/37","2/28905",0.00255851639553539,0.0536251206685864,0.0354480080974605,"Ccr2",1
"GO:2000473","BP","GO:2000473","positive regulation of hematopoietic stem cell migration","1/37","2/28905",0.00255851639553539,0.0536251206685864,0.0354480080974605,"Ccr2",1
"GO:0030042","BP","GO:0030042","actin filament depolymerization","2/37","59/28905",0.00260539194677475,0.0538795054593017,0.0356161649987172,"Sptb/Lima1",2
"GO:0048878","BP","GO:0048878","chemical homeostasis","6/37","1111/28905",0.0026636632040021,0.0543597582816744,0.0359336282645158,"Gprc5b/Ccr2/Errfi1/Ank/Lima1/Hmox1",6
"GO:0006903","BP","GO:0006903","vesicle targeting","2/37","61/28905",0.00278211907034588,0.0550803909430857,0.0364099906875466,"Trappc10/Ahi1",2
"GO:0002262","BP","GO:0002262","myeloid cell homeostasis","3/37","221/28905",0.00282834444014365,0.0550803909430857,0.0364099906875466,"Hba-a1/Ccr2/Hmox1",3
"GO:0061097","BP","GO:0061097","regulation of protein tyrosine kinase activity","2/37","62/28905",0.0028725458931974,0.0550803909430857,0.0364099906875466,"Gprc5b/Errfi1",2
"GO:0031032","BP","GO:0031032","actomyosin structure organization","3/37","223/28905",0.00290109677027503,0.0550803909430857,0.0364099906875466,"Klhl41/Frmd5/Arhgef10",3
"GO:0006950","BP","GO:0006950","response to stress","12/37","3980/28905",0.00298468907456185,0.0550803909430857,0.0364099906875466,"Gprc5b/Ccr2/Clec10a/Cd200r1/Ccl9/Clec4a1/Ifi204/Trim40/Errfi1/Rec8/Slc15a2/Hmox1",12
"GO:0009605","BP","GO:0009605","response to external stimulus","10/37","2932/28905",0.00302908559046397,0.0550803909430857,0.0364099906875466,"Hba-a1/Gprc5b/Ccr2/Cd300lb/Cd200r1/Ccl9/Clec4a1/Ifi204/Trim40/Slc15a2",10
"GO:0051094","BP","GO:0051094","positive regulation of developmental process","7/37","1542/28905",0.00304912314249102,0.0550803909430857,0.0364099906875466,"Gprc5b/Ccr2/Pacsin1/Ccl9/Ifi204/Hmox1/Ahi1",7
"GO:0007015","BP","GO:0007015","actin filament organization","4/37","477/28905",0.00314338749455621,0.0550803909430857,0.0364099906875466,"Pacsin1/Sptb/Arhgef10/Lima1",4
"GO:0001754","BP","GO:0001754","eye photoreceptor cell differentiation","2/37","65/28905",0.00315203778076996,0.0550803909430857,0.0364099906875466,"Samd11/Ahi1",2
"GO:0002548","BP","GO:0002548","monocyte chemotaxis","2/37","65/28905",0.00315203778076996,0.0550803909430857,0.0364099906875466,"Ccr2/Ccl9",2
"GO:2000401","BP","GO:2000401","regulation of lymphocyte migration","2/37","66/28905",0.00324792735662462,0.0550803909430857,0.0364099906875466,"Ccr2/Cd200r1",2
"GO:0002700","BP","GO:0002700","regulation of production of molecular mediator of immune response","3/37","233/28905",0.00328218596580031,0.0550803909430857,0.0364099906875466,"Gprc5b/Ccr2/Hmox1",3
"GO:0016192","BP","GO:0016192","vesicle-mediated transport","7/37","1565/28905",0.00331133224975011,0.0550803909430857,0.0364099906875466,"Lmtk2/Cd209a/Ccr2/Pacsin1/Trappc10/Hmox1/Ahi1",7
"GO:1905517","BP","GO:1905517","macrophage migration","2/37","67/28905",0.00334517399146076,0.0550803909430857,0.0364099906875466,"Ccr2/Cd200r1",2
"GO:0042461","BP","GO:0042461","photoreceptor cell development","2/37","68/28905",0.00344377424594055,0.0550803909430857,0.0364099906875466,"Samd11/Ahi1",2
"GO:0010976","BP","GO:0010976","positive regulation of neuron projection development","3/37","239/28905",0.0035249119307042,0.0550803909430857,0.0364099906875466,"Gprc5b/Pacsin1/Ahi1",3
"GO:0061082","BP","GO:0061082","myeloid leukocyte cytokine production","2/37","69/28905",0.00354372468689449,0.0550803909430857,0.0364099906875466,"Gprc5b/Hmox1",2
"GO:0072678","BP","GO:0072678","T cell migration","2/37","69/28905",0.00354372468689449,0.0550803909430857,0.0364099906875466,"Ccr2/Cd200r1",2
"GO:0048519","BP","GO:0048519","negative regulation of biological process","15/37","5817/28905",0.0035671899832157,0.0550803909430857,0.0364099906875466,"Pid1/Ccr2/Pacsin1/Cd200r1/Ccl9/Frmd5/Sptb/Ifi204/Trim40/Errfi1/Lima1/Mex3d/Samd11/Hmox1/Ahi1",15
"GO:0002684","BP","GO:0002684","positive regulation of immune system process","6/37","1179/28905",0.00357437393961853,0.0550803909430857,0.0364099906875466,"Gprc5b/Ccr2/Cd300lb/Ccl9/Ifi204/Slc15a2",6
"GO:0070098","BP","GO:0070098","chemokine-mediated signaling pathway","2/37","70/28905",0.0036450218873119,0.0550803909430857,0.0364099906875466,"Ccr2/Ccl9",2
"GO:0046324","BP","GO:0046324","regulation of glucose import","2/37","71/28905",0.00374766242633151,0.0550803909430857,0.0364099906875466,"Pid1/Ahi1",2
"GO:0002436","BP","GO:0002436","immune complex clearance by monocytes and macrophages","1/37","3/28905",0.00383538505599823,0.0550803909430857,0.0364099906875466,"Ccr2",1
"GO:0015835","BP","GO:0015835","peptidoglycan transport","1/37","3/28905",0.00383538505599823,0.0550803909430857,0.0364099906875466,"Slc15a2",1
"GO:0030860","BP","GO:0030860","regulation of polarized epithelial cell differentiation","1/37","3/28905",0.00383538505599823,0.0550803909430857,0.0364099906875466,"Ahi1",1
"GO:0032764","BP","GO:0032764","negative regulation of mast cell cytokine production","1/37","3/28905",0.00383538505599823,0.0550803909430857,0.0364099906875466,"Hmox1",1
"GO:0035847","BP","GO:0035847","uterine epithelium development","1/37","3/28905",0.00383538505599823,0.0550803909430857,0.0364099906875466,"Errfi1",1
"GO:0043309","BP","GO:0043309","regulation of eosinophil degranulation","1/37","3/28905",0.00383538505599823,0.0550803909430857,0.0364099906875466,"Ccr2",1
"GO:0072719","BP","GO:0072719","cellular response to cisplatin","1/37","3/28905",0.00383538505599823,0.0550803909430857,0.0364099906875466,"Hmox1",1
"GO:0090264","BP","GO:0090264","regulation of immune complex clearance by monocytes and macrophages","1/37","3/28905",0.00383538505599823,0.0550803909430857,0.0364099906875466,"Ccr2",1
"GO:0090265","BP","GO:0090265","positive regulation of immune complex clearance by monocytes and macrophages","1/37","3/28905",0.00383538505599823,0.0550803909430857,0.0364099906875466,"Ccr2",1
"GO:2000449","BP","GO:2000449","regulation of CD8-positive, alpha-beta T cell extravasation","1/37","3/28905",0.00383538505599823,0.0550803909430857,0.0364099906875466,"Ccr2",1
"GO:0016477","BP","GO:0016477","cell migration","7/37","1619/28905",0.00399534686588551,0.0568512200824627,0.0375805682991066,"Ccr2/Cd200r1/Ccl9/Frmd5/Errfi1/Lima1/Hmox1",7
"GO:0051234","BP","GO:0051234","establishment of localization","13/37","4716/28905",0.00420331684858889,0.0590370647676584,0.0390254851428275,"Lmtk2/Cd209a/Hba-a1/Pid1/Ccr2/Pacsin1/Trappc10/Ank/Lima1/Slc15a2/Hmox1/Abcb9/Ahi1",13
"GO:0097529","BP","GO:0097529","myeloid leukocyte migration","3/37","255/28905",0.00422508974159257,0.0590370647676584,0.0390254851428275,"Ccr2/Cd200r1/Ccl9",3
"GO:0031347","BP","GO:0031347","regulation of defense response","5/37","858/28905",0.00451748256029831,0.062414478123413,0.0412580689485251,"Gprc5b/Ccr2/Cd200r1/Ifi204/Slc15a2",5
"GO:1901264","BP","GO:1901264","carbohydrate derivative transport","2/37","79/28905",0.00461673844663677,0.062414478123413,0.0412580689485251,"Ank/Slc15a2",2
"GO:1990868","BP","GO:1990868","response to chemokine","2/37","80/28905",0.00473131610429868,0.062414478123413,0.0412580689485251,"Ccr2/Ccl9",2
"GO:1990869","BP","GO:1990869","cellular response to chemokine","2/37","80/28905",0.00473131610429868,0.062414478123413,0.0412580689485251,"Ccr2/Ccl9",2
"GO:0031349","BP","GO:0031349","positive regulation of defense response","4/37","539/28905",0.00485127200512437,0.062414478123413,0.0412580689485251,"Gprc5b/Ccr2/Ifi204/Slc15a2",4
"GO:0002090","BP","GO:0002090","regulation of receptor internalization","2/37","82/28905",0.00496439646418153,0.062414478123413,0.0412580689485251,"Pacsin1/Ahi1",2
"GO:1901880","BP","GO:1901880","negative regulation of protein depolymerization","2/37","82/28905",0.00496439646418153,0.062414478123413,0.0412580689485251,"Sptb/Lima1",2
"GO:0030505","BP","GO:0030505","inorganic diphosphate transport","1/37","4/28905",0.0051106632634903,0.062414478123413,0.0412580689485251,"Ank",1
"GO:0035697","BP","GO:0035697","CD8-positive, alpha-beta T cell extravasation","1/37","4/28905",0.0051106632634903,0.062414478123413,0.0412580689485251,"Ccr2",1
"GO:0042167","BP","GO:0042167","heme catabolic process","1/37","4/28905",0.0051106632634903,0.062414478123413,0.0412580689485251,"Hmox1",1
"GO:0046149","BP","GO:0046149","pigment catabolic process","1/37","4/28905",0.0051106632634903,0.062414478123413,0.0412580689485251,"Hmox1",1
"GO:0072718","BP","GO:0072718","response to cisplatin","1/37","4/28905",0.0051106632634903,0.062414478123413,0.0412580689485251,"Hmox1",1
"GO:1904669","BP","GO:1904669","ATP export","1/37","4/28905",0.0051106632634903,0.062414478123413,0.0412580689485251,"Ank",1
"GO:2000409","BP","GO:2000409","positive regulation of T cell extravasation","1/37","4/28905",0.0051106632634903,0.062414478123413,0.0412580689485251,"Ccr2",1
"GO:2000412","BP","GO:2000412","positive regulation of thymocyte migration","1/37","4/28905",0.0051106632634903,0.062414478123413,0.0412580689485251,"Ccr2",1
"GO:2001170","BP","GO:2001170","negative regulation of ATP biosynthetic process","1/37","4/28905",0.0051106632634903,0.062414478123413,0.0412580689485251,"Pid1",1
"GO:0045661","BP","GO:0045661","regulation of myoblast differentiation","2/37","86/28905",0.00544616366578658,0.0643119395197842,0.0425123547404186,"Klhl41/Ccl9",2
"GO:0060042","BP","GO:0060042","retina morphogenesis in camera-type eye","2/37","86/28905",0.00544616366578658,0.0643119395197842,0.0425123547404186,"Samd11/Ahi1",2
"GO:0002274","BP","GO:0002274","myeloid leukocyte activation","3/37","281/28905",0.00553263260751628,0.0643119395197842,0.0425123547404186,"Ccr2/Cd300lb/Hmox1",3
"GO:0110053","BP","GO:0110053","regulation of actin filament organization","3/37","283/28905",0.0056421634751192,0.0643119395197842,0.0425123547404186,"Sptb/Arhgef10/Lima1",3
"GO:0046530","BP","GO:0046530","photoreceptor cell differentiation","2/37","88/28905",0.00569479718336833,0.0643119395197842,0.0425123547404186,"Samd11/Ahi1",2
"GO:0001894","BP","GO:0001894","tissue homeostasis","3/37","286/28905",0.00580890033507379,0.0643119395197842,0.0425123547404186,"Ccr2/Errfi1/Ank",3
"GO:0060249","BP","GO:0060249","anatomical structure homeostasis","3/37","286/28905",0.00580890033507379,0.0643119395197842,0.0425123547404186,"Ccr2/Errfi1/Ank",3
"GO:0003407","BP","GO:0003407","neural retina development","2/37","91/28905",0.00607736023964829,0.0643119395197842,0.0425123547404186,"Samd11/Ahi1",2
"GO:0046323","BP","GO:0046323","glucose import","2/37","91/28905",0.00607736023964829,0.0643119395197842,0.0425123547404186,"Pid1/Ahi1",2
"GO:0010827","BP","GO:0010827","regulation of glucose transmembrane transport","2/37","92/28905",0.00620743146104404,0.0643119395197842,0.0425123547404186,"Pid1/Ahi1",2
"GO:0043242","BP","GO:0043242","negative regulation of protein-containing complex disassembly","2/37","92/28905",0.00620743146104404,0.0643119395197842,0.0425123547404186,"Sptb/Lima1",2
